Exp,Hole,"Core, section, interval (cm)",Top Depth [m],Presevation,Bathymetry,Alabaminella weddelensis,Ammodiscus latus,Amphicoryna sp.,Anomalinoides globulosus,Anomalinoides cf. globulosus,Anomalinoides sp. A,Anomalinoides sp. B,Anomalinoides sp. indet.,Astacolus spp.,Astrononion echolsi,Astrononion sp.,Bigenerina sp.,Bolivina huneri,Bolivina sp. A,Bolivina spp.,Brizalina pussilla,Brizalina sp.,Buliminella parvula,Cassidulina sp. A,Cassidulina sp. indet.,Cassidulina? sp.,Chilostomella sp.,Chrysalogonium crassitestum,Chrysalogonium sp. indet.,Cibicidoides eocanus,Cibicidoides grimusdalei,Cibicidoides havanensis,Cibicidoides micrus,Cibicidoides mundulus,Cibicidoides wuellerstorfi,Cibicidoides sp. A,Cibicidoides sp. B,Cibicidoides sp. C,Cibicidoides sp. indet.,Cystammina pauciloculata,Dentalina spp.,Eggerella bradyi,Eggerella sp.,Ehrenbergina histrix,Epistominella sp. A,Epistominella sp.,Evolvecassidulina cf. howei,Favocassidulina favus,Favocassidulina spinifer,Favocassidulina subfavus,Fistulose? sp.,Fursenkoina bradyi,Fursenkoina spp.,Globobulimina sp.,Globocassidulina subglobosa,Glomospira irregularis,Gyroidinoides soldanii,Gyroidinoides sp. A,Gyroidinoides sp. B,Gyroidinoides sp. C,Gyroidinoides sp. D,Gyroidinoides sp. indet.,Haplophragmoides spp.,Heronallenia sp.,Karreriella chapapotensis,Karreriella sp.,Laticarinina pauperata,Lenticulina spp.,Mattinotiella cummunis,Melonis baeleanuum,Melonis pomplioides,Myllostonella spp.,Neoeponides campester,Nodosaria spp.,Nonion affine,Nonion havanensis,Nonion sp.,Nuttallides umbonifer,Oridorsalis umbonatus,Orthomorphina spp.,Paracassidulina spp.,Planulina costata,Planulina renzi,Pleurostomella spp.,Pseudoparrella exigua,Pseudopleurostomella spp.,Pullenia bulloides,Pullenia osloensis,Pullenia quinqueloba,Pullenia salisburyi,Pullenia subcarinata,Pullenia sp. A,Pullenia sp. B,Pullenia sp. indet.,Pyrgo murrhina,Pyrgo sp. B,Pyrgo sp.,Pyrulina spp.,Quadrimorphina? sp.,Quinqueloculina sp.,Rectouvigerina senni,Recurvoides spp.,Reticulophragmium amplectens,Reussella spinulosa,Siphonodosaria antillea,Siphonodosaria spinata,Siphonodosaria sp. indet.,Spheroidina bulloides,Spiroloculina spp.,Spiroplectammina spectabilis,Stilostomella spp.,Textularia spp.,Turrilina brevispira,Turrilina robertsi,Turrilina sp. indet.,Tube-shaped agglutinated form.,Unilocular species,Uvigerina hispida,Uvigerina peregrina pradyiana,Uvigerina proboscidea,Valvulina spinosa,Agglutinated Foram. gen. et sp. indet.,Calc. Hyaline Foram. gen. et sp. indet.,Section,Core,Type,Top [cm],Bottom [cm],Site,Bottom Depth [m],A/W,Sample,eodp_id
320,A,"16H-cc, 14-19 cm",151.51,G,LB-A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,A,R,,,,,,,R,,,,,,,,,,,,,R,,,R,R,R,,R,,,R,,,,,,,,,,,,,F,A,,,,,,R,,R,,,,,R,,,,,,R,,R,,,,,,R,,R,,,,,,,,R,A,,,,,,R,cc,16,H,14,19,U1335,,,320-U1335A-16H-cc-nan,4abc751873c6a92e51b4101340f5f63d
320,A,"17H-cc, 19-24 cm",161.22,G,LB-A,,,R,,,F,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,R,,,,,,R,,,,,R,,,R,R,R,R,,,,R,,R,,,,,,,,R,,,F,A,,F,,,R,R,,F,R,R,,,R,,,,,,R,,R,,,,,,,R,,,R,,,,,,,F,,,,,,R,cc,17,H,19,24,U1335,,,320-U1335A-17H-cc-nan,432a15d5d55057e9ba7f0d6d74202f67
320,A,"18H-cc, 19-24 cm",169.75,M,LB-A,,,,,,A,,R,R,R,,,,,,,,,,,,,,,,R,R,,F,,,,,,,R,,,,,,,,,R,,,R,,A,,R,R,,R,R,R,,,,,,,,,,,,,,,,F,A,,,,,,,,,,R,,R,R,,,,,,,,R,,,,,,,,R,,,,R,,,,,F,,,,,R,R,cc,18,H,19,24,U1335,,,320-U1335A-18H-cc-nan,cebaff675d4dc7627cd027de95a0b907
320,A,"19H-cc, 23-28 cm",180.44,G,LB-A,,,,,,,,,,F,,,,,,,,,,,,,,R,,R,,R,R,,R,R,,,,,,,,,,,,,,,,,,F,R,,F,R,F,R,R,,,,,,,,,,,,R,,,,R,A,,,,,,R,R,R,,,R,R,,,,,,,R,,,,,,,R,R,,,,,,,,,,,F,,,,,,R,cc,19,H,23,28,U1335,,,320-U1335A-19H-cc-nan,7e9571f47d69d06b7fe21cbb9dfc69d7
320,A,"20H-cc, 23-28 cm",189.90,G,LB-A,,,R,,,R,,,,,,,,,,,,,,,,,,,,R,R,,A,,R,,,,,,,,,,,,,,,,,,,F,,F,R,R,R,,R,,R,,,,,,,,,,,,,,,A,,,,,R,,,R,,R,,R,,,,,,,R,,R,,,,,,,R,,,,,R,,R,,F,R,,,,,,,cc,20,H,23,28,U1335,,,320-U1335A-20H-cc-nan,e532234a8bf700f67edccc0fe2be6e95
320,A,"21H-cc, 21-26 cm",198.98,G,LB-A,,,,,,R,,,,R,,,,,,,,R,,,,,,,,R,,,R,,R,,,,,,,,F,,,,,,,,,,,A,,R,,R,R,R,,,,R,,R,,,,,,,,,,,,A,R,,,,R,,,F,,,,,,,,,,,R,,,,,,,,,,R,,R,,,,,,R,A,,,,R,,,cc,21,H,21,26,U1335,,,320-U1335A-21H-cc-nan,ba3c12ffe7f18319ee79c8b0b0b3eb26
320,A,"22H-cc, 19-24 cm",208.68,G,LB-A,,,,,,R,,,,R,,,,,,R,,R,,,,,R,,,R,,,R,,F,,,,,,,,,,,,,,R,,,,,F,,R,R,R,R,R,R,,,,,,,,,,,,,,,,R,A,,,,,,F,R,F,R,,,,R,,R,,,,R,,,,R,,,R,,R,R,,R,,,,,,,R,,,,,,R,cc,22,H,19,24,U1335,,,320-U1335A-22H-cc-nan,147cf3a21fe00fe11d425cd18a72cef9
320,A,"23H-cc, 0-5 cm",218.14,G,LB-A,,,,,,R,,,,R,,,,,,,,,R,,,,,,,,R,,A,,R,,,,R,,R,,,,,,,,R,,R,,,F,,,F,R,R,R,R,,,,,R,,,,,,,,,R,,F,A,,R,,,F,R,R,R,,R,,R,R,,,,,,,,,,,,,,,R,R,,,,,,,,,R,,,,,R,R,cc,23,H,0,5,U1335,,,320-U1335A-23H-cc-nan,04d29279a862b1eb99d93c4f9e133854
320,A,"24H-cc, 18-23 cm",227.87,G,LB-A,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,A,,,,,,,R,,,R,,,,,,,,,,,A,,,,R,,R,,,,,,R,,,,,,,,,,,R,A,,R,,,R,R,,R,R,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,R,R,,,,R,,,cc,24,H,18,23,U1335,,,320-U1335A-24H-cc-nan,d842b37e4a52b9a48d0151846b6999c4
320,A,"25H-cc, 0-5 cm",236.88,G,LB-A,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,R,,,R,,,R,,,,,,R,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,R,,,F,,F,,,,,,R,R,,,,,,,,,,R,,,,,,,cc,25,H,0,5,U1335,,,320-U1335A-25H-cc-nan,c1133b8ff468eafc2ed72f9aa98e67ad
320,A,"26H-cc, 12-17 cm",246.81,G,LB-A,,,,,,R,,,,R,,,,,,,,,R,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,A,,R,R,R,,,R,,,R,,R,,,,,,,,,,,,F,,R,,,R,R,R,R,,,,,R,,,R,,,R,,R,,,,,,R,F,,R,,,R,,,,,F,,,,R,,R,cc,26,H,12,17,U1335,,,320-U1335A-26H-cc-nan,f2545161b41b377ad1d899e8ba321a61
320,A,"27H-cc, 17-22 cm",256.22,G,LB-A,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,R,,,,,,R,,R,,,,,R,,,,,,A,,,,R,R,R,R,,,,,,,,,,,,,,,,,F,,,,,F,R,,,R,,,,F,,,,,R,,,,,R,,,,,R,F,R,,,,,R,,,A,,,,,,,cc,27,H,17,22,U1335,,,320-U1335A-27H-cc-nan,8b77c2ba3a3dfe14c8a0b6c7acb1b074
320,A,"28H-cc, 23-28 cm",265.99,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc,28,H,23,28,U1335,,,320-U1335A-28H-cc-nan,c0d7b598d723c8ea85e9d69c331bbc9f
320,A,"29H-cc, 33-38 cm",275.59,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc,29,H,33,38,U1335,,,320-U1335A-29H-cc-nan,a6947ad0344e53d0914d14c1dd15c37f
320,A,"30H-cc, 20-25 cm",284.80,G,LB-A,,,R,R,,R,,,,R,,,,,,,,,,,,,,,,R,,,A,,,,,,,,,,,,,,,,,,,,,A,,R,F,R,,,R,,R,,,,R,,,,,,,,,,,F,,,,,R,R,,R,,,,,R,,,,,,R,,,,,,,,,R,R,,R,,,,,,,A,,,,,,,cc,30,H,20,25,U1335,,,320-U1335A-30H-cc-nan,4f389f6c3ef9f356f6607cf63b477f2e
320,A,"31H-cc, 23-28 cm",294.53,G,LB-A,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,,,,,,,,,,,,F,,,R,,F,R,R,,,,,F,,,,,,,,,R,,R,F,,,,,,,F,R,,,,,,R,,,,,R,,F,,,,,,R,R,,R,R,,,,,,,A,,R,R,R,,R,cc,31,H,23,28,U1335,,,320-U1335A-31H-cc-nan,6cebffa2469334b0d79778bfd56b3deb
320,A,"32H-cc, 10-15 cm",303.73,P,LB-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,cc,32,H,10,15,U1335,,,320-U1335A-32H-cc-nan,b48f6de0f875b77343b182afe809f2bb
320,A,"33H-cc, 20-25 cm",313.51,M,LB-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc,33,H,20,25,U1335,,,320-U1335A-33H-cc-nan,81f70734d4e0dc2185c2006f89f251b2
320,A,"34H-cc, 28-33 cm",323.03,G,LB-A,,,,,,,,,R,R,,,,,,,,R,R,,,,,,,,R,,R,,R,,,,,,,,,,,,,,R,,,,,A,,,R,F,R,R,,,,R,,,,,,,,,,,,,,F,,,,,F,,,F,,,,,R,,,,,,R,,R,,,,,R,,R,R,,,,,,,,,R,,R,,,,R,cc,34,H,28,33,U1335,,,320-U1335A-34H-cc-nan,19f2d36c50dfa1162f842fc705699988
320,A,"35H-cc, 31-36 cm",332.62,G,LB-A,,,,,,,,,,R,,R,,,,,,,R,,,,,,,R,,,,,R,,,,,R,,,,,,,R,,R,R,,,,R,,,R,,,,,,,R,,R,,,,,,,,,R,,R,A,R,,,,R,R,R,,,,R,,,,,,,,R,,R,,,,,R,F,,R,R,R,,,,,,,F,,F,,,,R,cc,35,H,31,36,U1335,,,320-U1335A-35H-cc-nan,08a886ce3d0c1631bc46be32475dfbae
320,A,"36H-cc, 26-31 cm",341.83,G,LB-A,,,,,,,,,,,,,,,,,,R,,,,,,,,R,R,,R,,,,,,,,R,,,,,,,,,,,,,A,,,R,,,,R,,,,,R,,,,,,,,,F,,,A,,,,,F,R,,F,,,R,,,,,,,,,,,,,,,,F,,R,,,,,,,,,F,,R,,R,,R,cc,36,H,26,31,U1335,,,320-U1335A-36H-cc-nan,49cf27523d15ccb51d5073872bf78003
320,A,"37X-cc, 27-32 cm",350.04,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc,37,X,27,32,U1335,,,320-U1335A-37X-cc-nan,ff5a44227958ea0eaf8603c10a9bf317
320,A,"38X-cc, 8-13 cm",359.14,G,LB-A,,,,,,,,,R,R,,,,,,,,,,,,,,,,A,,,R,,R,,,,,,,,,,,,R,,,,,,,,,,R,R,,R,,,,,,R,,,,,,,,,,,,R,,,,,F,,R,R,,,,,R,,,,,,,,,,,,,,,R,R,R,,,R,,,,,A,,,,,,A,cc,38,X,8,13,U1335,,,320-U1335A-38X-cc-nan,1b3ae90192b77dd6d010ef1685965dec
320,A,"39X-cc, 20-25 cm",369.39,G,LB-A,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,R,,R,,,,,R,,,,,,,,,,,,,,A,,,R,R,R,R,R,,,R,,R,R,,,,,,,,R,,,A,,,,,R,R,R,R,,,,,,,,,,,R,,R,,,,,R,,,,,,,,,,,,,,R,,,,R,cc,39,X,20,25,U1335,,,320-U1335A-39X-cc-nan,6f2d5efaae366ad6ac8d733b152d5397
320,A,"40X-cc, 31-36 cm",376.63,G,LB-A,,,,,,R,,,,,,,,,,,,,,,,,,,,R,,,A,,R,,,,,,R,,,,,,,,,,,,,F,,R,,,R,R,R,,,,,,R,,,,,,,,R,,R,A,,,,,R,,,R,,,,,,,,,,,,,,,F,R,,R,,,,,,,,,,,,,R,,,,,R,cc,40,X,31,36,U1335,,,320-U1335A-40X-cc-nan,61aebafa4f9224ccbe11ab1d074bbb50
320,A,"41X-cc, 37-42 cm",387.64,G,LB-A,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,,,A,,R,R,R,,A,R,,R,,,R,,,,,,,,,,,,A,R,,,,,,,R,,,,,,,,,,,R,,,,,,,R,,R,,,R,,,,,,,R,,,,,,,cc,41,X,37,42,U1335,,,320-U1335A-41X-cc-nan,8036e39121667c3c8fd63c11f7c000e7
320,A,"42X-cc, 34-39 cm",396.31,M,LB-A,,,,,,R,,R,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,R,,A,,A,R,R,,F,R,,,,,R,,,,,,,,,R,,R,F,,,,,,,,R,,,,,R,,,,,,,,,,,,,F,,,,,,,,,,,,F,,,,,,R,cc,42,X,34,39,U1335,,,320-U1335A-42X-cc-nan,1e5cbc2de65a677768a885e65e15396b
320,A,"43X-cc, 8-13 cm",408.21,M,LB-A,,,,,R,,,,,A,,,,,,,,R,R,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,A,,,R,,R,,,,,,,,,,,,,,,R,,,R,A,,,,,,,,R,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,cc,43,X,8,13,U1335,,,320-U1335A-43X-cc-nan,cc7dce872f610d8d4d451f06b9455fa5
320,A,"44X-cc, 17-20 cm",417.80,M,LB-A,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,P,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc,44,X,17,20,U1335,,,320-U1335A-44X-cc-nan,e21407d06cc48dd3ca5b53a40e8e0d90
320,B,"1H-cc, 10-15 cm",3.46,M,LB-A,,,,,,F,,,,R,P,,,,,,,,,,,,,,,,,,A,R,,,P,P,,,R,,,,,,,,,,,,,R,,P,R,P,,,,,,,,,,,R,F,,,,,,,A,R,,,,,,F,,F,,,,,R,,,,,P,P,,P,,,,,,,,R,,,,,,,,,R,,,,,,,cc,1,H,10,15,U1335,,,320-U1335B-1H-cc-nan,7de25d5b5c1085254d7af6ceaed075f8
320,B,"2H-cc, 15-20 cm",13.05,M,LB-A,,,,R,,,,,,,,,,,,,,,,,,R,,,,,,,R,F,,,R,R,,,,,,,,,,,,,,,,R,,,R,R,,,,,,,,R,,,R,R,,,,,,,R,A,,,,,,F,,R,,,R,,F,,R,,,,,,R,,R,,,,,,F,,,,,,,,,F,,,,,,,cc,2,H,15,20,U1335,,,320-U1335B-2H-cc-nan,65b70fecb6c65a0bf3602de5400e3246
320,B,"3H-cc, 32-37 cm",22.69,P,LB-A,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,,,,,,,R,,,,,R,,,,F,,,R,R,,,,,,,F,R,,,,,,,,R,R,,,,R,,,,,,R,,R,,,,,R,,,,,,,,,,,,,,,,,,R,cc,3,H,32,37,U1335,,,320-U1335B-3H-cc-nan,91818cf92679939ff3cd1ae65bf084b7
320,B,"4H-cc, 12-17 cm",31.96,M,LB-A,,,,,,,,R,,R,,,,,,,R,,,,,,,,,,,R,F,,,,F,,,,R,,,,,,,R,,,,,,,,,,,R,F,,R,,,,,,,R,R,,,,,,,R,F,,,,,,F,,R,,,,,R,,,F,,,R,,R,,,,,,,,R,R,,,R,,,,,F,,,,,,R,cc,4,H,12,17,U1335,,,320-U1335B-4H-cc-nan,5f55e09e206c626539b8f62dc058371c
320,B,"5H-cc, 36-39 cm",41.88,M,LB-A,,,,,,R,,,,,R,,,,,,,,,,,,,,,,,,F,R,R,,,,,R,,,,,,R,,,,,F,,,R,,,R,,,R,,,,,,F,R,,,,,,,,,,R,,,,,,,,R,R,R,,,,,,,R,,R,F,,F,,,,,R,,,,,,,R,,,,,R,,,,,,R,cc,5,H,36,39,U1335,,,320-U1335B-5H-cc-nan,3b7c799aee8470579d46fd42e8630fc0
