Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology Prefix,Lithology Principal Name,Lithology Suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology color (simple),Lithology color (Munsell),Lithology lithification,Lithology ave. grain size class,Lithology ave. grain size rank [read only],Lithology max. grain size class,Lithology max. grain size rank [read only],General interval comment,Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Sorting,Grading,Sedimentary structure,Bioturbation intensity,Bioturbation intensity rank [read only],Diagenetic structure,Diagenetic constituent,Diagenetic constituent composition,Macrofossil,Macrofossil abundance name,Clasts (>2 mm) DOMINANT,File Data,Ship File Links,Shore File Links,Sample,Minor Lithology Prefix,Minor Lithology Suffix,Minor Lithology Name
361,U1474,A,2,2-1,H,1,A,0,150,5.4,6.9,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,greenish gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification (pyrite),,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-2H-1-A,,,
361,U1474,A,2,2-2,H,2,A,0,115,6.9,8.05,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,greenish gray,GLEY 1 5/10Y (greenish gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification (pyrite),,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-2H-2-A,,,
361,U1474,A,2,2-2,H,2,A,115,150,8.05,8.4,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,light gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,slight,1,,,,,,,,,,361-U1474A-2H-2-A,,,
361,U1474,A,2,2-3,H,3,A,0,123,8.4,9.63,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,light gray,5Y 5/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification (pyrite),curviplanar,sharp,sub-horizontal,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-2H-3-A,,,
361,U1474,A,2,2-3,H,3,A,123,132,9.63,9.72,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,5Y 4/1 (dark gray),unconsolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,Turbidite,curviplanar,sharp,sub-horizontal,very thin bed [B01],,normally graded,,,0,,,,,,,,,,361-U1474A-2H-3-A,,,
361,U1474,A,2,2-3,H,3,A,132,150,9.72,9.9,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,dark gray,5Y 4/1 (dark gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification (pyrite),,,,,,,,,0,,mineral,pyrite,,,,,,,361-U1474A-2H-3-A,,,
361,U1474,A,2,2-4,H,4,A,0,150,9.9,11.4,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,gray,5Y 5/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification (pyrite) and change in color from dark grey to grey gradually,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-2H-4-A,,,
361,U1474,A,2,2-5,H,5,A,0,150,11.4,12.9,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,light gray,5Y 5/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification (pyrite) and change from dark to light grey gradually,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-2H-5-A,,,
361,U1474,A,2,2-6,H,6,A,0,116,12.9,14.06,,,,,,,,,,,,,,,,,,,,,,burrows,,,,,,,,,,,,361-U1474A-2H-6-A,,,
361,U1474,A,2,2-6,H,6,A,0,116,12.9,14.06,1,foraminifer bearing,clay [2014],with nannofossils,foraminifer bearing clay,foraminifer bearing clay with nannofossils,clay with nannofossils,light gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification (pyrite) and manganese clust (37-38),curviplanar,sharp,sub-horizontal,,,,Chondrites,moderate,2,,mineral,pyrite,,,,,,,361-U1474A-2H-6-A,,,
361,U1474,A,2,2-7,H,7,A,0,54,14.11,14.65,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 5/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification (pyrite),,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-2H-7-A,,,
361,U1474,A,2,2-CC,H,CC,A,0,14,14.65,14.79,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,0,,,,,,,,,,361-U1474A-2H-CC-A,,,
361,U1474,A,3,3-1,H,1,A,0,150,14.9,16.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,0,,,,,,,,,,361-U1474A-3H-1-A,,,
361,U1474,A,3,3-2,H,2,A,0,150,16.4,17.9,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,slight,1,,,,,,,,,,361-U1474A-3H-2-A,,,
361,U1474,A,3,3-3,H,3,A,0,150,17.9,19.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,quartz,,,,,,,361-U1474A-3H-3-A,,,
361,U1474,A,3,3-4,H,4,A,0,150,19.4,20.9,,,,,,,,,,,,,,,,,,,,,,Zoophycos,,,,,,,,,,,,361-U1474A-3H-4-A,,,
361,U1474,A,3,3-4,H,4,A,0,150,19.4,20.9,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification and manganese clust at 65 - 68.5cm,,,,,,,burrows,slight,1,,mineral,quartz,sponge,,,,,,361-U1474A-3H-4-A,,,
361,U1474,A,3,3-5,H,5,A,0,120.5,20.9,22.105,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,diagenetic stratification,,,,,,,burrows,slight,1,,mineral,quartz,,,,,,,361-U1474A-3H-5-A,,,
361,U1474,A,3,3-5,H,5,A,120.5,128,22.105,22.18,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,5Y 4/1 (dark gray),unconsolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,Turbidite,irregular,scoured,sub-horizontal,thin lamina [B01],,,,,0,,,,,,,,,,361-U1474A-3H-5-A,,,
361,U1474,A,3,3-5,H,5,A,128,150,22.18,22.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,0,,mineral,quartz,,,,,,,361-U1474A-3H-5-A,,,
361,U1474,A,3,3-6,H,6,A,0,95,22.4,23.35,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,pyrite and manganese crust,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-3H-6-A,,,
361,U1474,A,3,3-7,H,7,A,0,56,23.4,23.96,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,slight,1,,,,,,,,,,361-U1474A-3H-7-A,,,
361,U1474,A,3,3-CC,H,CC,A,0,19,23.96,24.15,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,0,,,,,,,,,,361-U1474A-3H-CC-A,,,
361,U1474,A,4,4-1,H,1,A,0,150,24.4,25.9,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-4H-1-A,,,
361,U1474,A,4,4-2,H,2,A,0,150,25.9,27.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5YR 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474A-4H-2-A,,,
361,U1474,A,4,4-3,H,3,A,0,126,27.4,28.66,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,361-U1474A-4H-3-A,,,
361,U1474,A,4,4-3,H,3,A,0,150,27.4,28.9,,,,,,,,,,,,,,,,,,,,,,burrows,slight,1,,,,,,,,,,361-U1474A-4H-3-A,,,
361,U1474,A,4,4-3,H,3,A,0,150,27.4,28.9,,,,,,,,,,,,,,,,,,,,,,Zoophycos,slight,1,,,,,,,,,,361-U1474A-4H-3-A,,,
361,U1474,A,4,4-3,H,3,A,126,133.5,28.66,28.735,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,dark gray,5Y 4/1 (dark gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Spicules: Layer with almost same proportion of spicules as the foramiinifers.,irregular,scoured,horizontal,,,,,,0,,mineral,quartz,,,,,,,361-U1474A-4H-3-A,,,
361,U1474,A,4,4-3,H,3,A,133.5,150,28.735,28.9,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,361-U1474A-4H-3-A,,,
361,U1474,A,4,4-4,H,4,A,0,150,28.9,30.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,361-U1474A-4H-4-A,,,
361,U1474,A,4,4-5,H,5,A,0,150,30.4,31.9,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,slight,1,,mineral,quartz,,,,,,,361-U1474A-4H-5-A,,,
361,U1474,A,4,4-6,H,6,A,0,129,31.9,33.19,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,slight,1,,mineral,quartz,,,,,,,361-U1474A-4H-6-A,,,
361,U1474,A,4,4-6,H,6,A,129,134,33.19,33.24,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,5Y 4/1 (dark gray),unconsolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,Turbidite,planar,scoured,sub-horizontal,,,,,,0,,mineral,quartz,,,,,,,361-U1474A-4H-6-A,,,
361,U1474,A,4,4-6,H,6,A,134,144,33.24,33.34,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,mineral,quartz,,,,,,,361-U1474A-4H-6-A,,,
361,U1474,A,4,4-7,H,7,A,0,74,33.4,34.14,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,mineral,quartz,,,,,,,361-U1474A-4H-7-A,,,
361,U1474,A,4,4-CC,H,CC,A,0,24,34.14,34.38,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/2 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,mineral,quartz,,,,,,,361-U1474A-4H-CC-A,,,
361,U1474,A,5,5-1,H,1,A,0,150,33.9,35.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 5/2 (olive gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,up-arched pyrite layers,,,,,,,burrows,slight,1,,mineral,quartz,,,,,,,361-U1474A-5H-1-A,,,
361,U1474,A,5,5-2,H,2,A,0,150,35.4,36.9,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,dark gray,5Y 4/1 (dark gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,up-arched pyrite layers (severe),,,,,,,,,,,mineral,quartz,,,,,,,361-U1474A-5H-2-A,,,
361,U1474,A,5,5-3,H,3,A,0,150,36.9,38.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Change in color at 42 cm: from dark grey to grey,,,,,,,,,0,,mineral,quartz,,,,,,,361-U1474A-5H-3-A,,,
361,U1474,A,5,5-4,H,4,A,0,100,38.4,39.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Change in color at 55.5 cm from grey to light grey.,,,,,,,,,0,,mineral,quartz,,,,,,,361-U1474A-5H-4-A,,,
361,U1474,A,5,5-4,H,4,A,100,150,39.4,39.9,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,5Y 4/1 (dark gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,Turbidite,irregular,wavy,,,,,,,0,,,,,,,,,,361-U1474A-5H-4-A,,,
361,U1474,A,5,5-5,H,5,A,0,33,39.9,40.23,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,5Y 4/1 (dark gray),unconsolidated [2014],fine sand [W22_2],4,medium sand [W22_2],5,Turbidite,irregular,scoured,inclined,,,,,,0,,,,,,,,,,361-U1474A-5H-5-A,,,
361,U1474,A,5,5-5,H,5,A,35,150,40.25,41.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,green pyrite layers,,,,,,,burrows,slight,1,,mineral,quartz,,,,,,,361-U1474A-5H-5-A,,,
361,U1474,A,5,5-6,H,6,A,0,144.5,41.4,42.845,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,light gray,5Y 7/1 (light gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,green pyrite stratification layers,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-5H-6-A,,,
361,U1474,A,5,5-7,H,7,A,0,48.5,42.9,43.385,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 5/2 (olive gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,green pyrite layers,,,,,,,burrows,slight,1,,mineral,quartz,,,,,,,361-U1474A-5H-7-A,,,
361,U1474,A,5,5-7,H,7,A,48.5,53,43.385,43.43,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,5Y 4/1 (dark gray),unconsolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,Turbidite,irregular,scoured,sub-horizontal,,poor [2014],,,,,,mineral,quartz,,,,,,,361-U1474A-5H-7-A,,,
361,U1474,A,5,5-7,H,7,A,53,74,43.43,43.64,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,,,,,,,,,,,,,361-U1474A-5H-7-A,,,
361,U1474,A,5,5-CC,H,CC,A,0,19.5,43.64,43.835,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 5/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Change in color at 7cm from light gray to gray>,,,,,,,burrows,slight,1,,,,,,,,,,361-U1474A-5H-CC-A,,,
361,U1474,A,6,6-1,H,1,A,0,150,43.4,44.9,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,,,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474A-6H-1-A,,,
361,U1474,A,6,6-2,H,2,A,0,150,44.9,46.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Change in color at 104 cm from gray to light gray. Diagenetic stratification.,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-6H-2-A,,,
361,U1474,A,6,6-3,H,3,A,0,150,46.4,47.9,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification (Pyrite),,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474A-6H-3-A,,,
361,U1474,A,6,6-4,H,4,A,0,150,47.9,49.4,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification (Pyrite) XRay diff sample taken for analyses at 145-146.,,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-6H-4-A,,,
361,U1474,A,6,6-5,H,5,A,0,102.5,49.4,50.425,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification (Pyrite),,,,,,,burrows,moderate,2,,mineral,pyrite,,,,,,,361-U1474A-6H-5-A,,,
361,U1474,A,6,6-5,H,5,A,102.5,106,50.425,50.46,1,foraminifer bearing,fine sand [2014],,foraminifer bearing fine sand,foraminifer bearing fine sand,fine sand,dark gray,5Y 4/1 (dark gray),unconsolidated [2014],fine sand [W22_2],4,fine sand [W22_2],4,Turbidite,planar,scoured,horizontal,thin lamina [B01],,,,,,,,,,,,,,,361-U1474A-6H-5-A,,,
361,U1474,A,6,6-5,H,5,A,106,150,50.46,50.9,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification (Pyrite),,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-6H-5-A,,,
361,U1474,A,6,6-6,H,6,A,0,144.5,50.9,52.345,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification (Pyrite),,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-6H-6-A,,,
361,U1474,A,6,6-7,H,7,A,0,66,52.4,53.06,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic statification (Pyrite),,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-6H-7-A,,,
361,U1474,A,6,6-CC,H,CC,A,0,20.5,53.06,53.265,1,nannofossil rich,clay [2014],with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,gray,5Y 6/1 (gray),unconsolidated [2014],clay [W22_1],1,fine sand [W22_2],4,Diagenetic stratification (Pyrite),,,,,,,burrows,slight,1,,mineral,pyrite,,,,,,,361-U1474A-6H-CC-A,,,
