Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Comment,Preservation,Nannofossil abundance,Fasciculithus involutus,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (> 14 μm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (> 10 μm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,calcispheres,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (> 13 μm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus cachaoi,Coccolithus eopelagicus (> 14 μm),Coccolithus pelagicus,Coronocyclus nitescens,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus latipons,Cyclicargolithus abisectus (11 μm),Cyclicargolithus floridanus (5-11 μm),Cyclicargolithus floridanus small (< 5 μm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (< 10 μm),Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ellipsolithus macellus,Ericsonia robusta (small),Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternithus minutus,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus rosenkrantzii,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus grandiculus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14 μm),Reticulofenestra dictyoda  (3-10 μm),Reticulofenestra lockeri,Reticulofenestra minuta (< 3 μm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus moriformis,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius pertusus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,eodp_id
320-U1331A-3H-2-W 110/110,320,U1331,A,3,3-2,H,2,W,110/110,0,0.0,17.3,17.3,"PB - predistentus, no umbilicus",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,A,,,,,,,,,,,,,,,,,,,,,,9686338c37f6b245b7db6a239da4db1e
320-U1331A-3H-3-W 110/110,320,U1331,A,3,3-3,H,3,W,110/110,0,0.0,18.8,18.8,"PB - umbilicus?, no formosus, saipanensis",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,A,,,,,,,,,,,,,,,,,,,,,,1dbf70599797056351079166001c4651
320-U1331A-3H-4-W 110/110,320,U1331,A,3,3-4,H,4,W,110/110,0,0.0,20.3,20.3,"PB - umbilicus?, no formosus, saipanensis",P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,A,,,,,,,,,,,,,,,,,,,,,,f0615f17ddf42c3040221a0ece09644b
320-U1331A-3H-5-W 110/110,320,U1331,A,3,3-5,H,5,W,110/110,0,0.0,21.8,21.8,"PB - umbilicus?, no formosus, saipanensis",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,A,,,,,,,,,,,,,,,,,,,,,,765b1ff6be190ca5a8abf4054ad16856
320-U1331A-3H-6-W 110/110,320,U1331,A,3,3-6,H,6,W,110/110,0,0.0,23.3,23.3,"PB - umbilicus?, no formosus, saipanensis",P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4a7e001863de15873ab49e07f9e4686
320-U1331A-3H-CC-PAL,320,U1331,A,3,3-CC,H,CC,PAL,,0,0.0,24.34,24.34,"TDJ/PB - NP21 C. form, no saipanensis",P [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,C,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,,,,,,,,,,,,,,,,,,,,,572336d2ff2ec4640ae1ad4db3f0790b
320-U1331A-4H-1-W 110/110,320,U1331,A,4,4-1,H,1,W,110/110,0,0.0,25.3,25.3,"TDJ - NP21 C. form, no saipanensis",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d17efdb69a2966fa1c8b28e84e71453
320-U1331A-4H-1-W 15/15,320,U1331,A,4,4-1,H,1,W,15/15,0,0.0,24.35,24.35,"TDJ - NP21 C. form, no saipanensis",M [320_N],A [320_Ng],,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30aef4383af296fe7e264fa203ff6dd1
320-U1331A-4H-2-W 70/70,320,U1331,A,4,4-2,H,2,W,70/70,0,0.0,26.4,26.4,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1acdaf91a2b73041c1f752dee101f88
320-U1331A-4H-3-W 70/70,320,U1331,A,4,4-3,H,3,W,70/70,0,0.0,27.9,27.9,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aca027a30d33c20314a209bec3148a9a
320-U1331A-4H-4-W 70/70,320,U1331,A,4,4-4,H,4,W,70/70,0,0.0,29.4,29.4,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1c8784a4e9ff9c6156755ccfd668cd7
320-U1331A-4H-5-W 70/70,320,U1331,A,4,4-5,H,5,W,70/70,0,0.0,30.9,30.9,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfa459d49c67625b5eab83485e36a27f
320-U1331A-4H-6-W 70/70,320,U1331,A,4,4-6,H,6,W,70/70,0,0.0,32.4,32.4,TDJ - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c0e1ba393c671c38f138462d9b6802a
320-U1331A-4H-7-W 10/10,320,U1331,A,4,4-7,H,7,W,10/10,0,0.0,33.3,33.3,"PB - NP17 but reworked early middle Eocene nannos  - bifax, grandis, Nannotet.",M [320_N],A [320_Ng],,,,R,,R,,,,,,,,R,,,,,,C,C,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,0c2e9eeb1e2ab0e236e86d52bf9da66d
320-U1331A-4H-CC-PAL,320,U1331,A,4,4-CC,H,CC,PAL,,0,0.0,34.14,34.14,PB - NP17 or younger. Reworked early middle Eocene nannos (Nannotetrina spp),M [320_N],A [320_Ng],,,,R,,R,R,,,,,,,R,,,,,,F,F,F,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,R,R,,,,,,,,,,,,,,,,08f6b55155fd7d3cbb340dc281566080
320-U1331A-5H-1-W 70/70-NANNO,320,U1331,A,5,5-1,H,1,W,70/70-NANNO,0,0.0,34.4,34.4,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c261237251cc06fec55784732f349ce
320-U1331A-5H-3-W 70/70-NANNO,320,U1331,A,5,5-3,H,3,W,70/70-NANNO,0,0.0,37.4,37.4,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd7577ee8bba1ec61397a313917c25e8
320-U1331A-5H-5-W 70/70-NANNO,320,U1331,A,5,5-5,H,5,W,70/70-NANNO,0,0.0,40.4,40.4,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dc798f65250808ea318bd1b34d43ed9
320-U1331A-5H-CC-PAL,320,U1331,A,5,5-CC,H,CC,PAL,,0,0.0,42.97,42.97,PB - NP18 or younger. lodoensis reworked,P [320_N],R [320_Ng],,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,6a69e426382b31ae5641e06f43daa0e4
320-U1331A-6H-1-W 70/70,320,U1331,A,6,6-1,H,1,W,70/70,0,0.0,43.9,43.9,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd140339d1578eeecf80bc245cb348ea
320-U1331A-6H-3-W 70/70,320,U1331,A,6,6-3,H,3,W,70/70,0,0.0,46.9,46.9,PB - barren,,B [320_Ng],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02516ab055abb5419f8a7a2f2b771fd6
320-U1331A-6H-5-W 70/70,320,U1331,A,6,6-5,H,5,W,70/70,0,0.0,49.9,49.9,"PB - u. NP18 or younger, no grandis, lodoensis reworked",P [320_N],A [320_Ng],,,,,,F,R,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,R,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a5e314a5d8f6a161939a438c5871de1
320-U1331A-6H-7-W 9/9,320,U1331,A,6,6-7,H,7,W,9/9,0,0.0,51.79,51.79,"PB - u. NP17 bisecta, grandis. Reworked (Nannotetrina spp).",M [320_N],A [320_Ng],,,,R,,F,R,,,,,,,,,,,F,,C,C,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,R,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,432b0b170447596ffbb835c079b1feb2
320-U1331A-7H-1-W 30/30-NANNO,320,U1331,A,7,7-1,H,1,W,30/30-NANNO,0,0.0,53.0,53.0,"TDJ - NP17, no bisecta, no bifax, common large umbilicus",M [320_N],C [320_Ng],,,,,,,,,,,,,,,,,,R,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0384315661e3f3fc870805a1ea7e4be
