Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Amaurolithus primus,Amaurolithus tricorniculatus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus larrymayeri,Coccolithus miopelagicus,Coronocyclus nitescens (circular),Coronocyclus nitescens (elliptical),Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster spp.,Emiliania huxleyi,Gephyrocapsa aperta,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Helicosphaera ampliaperta,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Minylitha convallis,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra sp. 1,Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra gelida,Reticulofenestra minuta,Reticulofenestra spp. small,Sphenolithus heteromorphus,Sphenolithus spp.,Triquetrorhabdulus rugosus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus pacificanus,Calcidiscus tropicus,Calciosolenia spp.,Coccolithus pelagicus,Discoaster deflandrei,Discoaster druggii,Florisphaera profunda,Helicosphaera carteri,Helicosphaera wallichii,Oolithotus fragilis,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera clavigera,Rhabdosphaera spp.,Scyphosphaera apsteinii,Syracosphaera pulchra,Umbellosphaera tenuis,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Reworked species,Sample comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,Extra Sample ID Data
356-U1461D-22R-CC-PAL-NANNO,0,10,713.29,713.39,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],C [A22],,,F,,,,,,,,,,F,,,,C,,,,,,,,P,,P,,,,,,,,,,,,,,,,,,,R,,,,,,C,F,,,,,R,,,,P,,,,F,,,R,,,,,,,R,,,R,,,,,,,356,U1461,D,22,R,CC,PAL,NANNO
356-U1461D-23R-CC-PAL-NANNO,0,10,729.84,729.94,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",M [P33],A [A22],,,F,,,,,,,,,,,,,,F,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,C,,,,,,V,A,,,,,,,,,F,,,,F,,P,,F,,,,,F,,,,,,,,,,,356,U1461,D,23,R,CC,PAL,NANNO
356-U1461D-24R-7-PAL-NANNO,0,10,739.02,739.12,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],C [A22],,,F,,,,,,,,,,F,,,,F,,,,,,,,P,,,,,,F,,,,,,,,,,,,,,,F,,,,,,F,C,,,,,R,,,,R,,,,F,,,R,,,,R,,,F,,,,,,,,,,356,U1461,D,24,R,7,PAL,NANNO
356-U1461D-27R-CC-PAL-NANNO,0,10,766.92,767.02,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],A [A22],,,F,,,,,,,,,,R,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,A,C,,,,,R,,,,R,,,,F,,,F,R,,,,,,F,,,P,,,,,,,356,U1461,D,27,R,CC,PAL,NANNO
356-U1461D-29R-CC-PAL-NANNO,0,10,788.23,788.33,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],C [A22],,,F,,,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,A,C,,,,,F,,,,,,,,R,P,,R,P,,,,P,P,R,,,R,,,,,,,356,U1461,D,29,R,CC,PAL,NANNO
356-U1461D-31R-3-PAL-NANNO,0,10,800.92,801.02,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",G [P33],A [A22],,,F,,,,,,,,,,R,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,,A,C,,,,,R,,,,,,,,F,R,,P,R,,,,P,P,R,,,,,,,,,,356,U1461,D,31,R,3,PAL,NANNO
356-U1461D-33R-CC-PAL-NANNO,0,10,817.53,817.63,NN16 [G12],"NN16 - Discoaster surculus (Gradstein et al., 2012)",VG [P33],A [A22],,,F,,,,,,,,,,R,,,,C,,,,,,,,R,R,P,,,,,,,,,,,,,,,,,,,C,,,,,,A,C,,,,,R,,,,,,,,R,R,,R,R,,,,,R,R,,,R,,,,,,,356,U1461,D,33,R,CC,PAL,NANNO
356-U1461D-34R-CC-PAL-NANNO,0,10,836.85,836.95,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M [P33],A [A22],,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,V,V,,C,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,356,U1461,D,34,R,CC,PAL,NANNO
356-U1461D-35R-CC-PAL-NANNO,0,11,846.51,846.62,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M [P33],A [A22],,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,V,V,,A,,,P,,,,,,,,F,,,P,P,,,,,P,P,,,,,,,,,,356,U1461,D,35,R,CC,PAL,NANNO
356-U1461D-37R-CC-PAL-NANNO,0,10,865.36,865.46,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G [P33],A [A22],,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,V,V,,A,,,F,,,,,,,,C,,,,,,,F,,,,,,F,,,,,,,356,U1461,D,37,R,CC,PAL,NANNO
356-U1461D-38R-7-PAL-NANNO,0,10,873.77,873.87,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G [P33],A [A22],,,F,,,,,,,,,,R,,,,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,C,,V,C,,C,,,,,,,,,,,,,,R,,,,,,R,,,,P,,,,,,,356,U1461,D,38,R,7,PAL,NANNO
356-U1461D-39R-CC-PAL-NANNO,0,7,883.79,883.86,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G [P33],A [A22],,,,,,,,,,,,,,,,,F,,,,,,,,C,,P,,,,,,,,,,,,,,,,,,,C,,,C,C,,V,C,,C,,,,,,,,,,,F,,,P,F,,,,,F,,,,,,,Ceratolithus rugosus,,,,356,U1461,D,39,R,CC,PAL,NANNO
356-U1461D-40R-1-PAL-NANNO,0,10,885.35,885.45,NN15 [G12],"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",G [P33],A [A22],,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,F,,V,A,,C,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,356,U1461,D,40,R,1,PAL,NANNO
356-U1461D-41R-CC-PAL-NANNO,0,10,904.62,904.72,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",G [P33],D [A22],,P,P,,,,,,,,,,F,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,C,,V,C,,A,,,F,,,,,,,,C,,,,,,,,,F,F,,,,,,,,,,356,U1461,D,41,R,CC,PAL,NANNO
356-U1461D-43R-CC-PAL-NANNO,0,10,918.11,918.21,NN14 [G12],"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",G [P33],A,,R,R,,,,,,,,,,R,,,,C,,,,,,,,F,,P,,,,,,,,,,,,,,,,,,,C,,,F,R,,A,A,,A,,,R,,,,R,,,,F,,,F,R,,,,,R,,,,,,,,,,,356,U1461,D,43,R,CC,PAL,NANNO
356-U1461D-45R-CC-PAL-NANNO,0,11,943.05,943.16,NN13 [G12],"NN13 - Ceratolithus rugosus (Gradstein et al., 2012)",G [P33],A [A22],P,,F,,,,,,,,,,R,,,,R,,,,,,,,R,,P,,,,,,,,,,,,,,,,,,,F,,,C,R,,A,A,,A,,,F,,,,,,,,C,,,R,,,,,P,R,,,,,,,,,,,356,U1461,D,45,R,CC,PAL,NANNO
356-U1461D-47R-CC-PAL-NANNO,0,4,953.19,953.23,,,G [P33],A [A22],P,,R,,,,,,,,,,R,,,,R,,,,,,,,F,,P,,,,,,,,,,,,,,,,,,,R,,,R,F,,A,A,,C,,,F,,,,R,,,,F,,,F,R,,,,R,R,,,,,,,,,,,356,U1461,D,47,R,CC,PAL,NANNO
356-U1461D-49R-CC-PAL-NANNO,0,10,980.36,980.46,,,G [P33],A [A22],,,F,,,,,P,,,,,R,,,,F,,,,,,,,F,,P,,,,,,,,,,,,,,,,,,,,,,,C,,A,C,,A,,,R,,,,R,,,,F,,,R,,,,,,R,,,,,,,,,,,356,U1461,D,49,R,CC,PAL,NANNO
356-U1461D-50R-CC-PAL-NANNO,0,5,982.25,982.3,,,G [P33],A [A22],,P,R,,,,,,,,,,R,,,,F,,,,,,,,F,,P,,,,,,,,,,,,,,,,,,,,,,,C,,A,C,,A,,,,,,,P,,,,,,,R,,,,,,R,,,,,,,,,,,356,U1461,D,50,R,CC,PAL,NANNO
356-U1461D-51R-CC-PAL-NANNO,0,10,1001.6,1001.7,,,G [P33],C [A22],,,,,,,,,,,,,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,F,P,,A,C,,C,,,P,,,,P,,,,F,,,,,,,,,P,,,P,,,,micrite and few dolomite,,,,356,U1461,D,51,R,CC,PAL,NANNO
356-U1461D-52R-5-A 136/136-NANNO,0,0,1008.25,1008.25,NN11 [G12],"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",M [P33],F [A22],,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,C,,,,,,,,,,,R,,,,,,,,,,,,,,,,micrite and dolomite,,,,356,U1461,D,52,R,5,A,136/136-NANNO
356-U1461D-53R-1-W 137/137-NANNO,0,0,1012.57,1012.57,,,M [P33],F [A22],,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,C,,,,,,,,,,,,,,P,,,,,,,,,,,,,lots of micrite,,,,356,U1461,D,53,R,1,W,137/137-NANNO
356-U1461D-53R-CC-PAL-NANNO,0,13,1012.6,1012.73,,,M [P33],F [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,C,,,,,,,,,,,,,,,,,,,,P,,,P,,,,"rare discoasters (poor preservation, 5-rayed; few 6-rayed)",,,,356,U1461,D,53,R,CC,PAL,NANNO
356-U1461D-54R-CC-PAL-NANNO_10,0,0,1023.83,1023.83,,,P [P33],F [A22],,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,C,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,356,U1461,D,54,R,CC,PAL,NANNO_10
356-U1461D-54R-CC-PAL-NANNO_8,0,0,1023.81,1023.81,,,G [P33],C [A22],,,P,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,A,P,,,,,,P,,,,F,,,,,,,F,,,,,,P,,,"rare discoasters (poor preservation, 5-rayed; few 6-rayed)",,,,356,U1461,D,54,R,CC,PAL,NANNO_8
356-U1461D-55R-CC-PAL-NANNO,0,10,1031.8,1031.9,,,G [P33],F [A22],,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,,,,,,,P,,,,,,,,P,,,,rare Z. bijugatus?,,,,356,U1461,D,55,R,CC,PAL,NANNO
356-U1461D-57R-CC-PAL-NANNO,0,10,1054.17,1054.27,,,M [P33],F [A22],,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,,,,,,,,P,,,,,,P,,,P,,,,,,,coarse micrite,,,,356,U1461,D,57,R,CC,PAL,NANNO
356-U1461D-59R-CC-PAL-NANNO,0,5,1074.61,1074.66,,,M [P33],F [A22],,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,P,,,,,,,,,,,,,,,,,,,,,,coarse micrite,,,,356,U1461,D,59,R,CC,PAL,NANNO
356-U1461D-60R-CC-PAL-NANNO,0,10,1084.54,1084.64,NN10 [G12],"NN10 - B Discoaster berggrenii to Discoaster hamatus (Gradstein et al., 2012)",M [P33],R [A22],,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,F,,,F,,,,,,,,,,,,,,,,,,P,,,,,,,,,Triquetrorhabdulus milowii present,,,,356,U1461,D,60,R,CC,PAL,NANNO
356-U1461D-61R-CC-PAL-NANNO,0,10,1088.82,1088.92,,,P [P33],R [A22],,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,C,,,,,,,,,,,,,,,,,P,,,,,,,P,P,,,,,,356,U1461,D,61,R,CC,PAL,NANNO
