Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Drilling disturbance intensity,Drilling disturbance intensity rank,MAJ Lith. Principal name,MAJ Lith. abundance [%],MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,MIN Lith. Principal name,MIN Lith. abundance [%],MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Lith. comment,Clast percentage [%],Clast 1 igneous - pumiceous [%],Clast 1 igneous - pumiceous grain size,Clast 2 igneous - scoriaceous [%],Clast 2 igneous - scoriaceous grain size,Clast 3 igneous - massive [%],Clast 3 igneous - massive grain size,Clast 4 igneous - vesicular [%],Clast 4 igneous - vesicular grain size,Clast 5 volcaniclastic [%],Clast 5 volcaniclastic grain size,Clast 6 sediment [%],Clast 6 sediment grain size,Clast 7 -other lithology [%],Clast 7 -other lithology grain size,Clast lith. abund. sum [%],Clast lithology comment,Clast roundness,Matrix 1 igneous - pumiceous [%],Matrix 2 igneous - scoriaceous [%],Matrix 3 igneous - massive [%],Matrix 4 igneous - vesicular [%],Matrix 5 volcaniclastic [%],Matrix 6 sediment [%],Matrix 7 -other lithology [%],Matrix biogenic carbonate [%],Matrix detritical carbonate [%],Matrix carbonate [%],Matrix abund. sum [%],Matrix sorting,Matrix alteration intensity,Matrix alteration rank,Matrix comment,Deformational structures,Deformational structure strike [deg],Deformational structure dip [deg],Deformational structure comment,Groundmass modal percentage [%],Groundmass modal grain size [mm],Groundmass comments,File Data
340-U1396A-2H-3-A,340,U1396,A,2,2-3,H,3,A,95.0,97.0,9.1,9.12,slight to moderate [drilling disturbance],3,calcareous sand [Leg210],90,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],10,fine medium sand [T07],5,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,10,0,5,25,50,10.0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-3-A,340,U1396,A,2,2-3,H,3,A,97.0,112.0,9.12,9.27,slight [drilling disturbance],2,calcareous sand [Leg210],98,silt-fine mud [T07],2,volcaniclastic-sand [BGS-S81],2,silt-fine mud [T07],2,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,1,0,1,30,30,38.0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-4-A,340,U1396,A,2,2-4,H,4,A,0.0,32.0,9.27,9.59,moderate [drilling disturbance],4,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,0,20,0,80.0,,moderately well [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-4-A,340,U1396,A,2,2-4,H,4,A,32.0,50.0,9.59,9.77,slight [drilling disturbance],2,calcareous sand [Leg210],60,fine medium sand [T07],5,volcaniclastic-sand [BGS-S81],40,fine medium sand [T07],5,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,20.0,0,20,0,0,0,0,50.0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-4-A,340,U1396,A,2,2-4,H,4,A,50.0,150.0,9.77,10.77,slight [drilling disturbance],2,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,0,20,0,80.0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-5-A,340,U1396,A,2,2-5,H,5,A,0.0,11.0,10.77,10.88,destroyed [drilling disturbance],8,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,calcareous sandstone with moderate bioturbation. Lower section contains ash component probablly mixed from lower layer.,0.0,,,0,,0,,0,,0,,0,,0,,,,,0,0,25.0,0,25,0,0,50,0,0.0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-5-A,340,U1396,A,2,2-5,H,5,A,11.0,16.0,10.88,10.93,destroyed [drilling disturbance],8,ash [F&S84],100,coarse sand [T07],7,,,,,100,"volcanic ash composed of plagioclase (30%), olivine (10%), pyroxene (10%), essential lava fragment (40%), and biogenic fragment (10%).",0.0,,,0,,0,,0,,0,,0,,0,,,,,0,0,40.0,0,50,0,0,10,0,0.0,,very poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-5-A,340,U1396,A,2,2-5,H,5,A,16.0,37.0,10.93,11.14,destroyed [drilling disturbance],8,lime mud [USGS],100,silt-fine mud [T07],2,,,,,100,hemipelagic mud with moderate bioturbation. Upper section seems to have ash component mixed from upper section.,0.0,,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,0,0,0,100.0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-5-A,340,U1396,A,2,2-5,H,5,A,37.0,40.0,11.14,11.17,destroyed [drilling disturbance],8,ash [F&S84],100,coarse sand [T07],7,,,,,100,ash composed of dacitic lava fragments (essential) and lithic fragments (50;50),0.0,,,0,,0,,0,,0,,0,,0,,,,,0,0,100.0,0,0,0,0,0,0,0.0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-5-A,340,U1396,A,2,2-5,H,5,A,40.0,68.0,11.17,11.45,destroyed [drilling disturbance],8,lime mud [USGS],100,silt-fine mud [T07],2,,,,,100,"hemipelagic mud with moderate bioturbation, especially in the upper section.Upper section bears darker color.",0.0,,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,0,0,0,100.0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-5-A,340,U1396,A,2,2-5,H,5,A,68.0,69.0,11.45,11.46,destroyed [drilling disturbance],8,ash [F&S84],100,fine sand [T07],4,,,,,100,"volcanic ash composed of dacite (essential) fragment (90%), crystals (2%), lithic fragment (5%) and biogenic carbonate (3%).",0.0,,,0,,0,,0,,0,,0,,0,,,,,0,0,95.0,0,2,0,0,3,0,0.0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-5-A,340,U1396,A,2,2-5,H,5,A,69.0,150.0,11.46,12.27,destroyed [drilling disturbance],8,lime mud [USGS],100,fine mud [T07],3,,,,,100,hemipelagic mud with some darker color section.,0.0,,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,0,0,0,100.0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-6-A,340,U1396,A,2,2-6,H,6,A,0.0,63.0,12.27,12.9,severe [drilling disturbance],7,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,2.0,0,,0,,0,,0,,0,,0,,100,medium sand [T07],,,rounded,0,0,0.0,0,0,0,0,0,0,100.0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-6-A,340,U1396,A,2,2-6,H,6,A,63.0,64.0,12.9,12.91,,,,,,,,,,,,void,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0.0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,0.0,20.0,12.91,13.11,destroyed [drilling disturbance],8,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,0,1,0,99.0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,20.0,25.0,13.11,13.16,destroyed [drilling disturbance],8,calcareous sand [Leg210],70,fine sand [T07],4,volcaniclastic-sand [BGS-S81],30,fine sand [T07],4,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,70,0,0,30.0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,25.0,27.0,13.16,13.18,destroyed [drilling disturbance],8,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,0,1,0,99.0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,27.0,32.0,13.18,13.23,destroyed [drilling disturbance],8,calcareous sand [Leg210],70,medium sand [T07],6,volcaniclastic-sand [BGS-S81],30,medium sand [T07],6,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,70,0,0,30.0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,32.0,40.0,13.23,13.31,destroyed [drilling disturbance],8,volcaniclastic-sand [BGS-S81],90,coarse sand [T07],7,calcareous sand [Leg210],10,coarse sand [T07],7,100,potential tephra layer,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,90,0,0,10.0,,very well [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,40.0,92.0,13.31,13.83,destroyed [drilling disturbance],8,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,0,1,0,99.0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,92.0,93.5,13.83,13.845,destroyed [drilling disturbance],8,volcaniclastic-sand [BGS-S81],80,medium sand [T07],6,calcareous sand [Leg210],20,medium sand [T07],6,100,potential tephra layer,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,80,0,0,0,20.0,,poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,93.5,95.0,13.845,13.86,destroyed [drilling disturbance],8,volcaniclastic-mud [BGS-S81],80,silt-fine mud [T07],2,calcareous sand [Leg210],20,fine sand [T07],4,100,potential tephra layer,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,80,0,0,0,20.0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,95.0,100.0,13.86,13.91,destroyed [drilling disturbance],8,volcaniclastic-sand [BGS-S81],80,medium sand [T07],6,calcareous sand [Leg210],20,medium sand [T07],6,100,potential tephra layer,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,80,0,0,0,20.0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,100.0,144.5,13.91,14.355,destroyed [drilling disturbance],8,calcareous sand [Leg210],100,fine sand [T07],4,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,0.0,0,0,0,0,1,0,99.0,,well [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-7-A,340,U1396,A,2,2-7,H,7,A,144.5,149.0,14.355,14.4,,,,,,,,,,,,void,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0.0,0,0,0,0,0,0,0.0,,very poor [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-CC-A,340,U1396,A,2,2-CC,H,CC,A,0.0,34.5,14.4,14.745,moderate [drilling disturbance],4,carbonate ooze [Leg178],100,silt-fine mud [T07],2,,,,,100,,0.0,0,,0,,0,,0,,0,,0,,0,,,,,0,0,5.0,0,0,0,0,0,0,95.0,,moderate [BP01],absent [alteration],0,,,,,,,,,
340-U1396A-2H-CC-A,340,U1396,A,2,2-CC,H,CC,A,34.5,37.0,14.745,14.77,,,,,,,,,,,,PAL SAMPLE,0.0,0,,0,,0,,0,,0,,0,,0,,0,,,0,0,0.0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,
