Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],MAJ Lith. Prefix,MAJ Lith. Principal name,MAJ Lith. Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1419C-3H-2-A,0.0,152.0,13.01,14.53,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],25,,,,,,,,,,"- granule and pebble clasts
- only the location of clasts can be identified, but not their lithologies, because the they are covered with mud
- few, very weak black mottles (<2 mm)",,,,,,341,U1419,C,3,H,2,A
341-U1419C-3H-3-A,0.0,18.0,14.53,14.71,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,"- granule and pebble clasts
- only the location of clasts can be identified, but not their lithologies, because the they are covered with mud
- few, very weak black mottles (<2 mm)",,,,,,341,U1419,C,3,H,3,A
341-U1419C-3H-3-A,18.0,153.0,14.71,16.06,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,trace amount,1,,10Y 4/1 (dark greenish gray),,,present [A79],11,,,,,,,,,,"- slightly more greenish
- very gradational boundary from overlying sediments
- less clasts than overlying sediments
- traces of volcanic ash (based on smear slide from sect. 4, 130 cm)

~108: shell fragment
~126: shell fragment
",,,,,,341,U1419,C,3,H,3,A
341-U1419C-3H-4-A,0.0,141.0,16.06,17.47,,mud [Leg210],with volcanic ash [Leg339],mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),,,present [A79],10,,,,,,,shell,,,mud with subtle color changes (10Y 4/1 to N 4); intact valve @ 133 cm = shell fragments; green and brown volcanic glass sharts,,,,,,341,U1419,C,3,H,4,A
341-U1419C-3H-5-A,0.0,145.0,17.47,18.92,,mud [Leg210],with volcanic ash [Leg339],mud  with volcanic ash ,trace amount,1,,10Y 4/1 (dark greenish gray),,,present [A79],13,,,,,,,shell fragment,,,coarse sand patch @ 93-95 cm; shell fragments (mother of pearl flakes) @ 39 and 46 cm; calcareous shell fragments @ 123 cm; subtle color changes; brown and green volcanic ash (glass),,,,,,341,U1419,C,3,H,5,A
341-U1419C-3H-6-A,0.0,60.0,18.92,19.52,,mud [Leg210],with volcanic ash [Leg339],mud  with volcanic ash ,trace amount,1,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,very few black mottles,,,,,,341,U1419,C,3,H,6,A
341-U1419C-3H-6-A,60.0,108.0,19.52,20.0,volcaniclastic bearing,mud [Leg210],,volcaniclastic bearing mud ,volcaniclastic-bearing,2,,N 4 (dark gray),,,present [A79],4,,,,,,,,,,subangular brown and green volcanic ash glasses,,,,,,341,U1419,C,3,H,6,A
341-U1419C-3H-6-A,108.0,134.0,20.0,20.26,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,very few black mottles,,,,,,341,U1419,C,3,H,6,A
341-U1419C-3H-7-A,0.0,30.0,20.26,20.56,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,,,,,,,,few black mottles,,,,,,341,U1419,C,3,H,7,A
341-U1419C-3H-7-A,30.0,44.0,20.56,20.7,silty,mud [Leg210],,silty mud ,,,,10Y 4/1 (dark greenish gray),slight [DB86],1,present [A79],2,,,,,,,,,,silty mud or mud with very fine sand,,,,,,341,U1419,C,3,H,7,A
341-U1419C-3H-7-A,44.0,64.0,20.7,20.9,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,341,U1419,C,3,H,7,A
341-U1419C-3H-CC-A,0.0,14.0,20.9,21.04,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,C,3,H,CC,A
341-U1419C-3H-CC-A,14.0,21.0,21.04,21.11,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,C,3,H,CC,A
341-U1419C-4H-1-A,0.0,7.0,21.0,21.07,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),,,present [A79],1,,,,,,,,,,"- one pebble - marble
- most probably fall in
",,,,,,341,U1419,C,4,H,1,A
341-U1419C-4H-1-A,7.0,145.0,21.07,22.45,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],15,,,,,,,,,,"- mud with dispersed clasts
- clasts of granule and pebble size
- composition cannot be defined due to coverage with mud
- very few black mottles (<2 mm)",,,,,,341,U1419,C,4,H,1,A
341-U1419C-4H-2-A,0.0,146.0,22.45,23.91,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],14,,,,,,,,,,"- mud with dispersed clasts
- clasts of granule and pebble size
- composition cannot be defined due to coverage with mud
- very few black mottles (<2 mm)",,,,,,341,U1419,C,4,H,2,A
341-U1419C-4H-3-A,0.0,5.0,23.91,23.96,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],1,,,,,,,,,,"- mud with dispersed clasts
- clasts of granule and pebble size
- composition cannot be defined due to coverage with mud
- very few black mottles (<2 mm)",,,,,,341,U1419,C,4,H,3,A
341-U1419C-4H-3-A,5.0,34.0,23.96,24.25,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,5Y 4/1 (dark gray),,,present [A79],4,,,,,,,,,,"- mud with dispersed clasts
- clasts of granule and pebble size
- composition cannot be defined due to coverage with mud
- very few black mottles (<2 mm)
- some shell fragments",,,,,,341,U1419,C,4,H,3,A
341-U1419C-4H-3-A,34.0,141.0,24.25,25.32,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),,,present [A79],17,,,,,,,,,,"- mud with dispersed clasts
- clasts of granule and pebble size
- composition cannot be defined due to coverage with mud
- very few black mottles (<2 mm)
- very scattered shell fragments",,,,,,341,U1419,C,4,H,3,A
341-U1419C-4H-4-A,0.0,146.0,25.32,26.78,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],19,,,,,,,,,,,,,,,,341,U1419,C,4,H,4,A
341-U1419C-4H-5-A,0.0,145.0,26.78,28.23,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],10,,,,,,,,,,foram bearing sandy mud pod @ 115 - 120 cm,,,,,,341,U1419,C,4,H,5,A
341-U1419C-4H-6-A,0.0,146.0,28.23,29.69,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],9,,,,,,,,,,very few black mottles,,,,,,341,U1419,C,4,H,6,A
341-U1419C-4H-7-A,0.0,130.0,29.69,30.99,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],11,,,,,,,,,,,,,,,,341,U1419,C,4,H,7,A
341-U1419C-4H-CC-A,0.0,15.0,30.99,31.14,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,,,,,,,,,,,,341,U1419,C,4,H,CC,A
341-U1419C-4H-CC-A,15.0,17.0,31.14,31.16,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1419,C,4,H,CC,A
341-U1419C-4H-CC-A,17.0,34.0,31.16,31.33,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,C,4,H,CC,A
341-U1419C-4H-CC-A,34.0,39.0,31.33,31.38,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,C,4,H,CC,A
341-U1419C-5H-1-A,0.0,148.0,30.5,31.98,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],3,,,cobble [W22_2],rounded,granule [W22_2],subrounded,,,,"siltstone 6 cm at 2 cm, 2 argillite granules at 26 and 66 cm",,,,,,341,U1419,C,5,H,1,A
341-U1419C-5H-2-A,0.0,146.0,31.98,33.44,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],4,,,,,granule [W22_2],subrounded,,,,4 argillite granules,,,,,,341,U1419,C,5,H,2,A
341-U1419C-5H-3-A,0.0,148.0,33.44,34.92,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),,,present [A79],3,,,,,pebble [W22_2],subangular,,,,"argillite, 2 granules, 1 pebble at 3, 31 and 142 cm; sandstone pebble 5 cm, subrounded, at 83 in WH!; ",,,,,,341,U1419,C,5,H,3,A
341-U1419C-5H-4-A,0.0,150.0,34.92,36.42,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],13,,,,,,,,,,,,,,,,341,U1419,C,5,H,4,A
341-U1419C-5H-5-A,0.0,150.0,36.42,37.92,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],10,,,,,,,,,,106-131: sand/silt patches,,,,,,341,U1419,C,5,H,5,A
341-U1419C-5H-6-A,0.0,154.0,37.92,39.46,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,present [A79],14,pebble [W22_2],subrounded,pebble [W22_2],subangular,,,,,,"a few scattered silt patches;
siltstones (4-5cm) @ 55, 61, 83cm;
volcanic clasts @ 124cm",,,,,,341,U1419,C,5,H,6,A
341-U1419C-5H-CC-A,0.0,27.0,39.46,39.73,,mud [Leg210],with silt [Leg339],mud  with silt ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,13-16cm: silt patch,,,,,,341,U1419,C,5,H,CC,A
341-U1419C-5H-CC-A,27.0,32.0,39.73,39.78,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,C,5,H,CC,A
341-U1419C-6H-1-A,0.0,25.0,39.2,39.45,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,granule [W22_2],subrounded,,,,2 argillite granules,sharp contact,planar,,,,341,U1419,C,6,H,1,A
341-U1419C-6H-1-A,25.0,28.0,39.45,39.48,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,planar,,,,341,U1419,C,6,H,1,A
341-U1419C-6H-1-A,28.0,132.0,39.48,40.52,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3,,,pebble [W22_2],subrounded,granule [W22_2],subrounded,,,,"sandstone clast 5 cm at 102 cm, 2 argillite granules",sharp contact,planar,,,,341,U1419,C,6,H,1,A
341-U1419C-6H-1-A,132.0,134.5,40.52,40.545,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4,,5Y 6/1 (gray),,,,,,,,,,,,,,,,,,,,341,U1419,C,6,H,1,A
341-U1419C-6H-1-A,134.5,142.0,40.545,40.62,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,C,6,H,1,A
341-U1419C-6H-2-A,0.0,142.0,40.62,42.04,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],4,,,,,pebble [W22_2],subrounded,,,,"argillite pebble 3 cm at 131, 3 granules",,,,,,341,U1419,C,6,H,2,A
341-U1419C-6H-3-A,0.0,145.0,42.04,43.49,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,pebble [W22_2],subangular,,,,argillite pebble 2 cm at 46 cm; sand patch at 91 cm; sandstone 4 cm rounded at 114 cm in WH!;,,,,,,341,U1419,C,6,H,3,A
341-U1419C-6H-4-A,0.0,144.0,43.49,44.93,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],5,,,pebble [W22_2],subrounded,granule [W22_2],subangular,,,,sandstone elongate 5 cm at 60 cm,,,,,,341,U1419,C,6,H,4,A
341-U1419C-6H-5-A,0.0,80.0,44.93,45.73,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,shell fragment,,,67cm: shell fragment,gradational contact,,,,,341,U1419,C,6,H,5,A
341-U1419C-6H-5-A,80.0,127.0,45.73,46.2,,mud [Leg210],,mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,present [A79],7,,,,,,,,,,,gradational contact,,,,,341,U1419,C,6,H,5,A
341-U1419C-6H-5-A,127.0,146.0,46.2,46.39,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],3,,,,,,,,,,,,,,,,341,U1419,C,6,H,5,A
341-U1419C-6H-6-A,0.0,146.0,46.39,47.85,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],8,,,,,,,,,,"sparse black mottling (most below 123cm);
sparse silt patches;
thin laminae of silt @ 80cm",,,,,,341,U1419,C,6,H,6,A
341-U1419C-6H-7-A,0.0,114.0,47.85,48.99,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],11,,,,,,,,,,0-50cm: black mottling,,,,,,341,U1419,C,6,H,7,A
341-U1419C-6H-CC-A,0.0,28.0,48.99,49.27,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,6,H,CC,A
341-U1419C-6H-CC-A,28.0,33.0,49.27,49.32,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,C,6,H,CC,A
341-U1419C-7H-1-A,0.0,55.0,48.7,49.25,,mud [Leg210],,mud ,,,,10Y 3/2 (very dark grayish green),,,present [A79],2,,,pebble [W22_2],rounded,pebble [W22_2],subangular,,,,"sandstone 2 cm at 8 cm, meta-sandstone 4 cm with fabric and white mica, subangular, at 40 cm",,,,,,341,U1419,C,7,H,1,A
341-U1419C-7H-2-A,0.0,51.0,49.25,49.76,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 3/2 (very dark grayish green),,,,,,,,,,,,,,,,,,,,341,U1419,C,7,H,2,A
341-U1419C-7H-2-A,51.0,70.0,49.76,49.95,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),,,,,,,,,,,,,,,,,,,,341,U1419,C,7,H,2,A
341-U1419C-7H-2-A,70.0,140.0,49.95,50.65,,mud [Leg210],,mud ,,,,10Y 3/2 (very dark grayish green),,,present [A79],4,,,,,granule [W22_2],subrounded,,,,,,,,,,341,U1419,C,7,H,2,A
341-U1419C-7H-3-A,0.0,119.0,50.65,51.84,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],5,,,,,,,,,,0-50cm: black mottling,,,,,,341,U1419,C,7,H,3,A
341-U1419C-7H-3-A,119.0,130.0,51.84,51.95,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 4/2 (grayish green),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,7,H,3,A
341-U1419C-7H-3-A,130.0,140.0,51.95,52.05,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,absent [A79],,,,,,,,,,,0-50cm: black mottling,,,,,,341,U1419,C,7,H,3,A
341-U1419C-7H-4-A,0.0,144.0,52.05,53.49,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],6,,,,,,,,,,,,,,,,341,U1419,C,7,H,4,A
341-U1419C-7H-CC-A,0.0,3.0,53.51,53.54,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,C,7,H,CC,A
341-U1419C-8H-1-A,0.0,76.0,53.5,54.26,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1419,C,8,H,1,A
341-U1419C-8H-1-A,76.0,87.0,54.26,54.37,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,2 silt laminae,gradational contact,,,,,341,U1419,C,8,H,1,A
341-U1419C-8H-1-A,87.0,115.0,54.37,54.65,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,gradational contact,,,,,341,U1419,C,8,H,1,A
341-U1419C-8H-1-A,115.0,140.0,54.65,54.9,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,8 silt laminae,,,,,,341,U1419,C,8,H,1,A
341-U1419C-8H-2-A,0.0,15.0,54.9,55.05,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,5 silt lminae,gradational contact,,,,,341,U1419,C,8,H,2,A
341-U1419C-8H-2-A,15.0,88.0,55.05,55.78,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],14,,,granule [W22_2],subangular,granule [W22_2],subrounded,,,,granules dispersed,gradational contact,,,,,341,U1419,C,8,H,2,A
341-U1419C-8H-2-A,88.0,142.0,55.78,56.32,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,9 silt laminae,,,,,,341,U1419,C,8,H,2,A
341-U1419C-8H-3-A,0.0,14.0,56.32,56.46,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,3 silt laminae,gradational contact,,,,,341,U1419,C,8,H,3,A
341-U1419C-8H-3-A,14.0,80.0,56.46,57.12,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1,,,,,pebble [W22_2],subangular,,,,5 cm argillite at 13 cm,gradational contact,,,,,341,U1419,C,8,H,3,A
341-U1419C-8H-3-A,80.0,143.0,57.12,57.75,,mud [Leg210],,mud ,,,,5Y 3/2 (dark olive gray),,,present [A79],6,,,,,pebble [W22_2],subrounded,,,,"2 pebbles 1 cm at 126 and 133 cm, 4 granules dispersed",,,,,,341,U1419,C,8,H,3,A
341-U1419C-8H-4-A,0.0,12.0,57.75,57.87,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,3 silt laminae,gradational contact,,,,,341,U1419,C,8,H,4,A
341-U1419C-8H-4-A,12.0,38.0,57.87,58.13,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2,,,,,,,,,,2 granules,sharp contact,,,,,341,U1419,C,8,H,4,A
341-U1419C-8H-4-A,38.0,41.0,58.13,58.16,,sand [Leg210],,sand ,,,,N 4 (dark gray),,,,,,,,,,,,,,,sharp contact,,,,,341,U1419,C,8,H,4,A
341-U1419C-8H-4-A,41.0,143.0,58.16,59.18,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],6,,,,,,,,,,6 granules dispersed,,,,,,341,U1419,C,8,H,4,A
341-U1419C-8H-5-A,0.0,29.0,59.18,59.47,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],1,,,,,,,,,,silt lamina @ 2cm;,,,,,,341,U1419,C,8,H,5,A
341-U1419C-8H-5-A,29.0,63.0,59.47,59.81,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,normal grading,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,,,,"coarse silt, ~8 normally graded N 5 laminae, with mud up to 6cm thick",,,,,,341,U1419,C,8,H,5,A
341-U1419C-8H-5-A,63.0,147.0,59.81,60.65,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],4,,,,,,,,,,silt lamina @ 120cm,,,,,,341,U1419,C,8,H,5,A
341-U1419C-8H-6-A,0.0,101.0,60.65,61.66,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],5,,,,,,,,,,,gradational contact,,,,,341,U1419,C,8,H,6,A
341-U1419C-8H-6-A,101.0,141.0,61.66,62.06,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 4/2 (grayish green),none [DB86],0,absent [A79],,,,,,,,,,,silt lamina (N 4) @ 129cm,gradational contact,,,,,341,U1419,C,8,H,6,A
341-U1419C-8H-6-A,141.0,148.0,62.06,62.13,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,8,H,6,A
341-U1419C-8H-7-A,0.0,1.0,62.13,62.14,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,8,H,7,A
341-U1419C-8H-7-A,1.0,9.0,62.14,62.22,,interbedded silt(stone) and mud(stone) [McKW53],with clay [Leg339],interbedded silt(stone) and mud(stone)  with clay ,,,normal grading,10G 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,"2-3 thin silt laminae, normally graded, N 4, with mud up to 3cm",gradational contact,,,,,341,U1419,C,8,H,7,A
341-U1419C-8H-7-A,9.0,28.0,62.22,62.41,,mud [Leg210],with diatoms [Leg339],mud  with diatoms ,,,,10Y 4/1 (dark greenish gray),none [DB86],0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,C,8,H,7,A
341-U1419C-8H-7-A,28.0,137.0,62.41,63.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],9,,,,,,,,,,,,,,,,341,U1419,C,8,H,7,A
341-U1419C-8H-CC-A,0.0,27.0,63.5,63.77,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0,present [A79],2,,,,,,,shell fragment,,,shell fragment @ 22cm,,,,,,341,U1419,C,8,H,CC,A
341-U1419C-8H-CC-A,27.0,32.0,63.77,63.82,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,C,8,H,CC,A
341-U1419C-9H-1-A,0.0,140.0,63.0,64.4,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),,,,,,,,,,,,,,"suck-in high,  mud and silt mix with silt in patches, silt gray with an olive tint, 5Y 3/2",,,,,,341,U1419,C,9,H,1,A
341-U1419C-9H-2-A,0.0,140.0,64.4,65.8,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),,,,,,,,,,,,,,"suck-in high, mud and silt mix with silt in patches, silt gray with an olive tint, 5Y 3/2",,,,,,341,U1419,C,9,H,2,A
341-U1419C-9H-3-A,0.0,144.0,65.81,67.25,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),,,,,,,,,,,,,,"suck-in high,  mud and silt mix with silt in patches, silt gray with an olive tint, 5Y 3/2",,,,,,341,U1419,C,9,H,3,A
