Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix,MAJ Lith. color,"Layer, boundary, lamination, grading",Diagenetic constituent,Diagenetic constituent composition,Bioturbation intensity,Bioturbation intensity rank,Deformational structures,General interval comment,Minor Lithology Prefix,Minor Lithology Name,Minor Lithology Suffix,MIN Lith. prefix + name,MIN Lith. prefix+name+suffix,MIN Lith. name+suffix,MIN Lith. color,MIN Lith. abundance [%],MIN Lith. ave. grain size ,MIN Lith. ave. grain size rank,MIN Lith. max. grain size ,MIN Lith. max. grain size rank,Lith. abundance sum [%],Bottom contact or boundary type,Bottom contact geometry,Bottom contact definition,Layer or bedding thickness,Clasts abundance,Clast 1 igneous [%],Clast 1 igneous -  grain size,Clast 2 sediment [%],Clast 2 sediment grain size,Clast 3 -other lithology [%],Clast 3 -other lithology grain size,Diagenetic structure,Macrofossil,Macrofossil abundance name,MAJ Lith. prefix + name,MAJ Lith. name+suffix,MAJ Lith. Abundance (%),MAJ Lith. Ave. grain size,MAJ Lith. ave. grain size rank,MAJ Lith. max. grain size,MAJ Lith. max. grain size rank,File Data
342-U1405B-1H-7-A,342,U1405,B,1,1-7,H,7,A,0.0,70.0,9.0,9.7,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-1H-CC-A,342,U1405,B,1,1-CC,H,CC,A,0.0,21.0,9.7,9.91,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-2H-1-A,342,U1405,B,2,2-1,H,1,A,0.0,150.0,9.5,11.0,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-2H-2-A,342,U1405,B,2,2-2,H,2,A,0.0,150.0,11.0,12.5,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-2H-3-A,342,U1405,B,2,2-3,H,3,A,0.0,150.0,12.5,14.0,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-2H-4-A,342,U1405,B,2,2-4,H,4,A,0.0,150.0,14.0,15.5,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-2H-5-A,342,U1405,B,2,2-5,H,5,A,0.0,150.0,15.5,17.0,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-2H-6-A,342,U1405,B,2,2-6,H,6,A,0.0,150.0,17.0,18.5,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 6/2 (light brownish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-2H-7-A,342,U1405,B,2,2-7,H,7,A,0.0,67.0,18.5,19.17,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-2H-CC-A,342,U1405,B,2,2-CC,H,CC,A,0.0,21.0,19.17,19.43,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-3H-1-A,342,U1405,B,3,3-1,H,1,A,0.0,150.0,19.0,20.5,silty [Leg339],clay [Leg339],,silty  clay ,10YR 6/3 (pale brown),,,,complete_339 [DB91],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-3H-2-A,342,U1405,B,3,3-2,H,2,A,0.0,24.0,20.5,20.74,silty [Leg339],clay [Leg339],,silty  clay ,2.5Y 6/2 (light brownish gray),,,,complete_339 [DB91],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,silty   clay ,clay ,,,,,,
342-U1405B-3H-2-A,342,U1405,B,3,3-2,H,2,A,24.0,45.0,20.74,20.95,,clay [Leg339],,clay ,2.5Y 6/1 (gray),,,,complete_339 [DB91],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-3H-2-A,342,U1405,B,3,3-2,H,2,A,45.0,150.0,20.95,22.0,,clay [Leg339],,clay ,10GY 6/1 (greenish gray),,,,complete_339 [DB91],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-3H-3-A,342,U1405,B,3,3-3,H,3,A,0.0,37.0,22.0,22.37,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,complete_339 [DB91],6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-3H-3-A,342,U1405,B,3,3-3,H,3,A,37.0,150.0,22.37,23.5,,clay [Leg339],,clay ,10GY 6/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-3H-4-A,342,U1405,B,3,3-4,H,4,A,0.0,150.0,23.5,25.0,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-3H-5-A,342,U1405,B,3,3-5,H,5,A,0.0,150.0,25.0,26.5,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-3H-6-A,342,U1405,B,3,3-6,H,6,A,0.0,111.0,26.5,27.61,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-3H-7-A,342,U1405,B,3,3-7,H,7,A,0.0,86.0,27.62,28.53,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,heavy_339 [DB91],5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-5H-1-A,342,U1405,B,5,5-1,H,1,A,14.0,150.0,33.5,35.0,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; clay contains rare nannofossils,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-5H-2-A,342,U1405,B,5,5-2,H,2,A,0.0,150.0,35.0,36.5,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Mottled; clay contains rare nannofossils.  Green, likely chlorite/glaconite layer from 101-106 cm.",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-5H-3-A,342,U1405,B,5,5-3,H,3,A,0.0,150.0,36.5,38.0,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 3 is predominately mottled, excepting the interval from 55-106 cm (heavily bioturbated, relatively unmottled, clay lacking rare nannofossils).",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-5H-4-A,342,U1405,B,5,5-4,H,4,A,0.0,150.0,38.0,39.5,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; clay contains rare nannofossils,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-5H-5-A,342,U1405,B,5,5-5,H,5,A,0.0,150.0,39.5,41.0,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 5 is a predominately unmottled clay lacking rare nannofossils, excepting the interval from 0-34 cm.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-5H-6-A,342,U1405,B,5,5-6,H,6,A,0.0,130.0,41.0,42.3,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,"Section 6 is predominately mottled, excepting the interval from 0-50 cm (heavily bioturbated, relatively unmottled, clay lacking rare nannofossils).
",,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-5H-7-A,342,U1405,B,5,5-7,H,7,A,0.0,63.0,42.3,42.93,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; clay contains rare nannofossils,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-5H-CC-A,342,U1405,B,5,5-CC,H,CC,A,0.0,7.0,42.93,43.06,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; clay contains rare nannofossils,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-6H-1-A,342,U1405,B,6,6-1,H,1,A,9.0,150.0,43.0,44.5,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-6H-2-A,342,U1405,B,6,6-2,H,2,A,0.0,150.0,44.5,46.0,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-6H-3-A,342,U1405,B,6,6-3,H,3,A,0.0,150.0,46.0,47.5,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-6H-4-A,342,U1405,B,6,6-4,H,4,A,0.0,150.0,47.5,49.0,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-6H-5-A,342,U1405,B,6,6-5,H,5,A,0.0,150.0,49.0,50.5,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-6H-6-A,342,U1405,B,6,6-6,H,6,A,0.0,150.0,50.5,52.0,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-6H-7-A,342,U1405,B,6,6-7,H,7,A,0.0,72.0,52.0,52.72,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-6H-CC-A,342,U1405,B,6,6-CC,H,CC,A,0.0,12.0,52.72,52.89,,clay [Leg339],,clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-7H-1-A,342,U1405,B,7,7-1,H,1,A,0.0,150.0,52.5,54.0,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-7H-2-A,342,U1405,B,7,7-2,H,2,A,0.0,150.0,54.0,55.5,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-7H-3-A,342,U1405,B,7,7-3,H,3,A,0.0,150.0,55.5,57.0,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-7H-4-A,342,U1405,B,7,7-4,H,4,A,0.0,150.0,57.0,58.5,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-7H-5-A,342,U1405,B,7,7-5,H,5,A,0.0,150.0,58.5,60.0,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-7H-5-A,342,U1405,B,7,7-5,H,5,A,4.0,25.0,58.54,58.75,,,,,,,,,,,fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405B-7H-5-A,342,U1405,B,7,7-5,H,5,A,73.0,121.0,59.23,59.71,,,,,,,,,,,fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405B-7H-6-A,342,U1405,B,7,7-6,H,6,A,0.0,150.0,60.0,61.5,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; with a browner horizon (10Y 5/1) from 128-133 cm followed by a glaconite/chlorite spot. Radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-7H-6-A,342,U1405,B,7,7-6,H,6,A,78.0,118.0,60.78,61.18,,,,,,,,,,,fracture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405B-7H-7-A,342,U1405,B,7,7-7,H,7,A,0.0,33.0,61.5,61.83,,,,,,,,,,,fault,Fault appears to possibly begin in the last 10 cm of the proceding section.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1405B-7H-7-A,342,U1405,B,7,7-7,H,7,A,0.0,61.0,61.5,62.11,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-7H-CC-A,342,U1405,B,7,7-CC,H,CC,A,0.0,10.0,62.11,62.26,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-8H-1-A,342,U1405,B,8,8-1,H,1,A,16.0,150.0,62.0,63.5,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-8H-2-A,342,U1405,B,8,8-2,H,2,A,0.0,150.0,63.5,65.0,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-8H-3-A,342,U1405,B,8,8-3,H,3,A,0.0,150.0,65.0,66.5,,clay [Leg339],,clay ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-8H-4-A,342,U1405,B,8,8-4,H,4,A,0.0,150.0,66.5,68.0,,clay [Leg339],,clay ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-8H-5-A,342,U1405,B,8,8-5,H,5,A,0.0,150.0,68.0,69.5,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-8H-6-A,342,U1405,B,8,8-6,H,6,A,0.0,131.0,69.5,70.81,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-8H-7-A,342,U1405,B,8,8-7,H,7,A,0.0,58.0,70.82,71.4,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-8H-CC-A,342,U1405,B,8,8-CC,H,CC,A,0.0,16.0,71.41,71.56,,clay [Leg339],,clay ,10GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,Mottled; radiolarians and sponge spicules present.,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-9H-1-A,342,U1405,B,9,9-1,H,1,A,34.0,150.0,71.5,73.0,,nannofossil ooze [Leg339],,nannofossil ooze ,10G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405B-9H-2-A,342,U1405,B,9,9-2,H,2,A,0.0,98.0,73.0,73.98,,nannofossil ooze [Leg339],,nannofossil ooze ,10Y 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405B-9H-2-A,342,U1405,B,9,9-2,H,2,A,98.0,150.0,73.98,74.5,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405B-9H-3-A,342,U1405,B,9,9-3,H,3,A,0.0,150.0,74.5,76.0,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405B-9H-4-A,342,U1405,B,9,9-4,H,4,A,0.0,150.0,76.0,77.5,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405B-9H-5-A,342,U1405,B,9,9-5,H,5,A,0.0,70.0,77.5,78.2,,nannofossil ooze [Leg339],,nannofossil ooze ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze ,,,,,,
342-U1405B-9H-5-A,342,U1405,B,9,9-5,H,5,A,70.0,150.0,78.2,79.0,,clay [Leg339],,clay ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-9H-6-A,342,U1405,B,9,9-6,H,6,A,0.0,120.0,79.0,80.2,,clay [Leg339],,clay ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-9H-7-A,342,U1405,B,9,9-7,H,7,A,0.0,70.0,80.2,80.95,,clay [Leg339],,clay ,5G 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay ,,,,,,
342-U1405B-10H-1-A,342,U1405,B,10,10-1,H,1,A,12.0,150.0,81.0,82.5,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-10H-2-A,342,U1405,B,10,10-2,H,2,A,0.0,150.0,82.5,84.0,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-10H-3-A,342,U1405,B,10,10-3,H,3,A,0.0,150.0,84.0,85.5,,nannofossil ooze [Leg339],with clay [Leg339],nannofossil ooze  with clay ,5GY 5/1 (greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nannofossil ooze ,nannofossil ooze   with clay ,,,,,,
342-U1405B-10H-4-A,342,U1405,B,10,10-4,H,4,A,0.0,150.0,85.5,87.0,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-10H-5-A,342,U1405,B,10,10-5,H,5,A,0.0,150.0,87.0,88.5,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-10H-6-A,342,U1405,B,10,10-6,H,6,A,0.0,150.0,88.5,90.0,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-10H-7-A,342,U1405,B,10,10-7,H,7,A,0.0,59.0,90.0,90.59,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
342-U1405B-10H-CC-A,342,U1405,B,10,10-CC,H,CC,A,0.0,19.0,90.59,90.84,,clay [Leg339],with nannofossils [Leg339],clay  with nannofossils ,5GY 4/1 (dark greenish gray),,,,moderate_339 [DB91],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,clay ,clay   with nannofossils ,,,,,,
