Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithology Prefix,Lithology Principal Name,Lithology Suffix,MAJ Lith. prefix+name+suffix [read only],Amount of ash in lithology,Amount of ash in lithology rank [read only],Sed. structures,MAJ Lith. color,Bioturbation intensity,Bioturbation intensity rank [read only],Clast abundance,Number of clasts (>2mm),Clast 1 igneous -  grain size,Clast 1 igneous -  roundness,Clast 2 sediment - grain size,Clast 2 sediment - roundness,Clast 3 metamorphic - grain size,Clast 3 metamorphic - roundness,Macrofossil,Diagenetic constituent,Diagenetic constituent composition,General interval comment,Bottom contact or boundary type,Bottom contact geometry,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
341-U1419B-1H-CC-A,0.0,8.0,8.39,8.47,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,B,1,H,CC,A
341-U1419B-1H-CC-A,8.0,14.0,8.47,8.53,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,B,1,H,CC,A
341-U1419B-2H-1-A,0.0,150.0,8.5,10.0,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,trace amount,1.0,,N 4 (dark gray),,,present [A79],15.0,,,,,,,,,,"- massive mud with dispersed clasts
- at least 15 granules and pebbles -> only the two largest pebbles could be analysed, because all other were buried in relatively water-rich sediment
- 2 siltstones close to core top -> lower siltstone probably displaced from ~90 cm
- furrow from c. 90 cm to c. 10 cm -> most probably due to drag of clast
- smear slide 111 cm: mud with volcanic ash

",,,,,,341,U1419,B,2,H,1,A
341-U1419B-2H-2-A,0.0,150.0,10.0,11.5,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,trace amount,1.0,,N 4 (dark gray),,,present [A79],14.0,,,,,,,,,,"- massive mud with dispersed clasts
- at least 14 granules and pebbles
- one breccia close to core top could be analysed; the other granules and pebbles cannot be determined, because they are buried in relatively water-rich sediments
- uppermost ~37 cm irregular and probably slightly disturbed
- smear slide 75 cm: mud with volcanic ash
",,,,,,341,U1419,B,2,H,2,A
341-U1419B-2H-3-A,0.0,33.0,11.5,11.83,,mud [Leg210],with dispersed clasts,mud  with dispersed clasts,,,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,"- massive mud with dispersed clasts
- one siltstone on top
- relatively disturbed sediment; partly missing sediment
",,,,,,341,U1419,B,2,H,3,A
341-U1419B-2H-CC-A,0.0,5.0,11.83,11.88,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,Sample PAL,,,,,,341,U1419,B,2,H,CC,A
341-U1419B-3H-1-A,0.0,110.0,18.0,19.1,,mud [Leg210],with biogenic components [Leg339],mud  with biogenic components ,trace amount,1.0,,N 4 (dark gray),,,present [A79],1.0,,,,,,,,,,"slurry/soupy mud with diatoms and forams, and trace amounts of volcanic ash (subrounded glass)",,,,,,341,U1419,B,3,H,1,A
341-U1419B-3H-1-A,110.0,116.0,19.1,19.16,,,,,,,,,,,,,,,,,,,,,,VOID,,,,,,341,U1419,B,3,H,1,A
341-U1419B-3H-CC-A,0.0,15.0,19.16,19.31,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,just soft mud,,,,,,341,U1419,B,3,H,CC,A
341-U1419B-3H-CC-A,15.0,19.0,19.31,19.35,,,,,,,,,,,,,,,,,,,,,,PAL sample,,,,,,341,U1419,B,3,H,CC,A
341-U1419B-4H-1-A,0.0,144.0,27.5,28.94,,mud [Leg210],with common clasts,mud  with common clasts,trace amount,1.0,,10Y 4/1 (dark greenish gray),none [DB86],0.0,,,,,,,,,shell fragment,,,"shell fragment @ 114.5cm;
sand patches @ 74-75, 115-116cm;
with diatoms and forams (less than bearing);
trace volcanic glass",,,,,,341,U1419,B,4,H,1,A
341-U1419B-4H-2-A,0.0,112.0,28.94,30.06,,mud [Leg210],with common clasts,mud  with common clasts,trace amount,1.0,,10Y 4/1 (dark greenish gray),none [DB86],0.0,,,,,,,,,,,,"with diatoms and forams (less than bearing);
trace volcanic glass",,,,,,341,U1419,B,4,H,2,A
341-U1419B-4H-2-A,112.0,144.0,30.06,30.38,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),none [DB86],0.0,,,,,,,,,,,,,,,,,,341,U1419,B,4,H,2,A
341-U1419B-4H-3-A,0.0,144.0,30.38,31.82,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),none [DB86],0.0,,,,,,,,,,,,"sand patch: 19-20cm;
few small (<5mm) sand patches also present",,,,,,341,U1419,B,4,H,3,A
341-U1419B-4H-4-A,0.0,146.0,31.82,33.28,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),none [DB86],0.0,,,,,,,,,,,,,,,,,,341,U1419,B,4,H,4,A
341-U1419B-4H-5-A,0.0,147.0,33.28,34.75,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],6.0,,,,,pebble [W22_2],subrounded,,,,"granules, and pebbles smaller than 2.5 cm",,,,,,341,U1419,B,4,H,5,A
341-U1419B-4H-6-A,0.0,30.0,34.75,35.05,,mud [Leg210],with common clasts,mud  with common clasts,,,,N 4 (dark gray),,,,,,,,,,,shell fragment,,,"clasts mainly argillite pebbles smaller than 3 cm, and granules; ",gradational contact,,,,,341,U1419,B,4,H,6,A
341-U1419B-4H-6-A,30.0,148.0,35.05,36.23,diatom rich,mud [Leg210],with common clasts,diatom rich mud  with common clasts,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,"clasts mainly argillite pebbles smaller than 3 cm, and granules; ",,,,,,341,U1419,B,4,H,6,A
341-U1419B-4H-7-A,0.0,132.0,36.23,37.55,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],3.0,,,,,granule [W22_2],subrounded,,,,"argillite granules at 14, 45, 117 cm",,,,,,341,U1419,B,4,H,7,A
341-U1419B-4H-CC-A,0.0,19.0,37.55,37.74,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,granule [W22_2],subrounded,,,,argillite granule at 16 cm,,,,,,341,U1419,B,4,H,CC,A
341-U1419B-4H-CC-A,19.0,24.0,37.74,37.79,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,B,4,H,CC,A
341-U1419B-5H-1-A,0.0,13.0,37.0,37.13,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1419,B,5,H,1,A
341-U1419B-5H-1-A,13.0,143.0,37.13,38.43,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],10.0,,,,,,,,,,30cm: siltstone (2x1cm),,,,,,341,U1419,B,5,H,1,A
341-U1419B-5H-2-A,0.0,139.0,38.43,39.82,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],9.0,,,,,,,,,,48cm: thin N 3 sand,gradational contact,,,,,341,U1419,B,5,H,2,A
341-U1419B-5H-2-A,139.0,143.0,39.82,39.86,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,normal grading,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,"two beds of sand (139-140, 140.5-142cm);
bottom sand bed normally graded (perhaps upper as well)",,,,,,341,U1419,B,5,H,2,A
341-U1419B-5H-3-A,0.0,27.0,39.86,40.13,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],2.0,,,,,,,,,,,,,,,,341,U1419,B,5,H,3,A
341-U1419B-5H-3-A,27.0,35.0,40.13,40.21,,sand [Leg210],,sand ,,,,N 3 (very dark gray),none [DB86],0.0,present [A79],1.0,,,,,,,,,,destroyed by drilling disturbance,,,,,,341,U1419,B,5,H,3,A
341-U1419B-5H-3-A,35.0,104.5,40.21,40.905,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],7.0,,,,,,,,,,"52cm: thin sand laminae
",gradational contact,,,,,341,U1419,B,5,H,3,A
341-U1419B-5H-3-A,104.5,107.5,40.905,40.935,,ash(tuff) [MMK88m],,ash(tuff) ,ash,4.0,,5Y 7/1 (light gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,B,5,H,3,A
341-U1419B-5H-3-A,107.5,144.0,40.935,41.3,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],3.0,pebble [W22_2],subangular,,,,,,,,"112-114: sand patch;
127-130cm: plutonic rock (~3cm)",,,,,,341,U1419,B,5,H,3,A
341-U1419B-5H-4-A,0.0,144.0,41.3,42.74,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],8.0,,,,,,,,,,,,,,,,341,U1419,B,5,H,4,A
341-U1419B-5H-5-A,0.0,148.0,42.74,44.22,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),,,present [A79],5.0,,,pebble [W22_2],subangular,granule [W22_2],subrounded,,,,"sandstone 3 cm at 9 cm, argillite pebble 1.5 cm, flat, at 93 cm, argillite granules at 26, 121 and 127 cm; horizontal cracks in mud, shrinking due to clay content?",,,,,,341,U1419,B,5,H,5,A
341-U1419B-5H-6-A,0.0,147.0,44.22,45.69,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),,,present [A79],4.0,,,pebble [W22_2],subangular,granule [W22_2],subrounded,,,,"siltstone 1.5 cm at 41 cm, argillite pebble 2 cm, at 27 cm, argillite granules at 62 and 105 cm; horizontal cracks in mud, shrinking due to clay content?",,,,,,341,U1419,B,5,H,6,A
341-U1419B-5H-7-A,0.0,93.0,45.69,46.62,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),,,present [A79],4.0,,,,,granule [W22_2],subrounded,,,,"4 argillite granules at 11, 26, 45 and 90 cm; horizontal cracks in mud, shrinking due to clay content?",gradational contact,,,,,341,U1419,B,5,H,7,A
341-U1419B-5H-7-A,93.0,132.0,46.62,47.01,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,present [A79],1.0,,,,,granule [W22_2],subrounded,,,,argillite granule at 121 cm,,,,,,341,U1419,B,5,H,7,A
341-U1419B-5H-CC-A,0.0,26.0,47.01,47.27,,mud [Leg210],with clay [Leg339],mud  with clay ,,,,N 4 (dark gray),,,present [A79],1.0,,,,,pebble [W22_2],subrounded,,,,"argillite pebble at 6 cm; horizontal cracks in mud, shrinking due to clay content?",,,,,,341,U1419,B,5,H,CC,A
341-U1419B-5H-CC-A,26.0,31.0,47.27,47.32,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,B,5,H,CC,A
341-U1419B-6H-1-A,0.0,141.0,46.5,47.91,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],6.0,granule [W22_2],subangular,,,,,,,,"10cm-void, large siltstone/slate in W 1/2;
106cm: granite granule",,,,,,341,U1419,B,6,H,1,A
341-U1419B-6H-2-A,0.0,116.0,47.91,49.07,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],4.0,,,pebble [W22_2],subangular,,,,,,66cm: 1.5cm sandstone;,,,,,,341,U1419,B,6,H,2,A
341-U1419B-6H-2-A,116.0,144.0,49.07,49.35,,mud [Leg210],,mud ,trace amount,1.0,,N 4 (dark gray),none [DB86],0.0,present [A79],2.0,,,,,,,,,,"core expanded to 144cm;
black mottling;
trace (5%) volcanic glass",,,,,,341,U1419,B,6,H,2,A
341-U1419B-6H-3-A,0.0,89.0,49.35,50.24,diatom bearing,mud [Leg210],,diatom bearing mud ,,,,5GY 4/1 (dark greenish gray),,,present [A79],1.0,,,,,granule [W22_2],subrounded,,,,"granule at 19 cm, sandstone clast 5 cm rounded in WH; mud with black mud mottles (FeO) in upper half; ",,,,,,341,U1419,B,6,H,3,A
341-U1419B-6H-CC-A,0.0,9.0,50.24,50.33,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,,,,,,,,,,,,,,,,,,341,U1419,B,6,H,CC,A
341-U1419B-6H-CC-A,9.0,14.0,50.33,50.38,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,B,6,H,CC,A
341-U1419B-6H-CC-A,14.0,24.0,50.38,50.48,,mud [Leg210],,mud ,,,,5GY 4/1 (dark greenish gray),,,present [A79],1.0,cobble [W22_2],rounded,,,,,,,,granite cobble 9 cm,,,,,,341,U1419,B,6,H,CC,A
341-U1419B-7H-1-A,0.0,143.0,50.4,51.83,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],10.0,,,,,,,,,,black mottling,,,,,,341,U1419,B,7,H,1,A
341-U1419B-7H-2-A,0.0,42.0,51.83,52.25,diatom rich,mud [Leg210],,diatom rich mud ,,,,10Y 4/2 (grayish green),none [DB86],0.0,present [A79],,,,,,pebble [W22_2],subrounded,,,,33cm: 5.5cm greywacke,gradational contact,,,,,341,U1419,B,7,H,2,A
341-U1419B-7H-2-A,42.0,48.0,52.25,52.31,sandy,gravel/conglomerate/breccia [M89m],,sandy gravel/conglomerate/breccia ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"too many clasts to count and many buried, at least 15 greater than 2mm
",,,,,,341,U1419,B,7,H,2,A
341-U1419B-7H-2-A,48.0,143.0,52.31,53.26,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],9.0,,,,,,,,,,,,,,,,341,U1419,B,7,H,2,A
341-U1419B-7H-3-A,0.0,81.0,53.26,54.07,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],6.0,,,,,,,,,,,,,,,,341,U1419,B,7,H,3,A
341-U1419B-7H-3-A,81.0,82.0,54.07,54.08,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,B,7,H,3,A
341-U1419B-7H-3-A,82.0,143.0,54.08,54.69,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,B,7,H,3,A
341-U1419B-7H-3-A,143.0,144.0,54.69,54.7,,sand [Leg210],,sand ,,,normal grading,5Y 4/1 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,B,7,H,3,A
341-U1419B-7H-3-A,144.0,146.0,54.7,54.72,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,B,7,H,3,A
341-U1419B-7H-4-A,0.0,28.0,54.72,55.0,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],2.0,,,,,,,shell fragment,,,"shell fragments @ 14, 26cm",,,,,,341,U1419,B,7,H,4,A
341-U1419B-7H-4-A,28.0,46.0,55.0,55.18,,interbedded sand(stone) and mud(stone) [McKW53],,interbedded sand(stone) and mud(stone) ,,,,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,"4-5 sand laminae (5Y 4/1), normally graded with sharp lower and gradational upper contacts, with up to 4cm thick mud between",,,,,,341,U1419,B,7,H,4,A
341-U1419B-7H-4-A,46.0,146.0,55.18,56.18,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],10.0,,,,,pebble [W22_2],subangular,shell fragment,,,"faint color banding;
shell fragment (small) @ 50cm;
2.5cm greenstone @ 116cm",,,,,,341,U1419,B,7,H,4,A
341-U1419B-7H-5-A,0.0,40.0,56.18,56.58,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,argillite clast in WH,gradational contact,,,,,341,U1419,B,7,H,5,A
341-U1419B-7H-5-A,40.0,53.0,56.58,56.71,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,3 silt laminae,gradational contact,,,,,341,U1419,B,7,H,5,A
341-U1419B-7H-5-A,53.0,87.0,56.71,57.05,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],1.0,,,pebble [W22_2],rounded,,,,,,sandstone clast 3 cm at 54 cm;,gradational contact,,,,,341,U1419,B,7,H,5,A
341-U1419B-7H-5-A,87.0,95.0,57.05,57.13,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,2 silt lamniae,gradational contact,,,,,341,U1419,B,7,H,5,A
341-U1419B-7H-5-A,95.0,146.0,57.13,57.64,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,B,7,H,5,A
341-U1419B-7H-6-A,0.0,148.0,57.64,59.12,,mud [Leg210],,mud ,,,,10GY 4/1 (dark greenish gray),,,present [A79],2.0,,,,,granule [W22_2],subrounded,,,,"2 argillite granules at 11 and 125 cm; metasandstone 6 cm at 74 cm in WH!; horizontal cracks, due to drying of clay-rich mud",,,,,,341,U1419,B,7,H,6,A
341-U1419B-7H-7-A,0.0,108.0,59.12,60.2,,mud [Leg210],,mud ,,,,N 4 (dark gray),,,present [A79],2.0,,,,,pebble [W22_2],subrounded,,,,"argillite pebbles 2 cm at 14 and 78 cm, subrounded",gradational contact,,,,,341,U1419,B,7,H,7,A
341-U1419B-7H-7-A,108.0,119.0,60.2,60.31,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,2 silt laminae,,,,,,341,U1419,B,7,H,7,A
341-U1419B-7H-CC-A,0.0,20.0,60.31,60.51,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,,,,,,,341,U1419,B,7,H,CC,A
341-U1419B-7H-CC-A,20.0,25.0,60.51,60.56,,,,,,,,,,,,,,,,,,,,,,PAL,,,,,,341,U1419,B,7,H,CC,A
341-U1419B-8H-1-A,0.0,38.0,59.9,60.28,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],2.0,,,,,,,,,,,gradational contact,,,,,341,U1419,B,8,H,1,A
341-U1419B-8H-1-A,38.0,90.0,60.28,60.8,diatom rich,mud [Leg210],,diatom rich mud ,trace amount,1.0,,10Y 4/1 (dark greenish gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,gradational contact,,,,,341,U1419,B,8,H,1,A
341-U1419B-8H-1-A,90.0,142.0,60.8,61.32,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],2.0,,,,,,,,,,131-142cm: silt patches,,,,,,341,U1419,B,8,H,1,A
341-U1419B-8H-2-A,0.0,26.0,61.32,61.58,silty,mud [Leg210],,silty mud ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],2.0,,,,,,,,,,7cm argillite cobble @7cm,gradational contact,,,,,341,U1419,B,8,H,2,A
341-U1419B-8H-2-A,26.0,50.0,61.58,61.82,muddy [Leg339],silt [Leg210],,muddy  silt ,,,,N 4 (dark gray),none [DB86],0.0,absent [A79],,,,,,,,,,,,,,,,,341,U1419,B,8,H,2,A
341-U1419B-8H-2-A,50.0,144.0,61.82,62.76,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),none [DB86],0.0,present [A79],5.0,,,,,,,,,,silt patches from drilling disturbance,,,,,,341,U1419,B,8,H,2,A
341-U1419B-8H-3-A,0.0,146.0,62.76,64.22,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),none [DB86],0.0,present [A79],2.0,,,,,,,,,,silt patches from drilling disturbance,,,,,,341,U1419,B,8,H,3,A
341-U1419B-8H-4-A,0.0,147.0,64.22,65.69,,mud [Leg210],with silt [Leg339],mud  with silt ,,,patch or bleb,N 4 (dark gray),none [DB86],0.0,present [A79],1.0,,,,,,,,,,silt patches from drilling disturbance,,,,,,341,U1419,B,8,H,4,A
341-U1419B-8H-5-A,0.0,147.0,65.69,67.16,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silt with mud laminae, silt>>mud",,,,,,341,U1419,B,8,H,5,A
341-U1419B-8H-6-A,0.0,145.0,67.16,68.61,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silt with mud laminae, silt>>mud",,,,,,341,U1419,B,8,H,6,A
341-U1419B-8H-7-A,0.0,59.0,68.61,69.2,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silt with mud laminae, silt>>mud",,,,,,341,U1419,B,8,H,7,A
341-U1419B-8H-CC-A,0.0,41.0,69.2,69.61,,interbedded silt(stone) and mud(stone) [McKW53],,interbedded silt(stone) and mud(stone) ,,,,N 4 (dark gray),,,,,,,,,,,,,,"silt with mud laminae, silt>>mud",,,,,,341,U1419,B,8,H,CC,A
341-U1419B-9H-1-A,0.0,20.0,69.3,69.5,,mud [Leg210],,mud ,,,,N 4 (dark gray),none [DB86],0.0,,,,,,,,,,,,,,irregular,,,,341,U1419,B,9,H,1,A
341-U1419B-9H-1-A,20.0,80.0,69.5,70.1,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: argillite, sandstone, volcanics, greenstone, siltstone, rhyolite",,,,,,341,U1419,B,9,H,1,A
341-U1419B-9H-1-A,80.0,97.0,70.1,70.27,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,N 4 (dark gray),none [DB86],0.0,,,,,,,,,,,,coarse sand,,,,,,341,U1419,B,9,H,1,A
341-U1419B-9H-1-A,97.0,101.0,70.27,70.31,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: greenstone, sandstone + others",,,,,,341,U1419,B,9,H,1,A
341-U1419B-9H-1-A,101.0,140.0,70.31,70.7,,mud [Leg210],with sand [Leg339],mud  with sand ,,,,N 4 (dark gray),none [DB86],0.0,present [A79],1.0,,,,,,,,,,coarse sand,,,,,,341,U1419,B,9,H,1,A
341-U1419B-9H-2-A,0.0,28.0,70.7,70.98,biosiliceous bearing,mud [Leg210],with sand [Leg339],biosiliceous bearing mud  with sand ,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,present [A79],1.0,,,,,,,,,,"many thin black mottles;
coarse sand",,,,,,341,U1419,B,9,H,2,A
341-U1419B-9H-2-A,28.0,95.0,70.98,71.65,biosiliceous bearing,mud [Leg210],with sand [Leg339],biosiliceous bearing mud  with sand ,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,present [A79],1.0,,,,,,,,,,"gradational color shift to N 4 at bottom of interval;
coarse sand",,,,,,341,U1419,B,9,H,2,A
341-U1419B-9H-2-A,95.0,110.0,71.65,71.8,diatom rich,mud [Leg210],with dispersed clasts,diatom rich mud  with dispersed clasts,,,,10Y 4/1 (dark greenish gray),none [DB86],0.0,present [A79],,,,,,,,,,,"upper contact highly bowed;
gradational color shift to N 4 at bottom of interval",,,,,,341,U1419,B,9,H,2,A
341-U1419B-9H-2-A,110.0,121.0,71.8,71.91,diatom rich,mud [Leg210],with common clasts,diatom rich mud  with common clasts,,,parallel lamination,10Y 4/1 (dark greenish gray),none [DB86],0.0,present [A79],,,,,,,,,,,"color bands (N 4 and 10Y 4/1);
upper contact highly bowed;
",,,,,,341,U1419,B,9,H,2,A
341-U1419B-9H-2-A,121.0,131.0,71.91,72.01,,mud [Leg210],with abundant clasts,mud  with abundant clasts,,,,N 4 (dark gray),none [DB86],0.0,present [A79],,,,,,,,,,,"clasts include: volcanics, siltstone, argillite;
upper contact highly bowed;
",,,,,,341,U1419,B,9,H,2,A
341-U1419B-9H-2-A,131.0,140.0,72.01,72.1,,,,,,,,,,,,,,,,,,,,,,upper contact highly bowed;,,,,,,341,U1419,B,9,H,2,A
