Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Lithologic unit (preliminary),Lithology prefix,Lithology principal name,Lithology suffix,Lithology prefix+name [read only],Lithology prefix+name+suffix [read only],Lithology name+suffix [read only],Lithology  abundance [%],Lithology color (simple),Lithology color (Munsell),Bottom contact or boundary geometry,Bottom contact or boundary definition,Bottom contact or boundary attitude,Layer or bedding thickness,Grading,TEPHRA type,Amount of ash in lithology,Amount of ash in lithology rank [read only],Sedimentary structure,Sedimentary structure comment,Diagenetic structure,Macrofossil,General interval comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
353-U1448A-2H-5-A,13.0,96.0,8.53,9.36,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,2,H,5,A
353-U1448A-2H-5-A,96.0,103.0,9.36,9.43,,bioclastic,sand,,bioclastic sand,bioclastic sand,sand,,light gray,5Y 6/3 (pale olive),erosive,,,thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1448,A,2,H,5,A
353-U1448A-2H-5-A,103.0,150.0,9.43,9.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,2,H,5,A
353-U1448A-2H-6-A,0.0,150.0,9.9,11.4,,nannofossil rich,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,2,H,6,A
353-U1448A-2H-7-A,0.0,60.0,11.4,12.0,,nannofossil rich,clay,with foraminifers,clay,clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,2,H,7,A
353-U1448A-2H-CC-A,0.0,14.0,12.0,12.14,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,2,H,CC,A
353-U1448A-3H-1-A,0.0,150.0,11.9,13.4,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,3,H,1,A
353-U1448A-3H-2-A,0.0,109.0,13.4,14.49,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,3,H,2,A
353-U1448A-3H-2-A,109.0,142.0,14.49,14.82,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,5Y 6/2 (light olive gray),bioturbated,,,,,,,,,,,,Dark gray (sulphide-rich) sandy blebs and shell fragments along the interval.,,,,353,U1448,A,3,H,2,A
353-U1448A-3H-2-A,142.0,150.0,14.82,14.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,3,H,2,A
353-U1448A-3H-3-A,0.0,150.0,14.9,16.4,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,3,H,3,A
353-U1448A-3H-4-A,0.0,150.0,16.4,17.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,3,H,4,A
353-U1448A-3H-5-A,0.0,150.0,17.9,19.4,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,3,H,5,A
353-U1448A-3H-6-A,0.0,150.0,19.4,20.9,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,3,H,6,A
353-U1448A-3H-7-A,0.0,49.0,20.9,21.39,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,3,H,7,A
353-U1448A-3H-CC-A,0.0,23.0,21.39,21.62,,clayey,nannofossil ooze,with foraminifers,clayey nannofossil ooze,clayey nannofossil ooze with foraminifers,nannofossil ooze with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,3,H,CC,A
353-U1448A-4H-1-A,0.0,150.0,21.4,22.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,4,H,1,A
353-U1448A-4H-2-A,0.0,150.0,22.9,24.4,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,4,H,2,A
353-U1448A-4H-3-A,0.0,150.0,24.4,25.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,"Wood fragments between 146.5 and 148 cm. Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section, large sandy blebs (thickness >5 cm) at 55-64 and 114-120 cm.",,,,353,U1448,A,4,H,3,A
353-U1448A-4H-4-A,0.0,150.0,25.9,27.4,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,4,H,4,A
353-U1448A-4H-5-A,0.0,146.0,27.4,28.86,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,4,H,5,A
353-U1448A-4H-6-A,0.0,131.0,28.86,30.17,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,"Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section, bioturbated large sandy blebs between 30 and 49 cm cm.",,,,353,U1448,A,4,H,6,A
353-U1448A-4H-7-A,0.0,82.0,30.17,30.99,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,4,H,7,A
353-U1448A-4H-CC-A,0.0,47.0,30.99,31.46,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Light gray (foram-rich) or dark gray (sulphide-rich) sandy blebs and shell fragments along the section.,,,,353,U1448,A,4,H,CC,A
353-U1448A-5H-1-A,0.0,150.0,30.9,32.4,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,5,H,1,A
353-U1448A-5H-2-A,0.0,150.0,32.4,33.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,5,H,2,A
353-U1448A-5H-3-A,0.0,146.0,33.9,35.36,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,5,H,3,A
353-U1448A-5H-4-A,0.0,147.0,35.36,36.83,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,5,H,4,A
353-U1448A-5H-5-A,0.0,62.0,36.83,37.45,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,5,H,5,A
353-U1448A-5H-5-A,62.0,64.0,37.45,37.47,,foraminifer rich,sand,,foraminifer rich sand,foraminifer rich sand,sand,,gray,GLEY 1 4/10Y (dark greenish gray),erosive,,,very thin bed,normally graded,,,,,Turbidite,,,,,,,353,U1448,A,5,H,5,A
353-U1448A-5H-5-A,64.0,150.0,37.47,38.33,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,5,H,5,A
353-U1448A-5H-6-A,0.0,150.0,38.33,39.83,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,5,H,6,A
353-U1448A-5H-7-A,0.0,70.0,39.83,40.53,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,5,H,7,A
353-U1448A-5H-CC-A,0.0,25.0,40.53,40.78,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,5,H,CC,A
353-U1448A-6H-1-A,0.0,150.0,40.4,41.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Some nodules (with pyrite) between 76.5 and 79 cm. Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,6,H,1,A
353-U1448A-6H-2-A,0.0,150.0,41.9,43.4,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,6,H,2,A
353-U1448A-6H-3-A,0.0,122.5,43.4,44.625,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10Y (greenish gray),bioturbated,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section. Light gray (ash) blebs between 97.5 and 122.5 cm.,,,,353,U1448,A,6,H,3,A
353-U1448A-6H-3-A,122.5,127.0,44.625,44.67,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,light gray,2.5Y 7/1 (light gray),,,,,,vitric,abundant,5.0,,,,,,,,,353,U1448,A,6,H,3,A
353-U1448A-6H-4-A,0.0,38.0,44.67,45.05,,,volcanic ash,,volcanic ash,volcanic ash,volcanic ash,,light gray,2.5Y 7/1 (light gray),erosive,,,,,vitric,abundant,5.0,,,,,,,,,353,U1448,A,6,H,4,A
353-U1448A-6H-4-A,38.0,150.0,45.05,46.17,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,6,H,4,A
353-U1448A-6H-5-A,0.0,151.0,46.17,47.68,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,6,H,5,A
353-U1448A-6H-6-A,0.0,141.0,47.68,49.09,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,6,H,6,A
353-U1448A-6H-7-A,0.0,68.0,49.09,49.77,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,6,H,7,A
353-U1448A-6H-CC-A,0.0,31.0,49.77,50.08,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 6/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide and pyritzed foram-rich) sandy blebs along the section.,,,,353,U1448,A,6,H,CC,A
353-U1448A-7H-1-A,0.0,150.0,49.9,51.4,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Gastropod (unbroken) at 48 cm. Small dark gray (sulphide) dots along the section.,,,,353,U1448,A,7,H,1,A
353-U1448A-7H-2-A,0.0,150.0,51.4,52.9,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Brownish gray (pyrite-rich) nodules between 76.5 and 78.5 cm. Small dark gray (sulphide) dots along the section.,,,,353,U1448,A,7,H,2,A
353-U1448A-7H-3-A,0.0,150.0,52.9,54.4,,nannofossil rich,clay,with foraminifers,nannofossil rich clay,nannofossil rich clay with foraminifers,clay with foraminifers,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,7,H,3,A
353-U1448A-7H-4-A,0.0,150.0,54.4,55.9,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,7,H,4,A
353-U1448A-7H-5-A,0.0,150.0,55.9,57.4,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,7,H,5,A
353-U1448A-7H-6-A,0.0,141.0,57.4,58.81,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,7,H,6,A
353-U1448A-7H-7-A,0.0,72.0,58.81,59.53,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,7,H,7,A
353-U1448A-7H-CC-A,0.0,25.0,59.53,59.78,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,7,H,CC,A
353-U1448A-8H-1-A,0.0,150.0,59.4,60.9,,nannofossil rich,clay,,nannofossil rich clay,nannofossil rich clay,clay,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,8,H,1,A
353-U1448A-8H-2-A,0.0,150.0,60.9,62.4,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,8,H,2,A
353-U1448A-8H-3-A,0.0,147.0,62.4,63.87,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,8,H,3,A
353-U1448A-8H-4-A,0.0,147.0,63.87,65.34,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,8,H,4,A
353-U1448A-8H-5-A,0.0,151.0,65.34,66.85,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,gray,GLEY 1 4/10Y (dark greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,8,H,5,A
353-U1448A-8H-6-A,0.0,151.0,66.85,68.36,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Wood fragments between 105 and 106 cm. Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,8,H,6,A
353-U1448A-8H-7-A,0.0,70.0,68.36,69.06,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Wood fragments at 46 cm. Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,8,H,7,A
353-U1448A-8H-CC-A,0.0,33.0,69.06,69.39,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Wood fragments between 25 and 27 cm. Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,8,H,CC,A
353-U1448A-9H-1-A,0.0,150.0,68.9,70.4,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,9,H,1,A
353-U1448A-9H-2-A,0.0,150.0,70.4,71.9,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,9,H,2,A
353-U1448A-9H-3-A,0.0,150.0,71.9,73.4,,foraminifer rich,clay,with nannofossils,foraminifer rich clay,foraminifer rich clay with nannofossils,clay with nannofossils,,light gray,GLEY 1 5/10Y (greenish gray),,,,,,,,,mottling,,,,Sheet-like fragments between 131 and 133 cm. Small dark gray (sulphide) dots and nodules along the section.,,,,353,U1448,A,9,H,3,A
