Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top depth [m],Bottom depth [m],Preservation,Group abundance,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Braarudosphaera bigelowii,Calcidiscus leptoporus (<5 microns),Calcidiscus leptoporus (>8 micron),Calcidiscus leptoporus (5-8 microns),Calcidiscus macintyrei,Calcidiscus premacintyrei,Calciosolenia spp.,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus cristatus,Ceratolithus rugosus,Coccolithus miopelagicus,Coccolithus pelagicus spp. azorinus,Coccolithus pelagicus spp. braarudii,Coccolithus pelagicus ssp. pelagicus,Coronocyclus nitescens,Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster druggii,Discoaster exilis,Discoaster gr. variabilis,Discoaster hamatus,Discoaster intercalaris,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster pentaradiatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster variabilis,Emiliania huxleyi (<5 microns),Emiliania huxleyi (>5 microns),Florisphaera profunda,Florisphaera profunda var. elongata,Gephyrocapsa caribbeanica,medium Gephyrocapsa group,Gephyrocapsa oceanica (>5 micron),Gephyrocapsa oceanica (<5 micron),Gephyrocapsa omega,Gephyrocapsa spp. (<3 microns),Helicosphaera acuta,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera euphratis,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera mediterranea,Helicosphaera pavimentum,Helicosphaera sellii,Helicosphaera walbersdorfensis,Helicosphaera wallichii,Minylitha convallis,Oolithotus spp.,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra antarctica,Reticulofenestra asanoi (>6 microns),Reticulofenestra asanoi (<6 microns),Reticulofenestra cisnerosii,Reticulofenestra haqii,Reticulofenestra minuta (<3 microns),Reticulofenestra minuta,Reticulofenestra producta,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra pseudoumbilicus (5-7 microns),Reticulofenestra rotaria,Rhabdosphaera spp.,Scyphosphaera apsteinii,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus capricornutus,Sphenolithus ciperoensis,Sphenolithus conicus,Sphenolithus delphix,Sphenolithus disbelemnos,Sphenolithus dissimilis,Sphenolithus heteromorphus,Sphenolithus neoabies,Syracosphaera spp.,Thoracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus rugosus,Umbilicosphaera jafari,Umbilicosphaera rotula,Umbilicosphaera sibogae,Comments,File Data,
339-U1389E-12R-6-PAL-NANNO,339,U1389,E,12,12-6,R,6,PAL,NANNO,0,5,433.68,433.73,M-P,A,,,,,,R,,F,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,A,,,F,,,,,,F,,,,,R,F,,,R,,,C,,,,,,,,,,,,,,,,,,R,,,,,,,large Geph. 5.5 C,,
339-U1389E-13R-6-PAL-NANNO,339,U1389,E,13,13-6,R,6,PAL,NANNO,0,5,443,443.05,M-P,VA,,,,,,R,,R,,,,,,,,,,R,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,F,,VA,,,F,,,,,,F,,,,,R,R,,,,,,F,,,,,,R,,,,,,,,,,,,F,,,,,,,large Geph. 5.5 C,,
339-U1389E-14R-4-PAL-NANNO,339,U1389,E,14,14-4,R,4,PAL,NANNO,0,5,450.2,450.25,M-P,VA,,,,,,F,,F,,,,,,,,,,R,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,,VA,,,R,,,,,,F,,,,,R,R,,,,,,F,,,,,,,,,,,,,,,,,,R,,,,,,,large Geph. 5.5 F,,
339-U1389E-15R-4-PAL-NANNO,339,U1389,E,15,15-4,R,4,PAL,NANNO,0,5,459.07,459.12,G,A,,,,,,F,,F,,,,,,,,,,R,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,VA,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large Geph,,
339-U1389E-16R-1-PAL-NANNO,339,U1389,E,16,16-1,R,1,PAL,NANNO,0,5,465.06,465.11,M-P,A,,,,,,,,R,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,C,,,F,,,,,,F,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,
339-U1389E-17R-CC-PAL-NANNO,339,U1389,E,17,17-CC,R,CC,PAL,NANNO,0,9,478.77,478.86,G,C,,,,,,,,R,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,F,,,F,,,,,,F,,,,,R,R,,,,,F,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-18R-CC-PAL-NANNO,339,U1389,E,18,18-CC,R,CC,PAL,NANNO,0,9,484.92,485.01,G,A,,,,,,,R,R,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,F,,VA,,,F,,,,,,F,,,,,R,C,,,,,C,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-19R-CC-PAL-NANNO,339,U1389,E,19,19-CC,R,CC,PAL,NANNO,0,9,496.33,496.42,G,A,,,,,,,R,R,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,A,,,F,,,,,,R,,,,,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339-U1389E-20R-CC-PAL-NANNO,339,U1389,E,20,20-CC,R,CC,PAL,NANNO,0,5,510.04,510.09,G,A,,,,,,,,R,R,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,F,,,,,,F,,,,,F,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,
339-U1389E-21R-CC-PAL-NANNO,339,U1389,E,21,21-CC,R,CC,PAL,NANNO,0,5,515.6,515.65,M-P,A,,,,,,,,R,R,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,C,,,F,,F,,,,C,,,,,F,F,,,,,C,,,,,,,F,,,,,,,,,,,,F,,,,,,,,,
339-U1389E-22R-CC-PAL-NANNO,339,U1389,E,22,22-CC,R,CC,PAL,NANNO,0,6,526.19,526.25,M-P,C,,,,,F,,,F,R,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,R,,,,,,R,,,,,,R,,,,,C,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-23R-CC-PAL-NANNO,339,U1389,E,23,23-CC,R,CC,PAL,NANNO,0,5,535.7,535.75,M-P,VA,,,,,,,,R,R,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,F,,,,,,C,,,,,,F,,,,,C,A,,,,,,,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-24R-CC-PAL-NANNO,339,U1389,E,24,24-CC,R,CC,PAL,NANNO,0,5,548.18,548.23,M-P,VA,,,,,,R,,R,R,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,VA,,,R,,,,,,F,,,,,,F,,,,,C,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-25R-CC-PAL-NANNO,339,U1389,E,25,25-CC,R,CC,PAL,NANNO,0,5,558.07,558.12,M-P,VA,,,,,,,,F,R,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,F,,,,,,F,,,,,,F,,,,,C,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-26R-CC-PAL-NANNO,339,U1389,E,26,26-CC,R,CC,PAL,NANNO,0,5,567.31,567.36,M-P,VA,,,,,,,,F,,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,F,,,,,,F,,,,,R,C,,,,*,C,C,,,,,,R,,,,,,,,,,,,F,,,,,,,,,
339-U1389E-27R-CC-PAL-NANNO,339,U1389,E,27,27-CC,R,CC,PAL,NANNO,0,6,573.73,573.79,G,VA,,,,,,R,,F,C,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,F,,,,,,F,,,,,F,C,,,,*,C,C,,,,,,,,,,,,,,,,,,F,,,,,,R,,,
339-U1389E-28R-6-PAL-NANNO,339,U1389,E,28,28-6,R,6,PAL,NANNO,0,5,586.73,586.78,G,VA,,,,,R,,R,F,R,,,,,,,,,,R,F,,,,,,,,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,VA,,,F,,,,,,F,,,,,F,C,,,,*,C,,,,,,,,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-29R-CC-PAL-NANNO,339,U1389,E,29,29-CC,R,CC,PAL,NANNO,0,5,595.44,595.49,M-P,VA,,,,,,,,F,R,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,R,,,,,R,C,,,,*,C,VA,,,,F,,,,,,,,,,,,,,F,,,,,,,,,
339-U1389E-30R-CC-PAL-NANNO,339,U1389,E,30,30-CC,R,CC,PAL,NANNO,0,5,607.65,607.7,G,VA,,,,,R,,,R,C,,,,,,,,,,R,F,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,F,,,,,,C,,,,,F,C,,,,*,C,A,,,,F,,,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-31R-CC-PAL-NANNO,339,U1389,E,31,31-CC,R,CC,PAL,NANNO,0,5,617.23,617.28,G,A,,,,,,,,F,F,,,,,,,,,,R,F,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,C,,,,,F,C,,,,*,C,A,,,,C,,,P,,,,,,,,,,,R,,,,,,,,,
339-U1389E-32R-CC-PAL-NANNO,339,U1389,E,32,32-CC,R,CC,PAL,NANNO,0,5,626.23,626.28,G,A,,,,,,,,F,F,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,F,,,,,,C,,,,*,C,A,,,,R,,R,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-33R-CC-PAL-NANNO,339,U1389,E,33,33-CC,R,CC,PAL,NANNO,0,5,632.04,632.09,G,A,,,,,,,,F,R,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,F,,,,,,C,,,,*,C,A,,,,R,,R,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-34R-CC-PAL-NANNO,339,U1389,E,34,34-CC,R,CC,PAL,NANNO,0,5,644.97,645.02,G,A,,,,,,,,F,R,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,R,,,,,,F,,,,,,C,,,,*,C,A,,,,R,,R,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-35R-CC-PAL-NANNO,339,U1389,E,35,35-CC,R,CC,PAL,NANNO,0,5,653.69,653.74,G,VA,,,,,R,,,R,R,,,,,,,,,,C,C,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,,R,,,,,,R,,,,,R,C,,,,*,C,A,,,,C,,R,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-36R-CC-PAL-NANNO,339,U1389,E,36,36-CC,R,CC,PAL,NANNO,0,7,655.5,655.57,G,VA,,,,,R,,,R,F,,,,,,,,,,C,F,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,R,,R,,,,,,C,,,,,,C,,,,*,C,A,,,,C,,R,,,,,,,,,,,,R,,,,F,,,,,
339-U1389E-37R-CC-PAL-NANNO,339,U1389,E,37,37-CC,R,CC,PAL,NANNO,0,0,674.2,674.2,G,VA,,,,,R,,,R,R,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,R,,,,,,,,,,A,R,,R,,,,,,R,,,,,,C,,,,*,C,A,,,,F,,R,,,,,,,,,,,,R,,,,F,,,,,
339-U1389E-38R-CC-PAL-NANNO,339,U1389,E,38,38-CC,R,CC,PAL,NANNO,0,5,681.93,681.98,G,VA,,,,,,,,R,F,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,A,R,,R,,,,,,F,,,,,,C,,,,*,C,A,,,,C,,R,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-39R-CC-PAL-NANNO,339,U1389,E,39,39-CC,R,CC,PAL,NANNO,0,5,693.65,693.7,M-P,VA,,,,,,R,,R,R,,,,,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,P,,,,,,,,,,VA,R,,F,,,,,,F,,,,,,C,,,,*,C,VA,,,,C,,R,,,,,,,,,,,,R,,,,,R,,,,
339-U1389E-40R-CC-PAL-NANNO,339,U1389,E,40,40-CC,R,CC,PAL,NANNO,0,5,699.18,699.23,M-P,A,,,,,,,,F,R,,,,,,,,,,F,F,,,,,,,,P,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,F,R,,C,,,,,,F,,,,,F,F,,,,*,A,A,,,,R,,R,P,P,,,,,,,,,,R,,,,F,,,,,
339-U1389E-41R-CC-PAL-NANNO,339,U1389,E,41,41-CC,R,CC,PAL,NANNO,0,6,709.34,709.4,M-P,VA,,,,,,R,,R,R,,,,,,,,,,C,C,,,,,,,,R,,,,,,,,,,,,,P,,,,,F,,,R,,,,,,,,,,F,,,F,,,,,,F,,,,,R,F,,,,*,A,VA,,,P,R,,,,,,,,,,,,,,R,,,,R,,,,,
339-U1389E-42R-CC-PAL-NANNO,339,U1389,E,42,42-CC,R,CC,PAL,NANNO,0,5,719.75,719.8,M-P,VA,,,,,,,,F,F,,,,,,,,,,C,F,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,A,R,,F,,,,,,F,,,,,R,C,,,,*,A,C,,,P,P,,,P,,,,,,,,,,,R,,,,,,,,,
339-U1389E-43R-CC-PAL-NANNO,339,U1389,E,43,43-CC,R,CC,PAL,NANNO,0,7,729.56,729.63,M-P,VA,,,,,,F,,R,R,,,,,,,,,,C,C,,,,,,,,R,,,,,,,,,,,,,P,,,,,F,,,P,,,,,,,,,,A,,,F,,,,,,F,,,,,R,F,,,,,C,A,,,,,,R,,,,,,,,,,,,F,,,,F,R,,,,
339-U1389E-44R-4-PAL-NANNO,339,U1389,E,44,44-4,R,4,PAL,NANNO,0,5,737.91,737.96,M-P,VA,,,,,R,F,,F,F,,,,,,,,,,C,C,,,P,,,,,R,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,A,,,F,,,,,,F,,,,,F,C,,,,,C,A,,,,R,,F,R,,,,,,,,,,,F,,,,,R,,,,
339-U1389E-45R-CC-PAL-NANNO,339,U1389,E,45,45-CC,R,CC,PAL,NANNO,0,8,751.46,751.54,M-P,A,,,,,,,,F,F,,,,,,,,,,C,C,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,A,R,,F,,,,,,F,,,,,F,C,,,,*,C,A,,,,F,,,R,,,,,,,,,,,R,,,,,R,,,,
339-U1389E-46R-CC-PAL-NANNO,339,U1389,E,46,46-CC,R,CC,PAL,NANNO,0,5,761.41,761.46,G,VA,,,,,,,,R,R,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,A,,,R,,,,,,C,,,,,F,C,,,,,C,C,,,*,R,,,,*,,,,,,,,,,R,,,,,,,,,
339-U1389E-47R-CC-PAL-NANNO,339,U1389,E,47,47-CC,R,CC,PAL,NANNO,0,10,764.38,764.48,G,VA,,,,,R,,,R,C,,,,,,,,,,C,F,,,R,,,,,,,,,,,,,,,,,,R,,,,,F,R,,R,,,,,,,,,,A,,,F,,,,,,F,,,,,F,C,,,,,C,C,,,*,R,,F,,*,,,,,,,,,,R,,,,,,,,,
339-U1389E-48R-CC-PAL-NANNO,339,U1389,E,48,48-CC,R,CC,PAL,NANNO,0,7,772.34,772.41,G,VA,,,,,,,,F,F,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,R,,,,,,,,,,A,,,F,,,,,,R,,,,,,C,,,,,C,C,,,*,R,,,,,,,,,,,,,,,,,,,,,,,
339-U1389E-49R-CC-PAL-NANNO,339,U1389,E,49,49-CC,R,CC,PAL,NANNO,0,5,783.74,783.79,G,VA,,,,,,,,F,F,,,,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,,,,A,,,R,,,,,,F,,,,,,C,,,,,C,C,,,*,R,,R,,*,,,,,,,,,,,,,,F,,,,,
339-U1389E-50R-1-PAL-NANNO,339,U1389,E,50,50-1,R,1,PAL,NANNO,0,5,790.92,790.97,G,A,,,,,,,,C,F,,,,,*,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,A,,,F,,,,,,C,,,,,R,C,,,,,C,A,,,*,C,,R,,*,,,,,,,,,,R,,,,R,,,,,
339-U1389E-51R-CC-PAL-NANNO,339,U1389,E,51,51-CC,R,CC,PAL,NANNO,0,5,809.45,809.5,G,A,,,,,,,,F,C,,,,,,,,,,F,F,,,R,,,,,R,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,A,,,R,,,,,,F,,,,,,C,,,,,C,C,,,*,C,,,,*,,,,,,,,,,R,,,,,,,,,
339-U1389E-52R-CC-PAL-NANNO,339,U1389,E,52,52-CC,R,CC,PAL,NANNO,0,8,818.93,819.01,M-P,A,,,,,,,,F,F,,,,,,,,,,F,C,,,,,,,,R,,,,,,,,,,,,,P,,,,,F,R,,P,,,,,,,,,,C,,,F,,,,,,F,,,,,R,F,,,,*,C,C,,,,C,,R,,,,,,,,,,,,R,,,,,,,,,
339-U1389E-53R-2-PAL-NANNO,339,U1389,E,53,53-2,R,2,PAL,NANNO,0,6,820.25,820.31,M-P,A,,,,,,,,F,R,,,,,,,,,R,C,F,,,R,,,,,F,,,,,,,,,,,,,R,,P,,,F,F,,,,,,,,,,,,C,,,R,,,,,,F,,,,,F,F,,,,*,C,C,,,,F,,,,,,,,,,,,,,F,,,,C,R,,,,
339-U1389E-54R-CC-PAL-NANNO,339,U1389,E,54,54-CC,R,CC,PAL,NANNO,0,3,830.18,830.21,M-P,VA,,,,,,,R,R,F,,,,,,,,,,C,F,,,R,,,,,R,,,,,,,,,,,,,P,,,,,R,R,,P,,,,,,,,,,C,,,F,,,,,,F,,,,,R,F,,,,*,C,A,,,*,R,,,,*,,,,,,,,,,R,,,,R,R,,,,
339-U1389E-55R-1-PAL-NANNO,339,U1389,E,55,55-1,R,1,PAL,NANNO,0,5,838.31,838.36,M-P,VA,,,,,R,,,F,R,,,,,,,,,,F,C,,,F,,,,,F,,,,,,,,,,,,,R,,,,,F,R,,R,,,C,,,,,,,VA,,,F,,,,,,F,,,,,F,F,,,,*,C,C,,,,F,,R,,,,,,,,,,,,F,,,,C,,,,,
339-U1389E-56R-CC-PAL-NANNO,339,U1389,E,56,56-CC,R,CC,PAL,NANNO,0,7,847.87,847.94,M-P,VA,,,,,,,,F,F,,,,,,,,,,C,C,,,R,,,,,R,,,,,,,,,,,,,R,,,,,F,F,P,P,,,C,,,,,,,A,,,F,,,,,,F,,,,,F,F,,,,*,C,VA,,,P,F,,R,,P,,,,,,,,,,F,,,,A,F,,,,
339-U1389E-57R-CC-PAL-NANNO,339,U1389,E,57,57-CC,R,CC,PAL,NANNO,0,5,866.8,866.85,M-P,VA,,,,,R,,,F,F,,,,,,,,,,F,F,,,,,,,,R,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,VA,,,F,,,,,,F,,,,,R,F,,,,*,C,A,,,P,F,,,,,,,,,,,,,,R,,,,,R,,,,
339-U1389E-58R-CC-PAL-NANNO,339,U1389,E,58,58-CC,R,CC,PAL,NANNO,0,5,875.87,875.92,G,VA,,,,,,R,,R,F,,,,,,,,,,R,R,,,,,,,,R,,,,,,,,,,,,,,,P,,,R,R,,R,,,,,,,,,,VA,,,R,,,,,,F,,,,,R,F,,,,*,C,VA,,,R,F,,,,,,,,,,,,,,,,,,,,,,,
