Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],PF Preservation,% Planktic Foraminifera within whole sample,PF Zone,Comments,Beella digitata,Beella praedigitiata,Bolliella adamsi,Candeina nitida,Cassigerinella chipolensis,Catapsydrax dissimillis,Catapsydrax parvulus,Catapsydrax stainforthi,Catapsydrax unicavus,Clavatorella bermudezi,Dentoglobigerina altispira,Dentoglobigerina altispira globosa,Dentoglobigerina baroemoensis,Dentoglobigerina larmeui,Dentoglobigerina tripartita s. str.,Globigerina anguliofficinalis,Globigerina angustiumbilicata,Globigerina bulloides,Globigerina ciperoensis,Globigerina eamesi,Globigerina euapertura,Globigerina falconensis,Globigerina gnaucki,Globigerina officinalis,Globigerina praebulloides,Globigerina quinqueloba,Globigerina winkleri,Globigerinatella insueta,Globigerinella calida,Globigerinella obesa,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinita boweni,Globigerinita glutinata,Globigerinita naparimaensis,Globigerinita uvula,Globigerinoides altiaperturus,Globigerinoides bisphericus,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides immaturus,Globigerinoides mitra,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber,Globigerinoides ruber (pink),Globigerinoides sacculifer,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina cf. binaiensis,Globoquadrina conglomerata,Globoquadrina dehiscens,Globoquadrina sellii,Globoquadrina venezuelana,Globorotalia (Fohsella) fohsi,Globorotalia (Forsella) fohsi lobata,Globorotalia (Fohsella) fohsi robusta,Globorotalia (Fohsella) peripheroacuta,Globorotalia (Fohsella) peripheroronda,Globorotalia (Fohsella) praefohsi,Globorotalia (Globoconella) conoidea,Globorotalia (Globoconella) conomiozea,Globorotalia (Globoconella) inflata,Globorotalia (Globoconella) miozea,Globorotalia (Globoconella) puncticulata,Globorotalia (Globoconella) sphericomiozea,Globorotalia (Hirsutella) cibaoenisis,Globorotalia (Hirsutella) hirsuta,Globorotalia (Hirsutella) margaritae,Globorotalia (Hirsutella) scitula,Globorotalia (Menardella) archeomenardii,Globorotalia (Menardella) cultrata,Globorotalia (Menardella) exilis,Globorotalia (Menardella) fimbriata,Globorotalia (Menardella) limbata,Globorotalia (Menardella) menardii,Globorotalia (Menardella) multicamerata,Globorotalia (Menardella) pertenuis,Globorotalia (Menardella) praemenardii,Globorotalia (Truncorotalia) tosaensis,Globorotalia (Truncorotalia) truncatulinoides,Globorotalia birnageae,Globorotalia crassaformis crassaformis,Globorotalia crassaformis hessi,Globorotalia crassaformis oceanica,Globorotalia crassaformis ronda,Globorotalia crassaformis viola,Globorotalia flexuosa,Globorotalia ichinosekiensis,Globorotalia iwaiensis,Globorotalia lenguaensis,Globorotalia merotumida,Globorotalia plesiotumida,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia tumida,Globorotalia ungulata,Globorotaloides hexagona,Globorotaloides suteri,Globorotaloides variabilis,Globoturborotalita decoraperta,Globoturborotalita druryi,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita woodi,Globoturborotalita woodi connecta,Hastigerina pelagica,Neogloboquadrina acostaensis (D),Neogloboquadrina acostaensis (S),Neogloboquadrina asanoi,Neogloboquadrina dutertrei,Neogloboquadrina humerosa,Neogloboquadrina pachyderma,Neogloboquadrina pseudopima,Orbulina suturalis,Orbulina universa,Paragloborotalia bella,Paragloborotalia continuosa,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia nana,Paragloborotalia partimlabiata,Paragloborotalia pseudocontinuosa,Paraglobrotalia pseudokugleri,Paragloborotalia semivera,Paragloborotalia siakensis,Praeobulina glomerosa,Praeorbulina circularis,Praeorbulina curva,Praeorbulina sicana,Praeorbulina transitoria,Pulleniatina finalis,Pulleniatina obliquiloculata (D),Pulleniatina obliquiloculata (S),Pulleniatina praecursor,Pulleniatina praespectabilis,Pulleniatina primalis (D),Pulleniatina primalis (S),Pulleniatina spectabilis,Sphaeroidinella dehiscens s.l.,Sphaeroidinellopsis hancocki,Sphaeroidinellopsis multiloba,Sphaeroidinellopsis seminulina,Sphaeroidnellopsis disjuncta,Tenuitella gemma,Tenuitellinata praestainforthi,Turborotalita humilis,Zone,Zone group
321-U1337A-5H-2-W 112/114-FORAM,321,U1337,A,5,5-2,H,2,W,112/114-FORAM,0,0,36.61,36.61,G,93.0,PL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,R,,,R,,,,,,R,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,A,R,R,,R,,,R,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,R,F,,,,R,,,,,,,,,,,,,,,,,,R,,,R,,,R,,,,,,,,,
321-U1337A-5H-4-W 111/113-FORAM,321,U1337,A,5,5-4,H,4,W,111/113-FORAM,0,0,39.61,39.61,M,47.0,PL5,heavy coated by clay particles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,R,,,R,,,R,,,F,,A,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,P,R,,,,,,,,,,P,,,,,,,F,A,,,,,,,,,,,,R,,,,R,,,R,R,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,,,,
321-U1337A-5H-CC,321,U1337,A,5,5-CC,H,CC,,,0,0,43.63,43.63,P,8.0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,
321-U1337A-6H-2-W 16/18-FORAM,321,U1337,A,6,6-2,H,2,W,16/18-FORAM,0,0,45.16,45.16,P,19.0,PL5,"infilling, disolved",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,P,R,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,
321-U1337A-6H-6-W 129/131-FORAM,321,U1337,A,6,6-6,H,6,W,129/131-FORAM,0,0,52.29,52.29,M,48.0,PL3,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,F,,,,,,,,,,A,,,,,,,F,D,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,,,
321-U1337A-6H-CC,321,U1337,A,6,6-CC,H,CC,,,0,0,53.26,53.26,P,55.0,PL3,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,A,,,,,,,,,,,,F,,,,,,,,D,,,,,,,,,,,,,,,,,,,P,F,,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,,,
321-U1337A-7H-2-W,321,U1337,A,7,7-2,H,2,W,,0,0,54.5,54.5,P,0.0,PL3 or older,heavy fragmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-7H-4-W,321,U1337,A,7,7-4,H,4,W,,0,0,57.5,57.5,P,46.0,PL2-PL1a,heavy fragmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,R,,,,,F,,R,D,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,,,,,
321-U1337A-7H-CC,321,U1337,A,7,7-CC,H,CC,,,0,0,62.58,62.58,G,30.0,PL2 or older,fragmentation,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,,,,A,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,A,,,,,,,,D,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,R,,,R,,,R,,,,,,
321-U1337A-8H-2-W,321,U1337,A,8,8-2,H,2,W,,0,0,64.0,64.0,M,60.0,PL2-PL1a,fragmentation; dominant coiling direction of Pulleniatina spp. is sinistral,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,R,,,D,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,
321-U1337A-8H-4-W,321,U1337,A,8,8-4,H,4,W,,0,0,67.0,67.0,M,58.0,PL2-PL1a,fragmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,F,,,,,F,,R,D,,,,,,,,,,,,,,,,P,,,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,
321-U1337A-8H-CC,321,U1337,A,8,8-CC,H,CC,,,0,0,71.31,71.31,,0.0,-,Barren. Extremely radiolarian rich. All size fractions barren of plankic foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-9H-1-W,321,U1337,A,9,9-1,H,1,W,,0,0,72.0,72.0,M,48.0,PL2-PL1a,fragmentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,A,,,,,F,,P,D,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,
321-U1337A-9H-6-W,321,U1337,A,9,9-6,H,6,W,,0,0,79.5,79.5,G,62.0,PL2-PL1a,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,P,,,,,,,,,R,,P,,,,R,,F,,,R,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,F,,,,,A,,F,A,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,P,P,,R,,,A,,,,,,
321-U1337A-9H-CC,321,U1337,A,9,9-CC,H,CC,,,0,0,81.65,81.65,M,0.5,PT1b-PL1a,Some infilling and fragmentation. <250 micron size fractions are radiolarian rich and barren of foraminifera,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,P,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,D,,,,,,,,D,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,P,,,,,,
321-U1337A-10H-1-W,321,U1337,A,10,10-1,H,1,W,,0,0,81.5,81.5,M,46.0,PL2-PL1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,F,,,,,F,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,,,,,
321-U1337A-10H-3-W,321,U1337,A,10,10-3,H,3,W,,0,0,84.5,84.5,G,48.0,PL1b-PL1a,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,R,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,F,,,A,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,D,,,,,,
321-U1337A-10H-CC,321,U1337,A,10,10-CC,H,CC,,,0,0,91.27,91.27,,0.0,-,Barren. Lots of radiolaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321-U1337A-11H-2-W,321,U1337,A,11,11-2,H,2,W,,0,2,92.5,92.52,G,18.0,PL1b-PL1a,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,F,,,,,,,P,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,
321-U1337A-11H-5-W,321,U1337,A,11,11-5,H,5,W,,0,2,97.0,97.02,G,60.0,M14-M13b,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,
321-U1337A-11H-CC,321,U1337,A,11,11-CC,H,CC,,,0,5,100.76,100.81,G,4.0,M14-M13b,"Planktic foraminifera well preserved and diverse, some fragentation. Lots of siliceous material, especially in the <250 micron size fraction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,A,,,,,A,,D,,,,,,,,,,,,,,,,,,,,,,,,,P,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,
321-U1337A-12H-CC,321,U1337,A,12,12-CC,H,CC,,,0,0,110.23,110.23,M,0.0,M14-M13b,"Lots of radiolaria and carbonate chunks, few planktic foraminifera present",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,
321-U1337A-13H-1-W,321,U1337,A,13,13-1,H,1,W,,0,2,110.0,110.02,G,81.0,M14M13b,,,,,,,,,,,,R,R,,,,,P,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,F,,,,,D,,R,,,,R,,F,,,,,,,,,,,,,,,,P,,,,,,R,,,,,,,,,,,,,,,,,R,,P,,,,,,,,,,,,,P,,,,,,,F,F,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,
321-U1337A-13H-4-W,321,U1337,A,13,13-4,H,4,W,,0,2,114.5,114.52,G,62.0,M14M13b,,,,,P,,,,,,,A,,,,,,,,,,,,,,,,,,,R,,P,,,,,,,R,,,,,,F,,A,R,,R,,R,,,R,R,,R,,,,,,,,,,,,,,,,P,,,,,,R,,,,,,,,,,,,,,,,,R,,R,,,,,,P,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,P,,,,R,D,,,,,,
321-U1337A-13H-CC,321,U1337,A,13,13-CC,H,CC,,,0,5,119.62,119.67,G,47.0,M14M13b,,,,,,,,,,,,A,R,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,A,,,R,,A,,,,,,,,F,,,,,,,,,,,,,,,,R,,,F,,,A,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,
321-U1337A-14H-2-W,321,U1337,A,14,14-2,H,2,W,,0,2,121.0,121.02,G,14.0,M14M13b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,
321-U1337A-14H-4-W,321,U1337,A,14,14-4,H,4,W,,0,2,124.05,124.07,M,32.0,M14M13b,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,F,,,R,,,,,R,R,,R,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,A,,P,,,,,,,,,,,,,,,,,,,,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,
321-U1337A-14H-CC,321,U1337,A,14,14-CC,H,CC,,,0,5,129.23,129.28,G,39.0,M14M13b,,,,,,,,,,,,F,,P,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,F,,,,,,,,A,,,,,,,,,,,,,,,,P,,,,,,D,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,
321-U1337A-15H-2-W 30/32-FORAM,321,U1337,A,15,15-2,H,2,W,30/32-FORAM,0,2,130.795,130.815,M,30.0,M14M13b,infilling,,,,,,,,,,,D,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,R,,,F,,R,,,,,,R,,,,,,,,,,,,,,,,P,,,,,,F,,,,,,,,,,,,,,,,R,A,,R,,,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,
