Label ID,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Acervulinid taxa,Agglutinates (indeterminant fragments),Ammobaculites sp.,Ammonia beccarii,Ammonia sp.,Ammonia tepida,Amphicoryna spp.,Amphistegina gibbosa,Amphistegina lessonii,Amphistegina radiata,Amphistegina sp.,Astacolus sp.,Asterigerina sp.,Bigenerina sp.,Biloculina sp.,Bolivina spp.,Bolivinita quadrilatera,Bulimina aculeata,Bulimina costata,Bulimina marginata,Bulimina pupoides,Bulimina sp.,Cassidulina sp.,Cassidulina teretis,Chilostomella sp.,Cibicides  bradyi,Cibicides pachyderma,Cibicides refulgens,Cibicides sp.,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides lobatulus,Cibicidoides mundulus,Cibicidoides pachyderma,Cibicidoides robertsonianus,Cibicidoides spp.,Cibicidoides wuellerstorfi,Cornuspira sp.,Cribrononion kerguelenense,Cribrononion sp.,Cyclorbiculina compressa,Cymbaloporetta sp.,Dentalina advena,Dentalina inornata,Dentalina sp.,Dentalina subemaciata,Dentalina subsoluta,Discorbina sp.,Dorothia exilis,Eggerella sp.,Ehrenbergina sp.,Elphidium excavatum,Eponides repandus,Fissurina marginata,Fissurina orbignyana,Fissurina semimarginata,Fissurina sp.,Fissurina wiesneri,Florilus spp.,Fursenkoina sp.,Gavelinopsis sp.,Globobulimina sp.,Globocassidulina sp.,Globocassidulina subglobosa,Gyroidinoides soldanii,Gyroidinoides spp,Hauerinella inconstans,Heterostegina sp.,Hoeglundina elegans,Karreriella bradyi,Lagena laevis,Lagena sp.,Lagena striata,Laticarinina pauperata,Lenticulina iota,Lenticulina orbicularis,Lenticulina peregrina,Lenticulina spp.,Liebusella soldanii,Lingulina seminuda,Marinittiella sp.,Melonis spp.,Myllostomella costai,Myllostomella huygaensis,Myllostomella spp.?,Nodosaria albatrossi,Nodosaria sp.,Oolina melo,Oolina spp.,Oridorsalis umbonatus,Orthomorphina cf. jedlitschkai,Orthomorphina perversa,Orthomorphina sp.,Osangularia spp.,Parasorites orbitolitoides,Peneroplis sp.,Planctostoma luculenta,Planispirinoides bucculentus,Planulina ariminensis,Planulina sp.,Pleurostomella alternans,Pleurostomella sp.,Proxifrons inaequalis,Pullenia bulloides,Pyrgo comata,Pyrgo depressa,Pyrgo elongata,Pyrgo murrhina,Pyrgo serrata,Pyrgo sp.,Pyrgoella irregularis,Pyrgoella sp.,Pyrulina cylindroides,Quinqueloculina agglutinans,Quinqueloculina bicostata,Quinqueloculina bosciana,Quinqueloculina bradyana,Quinqueloculina candeiana,Quinqueloculina granulocostata,Quinqueloculina seminulum,Quinqueloculina sp.,Rectobolivina sp.,Rectoglandulina sp.,Reophax sp.,Robertina bradyi,Robertina sp. A,Robertinoides spp.,Rupertina stabilis,Sigmavirgulina tortuosa,Sigmoilopsis spp.,Siphonina bradyana,Siphonina sp.,Siphonodosaria cooperensis,Siphonodosaria insecta,Siphonodosaria pomuligera,Siphonodosaria sargrinensis,Siphonodosaria sp.,Siphouvigerina ampullacea,Sphaerogypsina globulus,Sphaeroidina bulloides,Spirillina sp.,Spiroloculina sp.,Stilostomella antillea,Stilostomella fistuca,Stilostomella sp.,Trifarina sp.,Triloculina insignis,Triloculina spp.,Uvigerina auberiana,Uvigerina cf. canariensis,Uvigerina hispida,Uvigerina hollicki,Uvigerina peregrina,Uvigerina peregrina f. parvula,Uvigerina sp.,Vaginulina americana,Vertebralina sp.,Virgulina cf texturata,Vulvulina pennatula,Comment,File Data
340-U1399A-11H-CC-PAL-FORAMB,340,U1399,A,11,11-CC,H,CC,PAL,FORAMB,0,0,92.12,92.12,P [P27],P [A29],,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-12H-CC-PAL-FORAMB,340,U1399,A,12,12-CC,H,CC,PAL,FORAMB,0,0,94.97,94.97,P [P27],P [A29],,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-13H-CC-PAL-FORAMB,340,U1399,A,13,13-CC,H,CC,PAL,FORAMB,0,0,102.95,102.95,M [P27],P [A29],,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-14H-CC-PAL-FORAMB,340,U1399,A,14,14-CC,H,CC,PAL,FORAMB,0,0,112.05,112.05,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-15H-CC-PAL-FORAMB,340,U1399,A,15,15-CC,H,CC,PAL,FORAMB,0,0,121.91,121.91,M [P27],F [A29],,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-16H-CC-PAL-FORAMB,340,U1399,A,16,16-CC,H,CC,PAL,FORAMB,0,0,131.47,131.47,M [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-17H-CC-PAL-FORAMB,340,U1399,A,17,17-CC,H,CC,PAL,FORAMB,0,0,140.97,140.97,G [P27],A [A29],,,,,,,,,,,,,,,,,P [A29],,,,,,,,,R [A29],,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,R [A29],,,,,,,,,F [A29],,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-18H-CC-PAL-FORAMB,340,U1399,A,18,18-CC,H,CC,PAL,FORAMB,0,0,150.32,150.32,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-19H-CC-PAL-FORAMB,340,U1399,A,19,19-CC,H,CC,PAL,FORAMB,0,0,150.26,150.26,P [P27],F [A29],,,,,,,,,,,F [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-20H-CC-PAL-FORAMB,340,U1399,A,20,20-CC,H,CC,PAL,FORAMB,0,0,160.6,160.6,P [P27],P [A29],,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-21H-CC-PAL-FORAMB,340,U1399,A,21,21-CC,H,CC,PAL,FORAMB,0,0,164.2,164.2,M [P27],R [A29],,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-22H-CC-PAL-FORAMB,340,U1399,A,22,22-CC,H,CC,PAL,FORAMB,0,0,167.23,167.23,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-23H-CC-PAL-FORAMB,340,U1399,A,23,23-CC,H,CC,PAL,FORAMB,0,0,175.38,175.38,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-24H-CC-PAL-FORAMB,340,U1399,A,24,24-CC,H,CC,PAL,FORAMB,0,0,184.29,184.29,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-25H-CC-PAL-FORAMB,340,U1399,A,25,25-CC,H,CC,PAL,FORAMB,0,0,191.65,191.65,M [P27],P [A29],,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-26H-CC-PAL-FORAMB,340,U1399,A,26,26-CC,H,CC,PAL,FORAMB,0,0,197.68,197.68,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-27H-CC-PAL-FORAMB,340,U1399,A,27,27-CC,H,CC,PAL,FORAMB,0,0,203.85,203.85,M [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-28H-CC-PAL-FORAMB,340,U1399,A,28,28-CC,H,CC,PAL,FORAMB,0,0,205.52,205.52,G [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-31X-1-PAL-FORAMB,340,U1399,A,31,31-1,X,1,PAL,FORAMB,0,0,218.17,218.17,,B [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-33X-CC-PAL-FORAMB,340,U1399,A,33,33-CC,X,CC,PAL,FORAMB,0,0,237.76,237.76,M [P27],P [A29],,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A29],,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-34X-CC-PAL-FORAMB,340,U1399,A,34,34-CC,X,CC,PAL,FORAMB,0,0,246.97,246.97,M [P27],P [A29],,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-35X-CC-PAL-FORAMB,340,U1399,A,35,35-CC,X,CC,PAL,FORAMB,0,0,256.27,256.27,P [P27],F [A29],,,,,,,,,,,F [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340-U1399A-36X-CC-PAL-FORAMB,340,U1399,A,36,36-CC,X,CC,PAL,FORAMB,0,0,269.64,269.64,G [P27],P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R [A29],,,,,,,,,,,,,,,,,,,,,,,,,,,,
