Sample,Exp,Site,Hole,Core,Core-Sect,Type,Section,A/W,Extra Sample ID Data,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Datum name,Preservation,Group Abundance,calcispheres,Neobiscutum spp.,Coccolithus pelagicus,Cruciplacolithus primus,Cruciplacolithus intermedius,Chiasmolithus danicus,Prinsius tenuiculus,Fasciculithus magnus,Ellipsolithus macellus,Toweius pertusus,Sphenolithus moriformis,Neochiastozygus perfectus,Fasciculithus ullii,Fasciculithus tympaniformis,Sphenolithus anarrhopus,Discoaster mohleri,Heliolithus kleinpellii,Heliolithus cantabriae,Fasciculithus richardii,Discoaster multiradiatus,Fasciculithus alanii,Ericsonia robusta,Rhomboaster spp.,Rhomboaster bramlettei,Fasciculithus spp.,Discoaster diastypus,Tribrachiatus orthostylus,Sphenolithus radians,Tribrachiatus contortus,Discoaster lodoensis,Discoaster sublodoensis,Girgisia gammation,Nannotetrina cristata,Nannotetrina  fulgens,Chiasmolithus gigas,Sphenolithus furcatolithoides,Reticulofenestra umbilicus (>14µm),Reticulofenestra reticulata,Chiasmolithus solitus,Dictyococcites bisectus (>10 µm),Isthmolithus recurvus,Chiasmolithus grandis,Chiasmolithus oamaruensis,Discoaster barbadiensis,Discoaster saipanensis,Coccolithus formosus,Sphenolithus distentus,Sphenolithus ciperoensis,Sphenolithus predistentus,Triquetrorhabdulus sp. (long),Triquetrorhabdulus carinatus,Sphenolithus delphix,Biantholithus sparsus,Biantholithus? flosculus,Blackites amplus bases,Blackites creber,Blackites gladius,Blackites herculesii,Blackites inflatus,Blackites perlongus,Blackites spinosus,Blackites tenuis,Bomolithus elegans,Bomolithus megastypus,Bomolithus supremus,Braarudosphaera bigelowii,Bramletteius serraculoides,Calcidiscus pacificanus,Calcidiscus protoannulus,Calciosolenia aperta,Calciosolenia fossilis,Campylosphaera dela,Chiasmolithus altus,Chiasmolithus bidens,Chiasmolithus californicus (>13µm),Chiasmolithus consuetus,Chiasmolithus expansus,Chiasmolithus nitidus,Chiasmolithus titus,Chiphragmolithus acanothodes,Chiphragmolithus armatus,Chiphragmolithus barbatus,Chiphragmolithus calathus,Clausicoccus fenestratus,Clausicoccus subdistichus,Clausicoccus vanheckiae,Coccolithus bownii,Coccolithus cachaoi,Coccolithus eopelagicus ( >14µm),Coronocyclus nitescens,Cruciplacolithus asymmetricus,Cruciplacolithus cruciformis,Cruciplacolithus edwardsii,Cruciplacolithus frequens,Cruciplacolithus latipons,Cyclagelosphaera reinhardtii,Cyclicargolithus abisectus (11 µm),Cyclicargolithus floridanus (5-11µm),Cyclicargolithus floridanus small (<5µm),Cyclicargolithus? luminis,Daktylethra punctulata,Dictyococcites scrippsae (<10µm),Discoaster anartios,Discoaster araneus,Discoaster backmanii,Discoaster bifax,Discoaster binodosus,Discoaster deflandrei,Discoaster delicatus,Discoaster distinctus,Discoaster falcatus,Discoaster kuepperi,Discoaster lenticularis,Discoaster mahmoudii,Discoaster mediosus,Discoaster nodifer,Discoaster ornatus,Discoaster pacificus,Discoaster paelikei,Discoaster salisburgensis,Discoaster tanii,Discoaster wemmelensis,Ellipsolithus anadoluensis,Ellipsolithus distichus,Ericsonia robusta (small),Ericsonia subpertusa,Fasciculithus involutus,Fasciculithus lilianae,Fasciculithus pileatus,Fasciculithus shaubii,Fasciculithus clinatus,Futyania petalosus,Goniolithus fluckigeri,Hayella situliformis,Helicosphaera bramlettei,Helicosphaera clarissima,Helicosphaera compacta,Helicosphaera ethologa,Helicosphaera euphratis,Helicosphaera gartneri,Helicosphaera heezenii,Helicosphaera lophota,Helicosphaera obliqua,Helicosphaera perch-nielseniae,Helicosphaera recta,Helicosphaera reticulata,Helicosphaera seminulum,Helicosphaera wilcoxonii,Ilselithina fusa,Jakubowskia leoniae,Lanternilithus duocavus,Lanternithus minutus,Lapideacassis sp.,Lophodolithus acutus,Lophodolithus mochlophorus,Lophodolithus nascens,Lophodolithus reniformis,Lophodolithus rotundus,Markalius apertus,Markalius inversus,Micrantholithus attenuatus,Micrantholithus flos,Neochiastozygus junctus,Neochiastozygus modestus,Neochiastozygus rosenkrantzii,Neochiastozygus saepes,Neococcolithes dubius,Neococcolithes protenus,Neocrepidolithus cruciatus,Neocrepidolithus dirimosus,Neocrepidolithus fossus,Neocrepidolithus neocrassus,Octolithus multiplus,Pedinocyclus larvalis,Pemma basquense,Pemma papillatum,Pontosphaera exilis,Pontosphaera multipora,Pontosphaera plana,Pontosphaera versa,Prinsius martinii,Prinsius bisulcus,Pseudotriquetrorhabdulus inversus,Reticulofenestra daviesii,Reticulofenestra dictyoda  (10-14µm),Reticulofenestra dictyoda  (3-10µm),Reticulofenestra lockeri,Reticulofenestra minuta (<3µm),Rhomboaster calcitrapa,Rhomboaster cuspis,Scyphosphaera apsteinii,Semihololithus biskayae,Sphenolithus akropodus,Sphenolithus arthurii,Sphenolithus conicus,Sphenolithus conspicuus,Sphenolithus editus,Sphenolithus obtusus,Sphenolithus orphanknollensis,Sphenolithus pseudoradians,Sphenolithus runus,Sphenolithus spiniger,Sphenolithus strigosus,Sphenolithus tribulosus,Sphenolithus villae,Toweius callosus,Toweius crassus,Toweius eminens,Toweius magnicrassus,Toweius occultatus,Toweius serontinus,Tribrachiatus digitalis,Umbilicosphaera bramlettei,Umbilicosphaera jordanii,Zeugrhabdotus sigmoides,Zygodiscus plectopons,Zygrhablithus bijugatus,Comments,File Data,
342-U1404A-23H-7-W 50/50-NANNO,342,U1404,A,23,23-7,H,7,W,50/50-NANNO,0,0,203.9,203.9,,,,G [P07],A [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,C,,,,,Freq,,,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-23H-CC-PAL,342,U1404,A,23,23-CC,H,CC,PAL,,0,5,204.32,204.37,,,,G [P07],A [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,Freq,Freq,,,,,R,,,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-24H-1-W 23/23-NANNO,342,U1404,A,24,24-1,H,1,W,23/23-NANNO,0,0,204.53,204.53,,,,M [P07],A [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-24H-2-W 60/60-NANNO,342,U1404,A,24,24-2,H,2,W,60/60-NANNO,0,0,206.4,206.4,,,,,B [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-24H-3-W 149/149-NANNO,342,U1404,A,24,24-3,H,3,W,149/149-NANNO,0,0,208.79,208.79,,,,P [P07],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,Freq,Freq,,,Freq,Freq,R,,,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-24H-4-W 46/46-NANNO,342,U1404,A,24,24-4,H,4,W,46/46-NANNO,0,0,209.26,209.26,,,,G [P07],A [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,R,,Freq,Freq,Freq,Freq,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-24H-6-PAL,342,U1404,A,24,24-6,H,6,PAL,,0,5,212.76,212.81,,,,M [P07],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,Freq,Freq,,,C,C,Freq,,,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-25H-5-W 100/100-NANNO,342,U1404,A,25,25-5,H,5,W,100/100-NANNO,0,0,219.8,219.8,,,,P [P07],F [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freq,,,Freq,,,,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-25H-CC-PAL,342,U1404,A,25,25-CC,H,CC,PAL,,0,5,220.48,220.53,,,,P [P07],F [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freq,,,Freq,,,,Freq,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-26H-1-W 102/102-NANNO,342,U1404,A,26,26-1,H,1,W,102/102-NANNO,0,0,221.52,221.52,,,,P [P07],R [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freq,,,Freq,,,,R,R,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-26H-1-W 123/123-NANNO,342,U1404,A,26,26-1,H,1,W,123/123-NANNO,0,0,221.73,221.73,,,,P [P07],C [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,C,C,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-26H-1-W 78/78-NANNO,342,U1404,A,26,26-1,H,1,W,78/78-NANNO,0,0,221.28,221.28,,,,P [P07],F [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freq,R,,Freq,,,,Freq,Freq,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-26H-CC-PAL,342,U1404,A,26,26-CC,H,CC,PAL,,0,5,228.66,228.71,,,,,B [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-27H-CC-PAL,342,U1404,A,27,27-CC,H,CC,PAL,,0,5,236.45,236.5,,,,,B [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-28H-CC-PAL,342,U1404,A,28,28-CC,H,CC,PAL,,0,5,244.0,244.05,,,,P-M,C-A,,,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,C,,,,Freq,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,Freq,,,,,Freq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-29H-CC-PAL,342,U1404,A,29,29-CC,H,CC,PAL,,0,7,253.01,253.08,,,,,B [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-30H-4-W 102/103-NANNO,342,U1404,A,30,30-4,H,4,W,102/103-NANNO,0,1,257.66,257.67,,,,,B [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342-U1404A-30H-CC-PAL,342,U1404,A,30,30-CC,H,CC,PAL,,0,6,259.69,259.75,,,,,B [A22],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
