Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Datum name,Datum name generic,Datum comment,Datum age average [Ma],Zone name (short),Zone name,Zone comment,Upper boundary age av. [Ma],Lower boundary age av. [Ma],Group abundance,Preservation,Fragmentation,Percentage of planktic forams in total foram assemblage [%],Fragmentation rank [auto-pop],Terrestrial organic matter,Pyrite,"Reworking comment (1= <1%, 2=light 1-10%, 3= >10%)",Aspect comment (etching),Comment (general),Acarinina acarinata,Acarinina bullbrooki,Acarinina coalingensis,Acarinina collactea,Acarinina cuneicamerata,Acarinina mcgowrani,Acarinina mckannai,Acarinina pentacamerata,Acarinina primitiva,Acarinina sibaiyaensis,Acarinina soldadoensis,Acarinina strabocella,Acarinina subsphaerica,Candeina nitida,Cassigerinella chipolensis,Cassigerinella martinezpicoi,Catapsydrax dissimilis,Chiloguembelina cubensis,Clavatorella bermudezi,Cribrohantkenina inflata,Dentoglobigerina altispira,Dentoglobigerina baroemoenensis,Dentoglobigerina globularis,Dentoglobigerina juxtabinaiensis,Dentoglobigerina tripartita,Dentoglobigerina venezuelana,Fohsella birnageae,Fohsella fohsi,Fohsella peripheroacuta,Fohsella peripheroronda,Fohsella praefohsi,Fohsella robusta,Globanomalina australiformis,Globanomalina compressa,Globanomalina imitata,Globanomalina pseudomenardii,Globigeriantella insueta,Globigerina angulisuturalis,Globigerina bulloides,Globigerina ciperoensis,Globigerina euapertura,Globigerina woodi,Globigerinatella sp.,Globigerinatheka index,Globigerinatheka kugleri,Globigerinatheka semiinvoluta,Globigerinella praesiphonifera,Globigerinella siphonifera,Globigerinita glutinata,Globigerinita uvula,Globigerinoides altiapertura,Globigerinoides conglobatus,Globigerinoides diminutus,Globigerinoides extremus,Globigerinoides fistulosus,Globigerinoides obliquus,Globigerinoides primordius,Globigerinoides quadrilobatus,Globigerinoides ruber (pink),Globigerinoides ruber (white),Globigerinoides sacculifer,Globigerinoides sacculifer (without sack),Globigerinoides seigliei,Globigerinoides subquadratus,Globigerinoides trilobus,Globoquadrina binaiensis,Globoquadrina dehiscens,Globorotalia archeomenardii,Globorotalia challengeri,Globorotalia cibaoensis,Globorotalia crassaformis,Globorotalia exilis,Globorotalia flexuosa,Globorotalia incognita,Globorotalia juanai,Globorotalia lenguaensis,Globorotalia limbata,Globorotalia margaritae,Globorotalia menardii,Globorotalia merotumida,Globorotalia miozea,Globorotalia multicamerata,Globorotalia pertenuis,Globorotalia plesiotumida,Globorotalia praemenardii,Globorotalia praescitula,Globorotalia pseudomiocenica,Globorotalia puncticulata,Globorotalia tosaensis,Globorotalia truncatulinoides,Globorotalia tumida,Globorotalia zealandica,Globorotaloides hexagona,Globoturborotalita apertura,Globoturborotalita decoraperta,Globoturborotalita nepenthes,Globoturborotalita rubescens,Globoturborotalita tenella,Globoturborotalita woodi,Guembelitrioides nuttali,Hantkenina alabamensis,Hantkenina singanoae,Igorina albeari,Igorina broedermanni,Igorina pusilla,Morozovella acuta,Morozovella aequa,Morozovella angulata,Morozovella aragonensis,Morozovella conicotruncata,Morozovella formosa,Morozovella gracilis,Morozovella lensiformis,Morozovella marginodentata,Morozovella praeangulata,Morozovella subbotinae,Morozovella velascoensis,Morozovelloides crassatus,Morozovelloides lehneri,Neogloboquadrina acostaensis,Neogloboquadrina dutertrei,Neogloboquadrina nympha,Orbulina suturalis,Orbulina universa,Orbulinoides beckmanni,Paragloborotalia kugleri,Paragloborotalia mayeri,Paragloborotalia opima,Paragloborotalia pseudokugleri,Parasubbotina pseudobulloides,Parasubbotina varianta,Parasubbotina variospira,Parvularugoglobigerina eugubina,Parvularugoglobigerina extensa,Planorotalites palmerae,Planorotalites spp.,Praemurica inconstans,Praemurica uncinata,Praeorbulina circularis,Praeorbulina curva,Praeorbulina glomerosa,Praeorbulina sicana,Pseudohastigerina micra,Pseudohastigerina naguewichiensis,Pseudohastigerina wilcoxensis,Pulleniatina (D),Pulleniatina (S),Pulleniatina finalis,Pulleniatina obliquiloculata,Pulleniatina primalis,Pulleniatina spectabilis,Sphaeroidinella dehiscens,Sphaeroidinella excavata,Sphaeroidinellopsis kochi,Sphaeroidinellopsis seminulina,Sphaeroidinellopsis subdehiscens,Subbotina angiporoides,Subbotina linaperta,Subbotina triloculinoides,Subbotina velascoensis,Tenuitella gemma,Tenuitella munda,Tenuitellinata juvenilis,Turborotalia altispiroides,Turborotalia cerroazulensis cerroazulensis,Turborotalia cunialensis,Turborotalia frontosa,Turborotalia pomeroli,Turborotalia possagnoensis,Turborotalita humilis,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W
354-U1452B-11F-2-W 71/76-FORAM,0,5,63.91,63.96,,,,,,,,,,C,M,L,98,1,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,11,F,2,W
354-U1452B-11F-CC-PAL,0,10,66.46,66.56,,,,,PT1a,"PT1a - Globorotalia tosaensis High-occurrence Zone (Gradstein et al., 2012)",,0.61,1.88,A,M,M,100,2,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,11,F,CC,PAL
354-U1452B-12F-CC-PAL-FORAM-FORAM(>150),0,5,69.99,70.04,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,12,F,CC,PAL
354-U1452B-14F-CC-PAL-FORAM-FORAM(>150),0,5,77.59,77.64,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,14,F,CC,PAL
354-U1452B-16F-CC-PAL,0,5,90.37,90.42,,,,,,,,,,F,M,M,71,2,present,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,354,U1452,B,16,F,CC,PAL
354-U1452B-18F-CC-PAL-FORAM,0,10,99.03,99.13,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,18,F,CC,PAL
354-U1452B-20F-CC-PAL-FORAM,0,10,108.44,108.54,,,,,,,,,,R,VG,L,95,1,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,C,R,C,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,20,F,CC,PAL
354-U1452B-24F-CC-PAL-FORAM,0,10,124.26,124.36,,,,,,,,,,VR,G,L,50,1,present,absent,,,"1 ostracoda, some planktonic juveniles (tiny)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,24,F,CC,PAL
354-U1452B-26F-2-W 5/10-FORAM,0,5,134.25,134.3,,,,,,,,,,A,G,M,96,2,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,R,A,C,R,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,354,U1452,B,26,F,2,W
354-U1452B-26F-CC-PAL-FORAM,0,10,136.18,136.28,,,,,,,,,,C,G,M,100,2,absent,absent,,,"Globorotalia ungulata, R; Globigerinoides tenelus R",,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,F,,,,,,,,,,,,,R,,,,R,,F,R,C,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,26,F,CC,PAL
354-U1452B-29F-CC-PAL-FORAM,0,5,152.01,152.06,,,,,,,,,,R,G,L,100,1,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,F,F,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,29,F,CC,PAL
354-U1452B-30F-CC-PAL-FORAM,0,5,154.36,154.41,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,30,F,CC,PAL
354-U1452B-31F-CC-PAL-FORAM,0,5,160.69,160.74,,,,,,,,,,VR,P,S,40,3,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,31,F,CC,PAL
354-U1452B-32F-CC-PAL,0,5,162.2,162.25,,,,,,,,,,VR,P,S,11,3,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,32,F,CC,PAL
354-U1452B-33F-CC-PAL-FORAM,0,10,170.94,171.04,,,,,,,,,,A,M,M,95,2,absent,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,F,,F,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,33,F,CC,PAL
354-U1452B-34F-CC-PAL,0,10,175.18,175.28,,,,,,,,,,B,,,,,present,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,34,F,CC,PAL
354-U1452B-35F-CC-PAL,0,6,180.27,180.33,,,,,,,,,,A,M,S,95,3,absent,present,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,F,,C,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,F,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,35,F,CC,PAL
354-U1452B-36F-CC-PAL-FORAM,0,5,184.47,184.52,,,,,,,,,,A,G,M,98,2,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,C,,A,F,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,36,F,CC,PAL
354-U1452B-37F-CC-PAL,0,10,189.56,189.66,,,,,,,,,,F,M,M,62,2,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,R,,,,A,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,37,F,CC,PAL
354-U1452B-38F-CC-PAL,0,8,193.56,193.64,,,,,,,,,,B,,,,,absent,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,38,F,CC,PAL
354-U1452B-39F-CC-PAL,0,5,197.54,197.59,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,39,F,CC,PAL
354-U1452B-41F-CC-PAL,0,10,207.8,207.9,,,,,,,,,,F,M,M,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,A,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,41,F,CC,PAL
354-U1452B-42F-CC-PAL-FORAM-FORAM(>150),0,5,213.37,213.42,,,,,,,,,,A,G,M,100,2,absent,absent,,,"Globorotalia ungulata, R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,C,,R,A,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,C,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,42,F,CC,PAL
354-U1452B-43F-CC-PAL,0,5,215.74,215.79,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354,U1452,B,43,F,CC,PAL
354-U1452B-43F-CC-PAL,0,5,215.74,215.79,,,,,,,,,,R,M,L,98,1,present,absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,R,,,,,,,,,,,,,,,,,,,,,354,U1452,B,43,F,CC,PAL
