Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group Abundance,Algirosphaera robusta,Amaurolithus amplificus,Amaurolithus bizarrus,Amaurolithus delicatus,Amaurolithus primus,Amaurolithus spp.,Amaurolithus tricorniculatus,Blackites sp.,Braarudosphaera bigelowii,Calcidiscus carlae,Calcidiscus leptoporus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Calciosolenia murrayi,Catinaster calyculus,Catinaster coalitus,Catinaster mexicanus,Ceratolithus acutus,Ceratolithus armatus,Ceratolithus atlanticus,Ceratolithus cristatus,Ceratolithus rugosus,Ceratolithus spp.,Clausicoccus obrutus,Coccolithus miopelagicus,Coccolithus pelagicus,Coccolithus pliopelagicus,Coronocyclus nitescens,Cyclicargolithus abisectus,Cyclicargolithus floridanus,Dictyococcites productus,Dictyococcites spp.,Discoaster adamanteus,Discoaster asymmetricus,Discoaster aulakos,Discoaster bellus,Discoaster bergenii,Discoaster berggrenii,Discoaster bollii,Discoaster braarudii,Discoaster brouweri,Discoaster calcaris,Discoaster challengeri,Discoaster decorus,Discoaster deflandrei,Discoaster druggii,Discoaster exilis (small),Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster musicus,Discoaster neohamatus,Discoaster neorectus,Discoaster pansus,Discoaster pentaradiatus,Discoaster petaliformis,Discoaster pseudovariabilis,Discoaster quinqueramus,Discoaster sanmiguelensis,Discoaster signus,Discoaster spp.,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster tristellifer,Discoaster variabilis,Discosphaera tubifera,Emiliania huxleyi,Florisphaera profunda,Gephyrocapsa caribbeanica,Gephyrocapsa lumina,Gephyrocapsa margerelii,Gephyrocapsa margerelii/muellerae,Gephyrocapsa muellerae,Gephyrocapsa oceanica ss,Gephyrocapsa omega,Gephyrocapsa parallela,Gephyrocapsa spp. (>4 microns),Gephyrocapsa spp. (large >5.5 microns),Gephyrocapsa spp. small (<4 microns),Hayaster perplexus,Helicosphaera ampliaperta,Helicosphaera carteri,Helicosphaera elongata,Helicosphaera euphratis,Helicosphaera hyalina,Helicosphaera inversa,Helicosphaera scissura,Helicosphaera sellii,Helicosphaera spp.,Helicosphaera wallichii,Minylitha convallis,Nicklithus amplificus,Oolithotus fragilis,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra gelida,Reticulofenestra haqii,Reticulofenestra minuta,Reticulofenestra minutula,Reticulofenestra pseudoumbilica,Reticulofenestra rotaria,"Reticulofenestra ""small""",Reticulofenestra spp.,Rhabdosphaera clavigera,Scyphosphaera spp.,Sphenolithus abies,Sphenolithus belemnos,Sphenolithus compactus,Sphenolithus grandis,Sphenolithus heteromorphus,Sphenolithus moriformis,Sphenolithus neoabies,Sphenolithus quadrispinatus,Sphenolithus spp.,Sphenolithus verensis,Syracosphaera pulchra,Syracosphaera spp.,Triquetrorhabdulus carinatus,Triquetrorhabdulus extensus,Triquetrorhabdulus rugosus,Triquetrorhabdulus sp.,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera foliosa,Umbilicosphaera sibogae,Comments,Ship File Links,Shore File Links,File Data
346-U1425D-60H-CC-PAL,0,5,389.23,389.28,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-61H-CC-PAL,0,5,390.67,390.72,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-62H-CC-PAL,0,5,393.51,393.56,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-63H-CC-PAL,0,5,397.66,397.71,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-64H-CC-PAL,0,5,401.28,401.33,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-65H-CC-PAL,0,5,404.42,404.47,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-66H-CC-PAL,0,5,408.02,408.07,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-67H-CC-PAL,0,5,408.86,408.91,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-69H-CC-PAL,0,5,414.11,414.16,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-70H-CC-PAL,0,1,415.1,415.11,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-71X-CC-PAL,0,1,415.32,415.33,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346-U1425D-72H-1-PAL,0,25,430.7,430.95,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
