Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Zone name (short),Zone name,Preservation,Group abundance,Amaurolithus primus,Amaurolithus tricorniculatus,Calcidiscus macintyrei,Calcidiscus premacintyrei,Catinaster calyculus,Catinaster coalitus,Ceratolithus acutus,Ceratolithus larrymayeri,Coccolithus miopelagicus,Coronocyclus nitescens (circular),Coronocyclus nitescens (elliptical),Cyclicargolithus floridanus,Discoaster asymmetricus,Discoaster bellus,Discoaster berggrenii,Discoaster bollii,Discoaster brouweri,Discoaster hamatus,Discoaster kugleri,Discoaster loeblichii,Discoaster neohamatus,Discoaster prepentaradiatus,Discoaster quinqueramus,Discoaster pentaradiatus,Discoaster surculus,Discoaster tamalis,Discoaster triradiatus,Discoaster spp.,Emiliania huxleyi,Gephyrocapsa aperta,Gephyrocapsa spp. small (<4 microns),Gephyrocapsa caribbeanica (3-4 microns),Gephyrocapsa caribbeanica (4-5.5 microns),Gephyrocapsa ericsonii,Gephyrocapsa oceanica (3-4 microns),Gephyrocapsa oceanica (4-5.5 microns),Gephyrocapsa omega,Gephyrocapsa spp. (large >5.5 microns),Helicosphaera ampliaperta,Helicosphaera inversa,Helicosphaera sellii,Helicosphaera stalis,Helicosphaera walbersdorfensis,Minylitha convallis,Nicklithus amplificus,Pseudoemiliania lacunosa,Reticulofenestra asanoi,Reticulofenestra sp. 1,Reticulofenestra pseudoumbilicus,Reticulofenestra pseudoumbilicus (>7 microns),Reticulofenestra gelida,Reticulofenestra minuta,Reticulofenestra spp. small,Sphenolithus heteromorphus,Sphenolithus spp.,Triquetrorhabdulus rugosus,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus pacificanus,Calcidiscus tropicus,Calciosolenia spp.,Coccolithus pelagicus,Discoaster deflandrei,Discoaster druggii,Florisphaera profunda,Helicosphaera carteri,Helicosphaera wallichii,Oolithotus fragilis,Pontosphaera discopora,Pontosphaera japonica,Pontosphaera multipora,Pontosphaera spp.,Rhabdosphaera clavigera,Rhabdosphaera spp.,Scyphosphaera apsteinii,Syracosphaera pulchra,Umbellosphaera tenuis,Umbilicosphaera rotula,Umbilicosphaera sibogae,Umbilicosphaera sibogae var. foliosa,Reworked species,Sample comment,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1462A-17X-CC-PAL-NANNO,0,10,145.7,145.8,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,P,,,,,,,,,,,,,,,,,R,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,A,17,X,CC,PAL,9c169e439cd9605b0fd19ef9837f3427
356-U1462A-18X-CC-PAL-NANNO,0,12,155.4,155.52,,,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,R,,,,,,R,R,,,,,,,R,,,,,,,,,,,,,,,,P,,,R,,,,,,,356,U1462,A,18,X,CC,PAL,5407bfa8aa01feb20e50c7f456e7ce02
356-U1462A-20X-CC-PAL-NANNO,0,10,174.98,175.08,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,P,,,,,,R,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,356,U1462,A,20,X,CC,PAL,029d467732e1eba829396f74bdbccac1
356-U1462A-22X-CC-PAL-NANNO,0,10,194.35,194.45,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,P,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,A,22,X,CC,PAL,ba26f436c00f5b65a5f4496eda333158
356-U1462A-24X-CC-PAL-NANNO,0,15,213.6,213.75,,,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,P,,,,,,,,,P,,,,,,R,R,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,356,U1462,A,24,X,CC,PAL,db37f9d5122f5e7a32c8c4f90ef5f3b4
356-U1462A-26X-CC-PAL-NANNO,0,9,233.0,233.09,,,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,A,26,X,CC,PAL,726bf16971210440fde3ea53d5831dd5
356-U1462A-28X-CC-PAL-NANNO,0,10,252.4,252.5,,,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,R,,,,,,,,,,,,,,P,,,,,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,A,28,X,CC,PAL,7376209f3d26023e9849ad101c37adf0
356-U1462A-30X-CC-PAL-NANNO,0,7,271.8,271.87,,,G,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,,,,,,,,,,,,,P,,,,,,F,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,A,30,X,CC,PAL,df8b8dba7d6943434f7ef9edb0ad2a10
356-U1462A-32X-CC-PAL-NANNO,0,2,291.2,291.22,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,F,R,,,,,,,,,,,,,,,,,,,R,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,A,32,X,CC,PAL,8402c2ac8a248340435ba243f08653a0
356-U1462A-33X-CC-PAL-NANNO,0,10,303.93,304.03,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,A,33,X,CC,PAL,f8d432eb65ff1fb5e5e4b316dc873375
356-U1462A-34X-CC-PAL-NANNO,0,10,315.06,315.16,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,F,,,,,,,C,,,,P,R,,,,,,,,F,,,,,,,,,,,,,R,,,lots of micrite,,,,356,U1462,A,34,X,CC,PAL,406ca489ca7a4a25c7553b4b6c32ab26
356-U1462A-35X-CC-PAL-NANNO,0,10,324.3,324.4,,,M,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,C,,,,,,,,,,C,F,C,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,,,356,U1462,A,35,X,CC,PAL,e2de3b2fcfb802259388acf85789353d
356-U1462A-36X-CC-PAL-NANNO,0,10,337.01,337.11,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,,,,R,,,,,,R,C,,,,,R,,,,P,,,,R,,,,,,,,,,,,,R,,,,,,,356,U1462,A,36,X,CC,PAL,54dcb8f01b0919163db2e3e31a1b0500
356-U1462A-37X-CC-PAL-NANNO,0,10,348.66,348.76,,,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,F,,,,,,,,,,,,,,C,,,,,,,,,,,,F,,P,,F,,,,R,,,,,,,,,,,,,,,,,,,,356,U1462,A,37,X,CC,PAL,453157c11e3ea21d5a2fe6cdf507bd3c
356-U1462A-39X-CC-PAL-NANNO,0,10,368.71,368.81,,,M,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,,,C,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,A,39,X,CC,PAL,d1b60074f300132666ec007886be459e
356-U1462A-41X-CC-PAL-NANNO,0,10,381.95,382.05,,,M,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,F,,F,,,,A,C,,,,,,,,,R,,,,,,,,R,,,,,R,,,,,,,,,,,356,U1462,A,41,X,CC,PAL,5ca89e80590c6c8cde5c173d89cb4572
356-U1462A-42X-CC-PAL-NANNO,0,10,393.25,393.35,NN18,"NN18 - Discoaster brouweri (Gradstein et al., 2012)",G,C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,C,C,,,,P,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,A,42,X,CC,PAL,cd66d75c8a030d19f2b0d7e81f23722b
356-U1462A-43X-CC-PAL-NANNO,0,10,402.66,402.76,,,P,R,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,F,R,,,,R,,,,,,,,,,P,,,,,,F,R,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,,,356,U1462,A,43,X,CC,PAL,49c0313f39093c49a0c9dc2e8b0a1305
356-U1462A-44X-CC-PAL-NANNO,0,10,410.7,410.8,,,G,C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,C,F,,,,,R,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,356,U1462,A,44,X,CC,PAL,eaaa05b9a00ae62fd0ec945db8a3956b
356-U1462A-45X-CC-PAL-NANNO,0,10,418.92,419.02,,,M,A,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,P,,,,,,C,C,,,,,P,,,,,,,,,,,,R,,,,,,,,,,,,,,,,356,U1462,A,45,X,CC,PAL,c5ff9b893816dbde2e3f218a3df24189
356-U1462A-47X-CC-PAL-NANNO,0,10,438.13,438.23,,,G,C,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,R,C,,,,,R,,,,P,,,,,,,,,,,,,,P,,,,,,,,,,356,U1462,A,47,X,CC,PAL,5e522940bfa949d388e47786d0dddb69
356-U1462A-48X-CC-PAL-NANNO,0,10,448.43,448.53,,,G,F,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,C,,,,,F,,,,P,,,,R,,,,,,,,,,,,,,,,lots of micrite and dolomite,,,,356,U1462,A,48,X,CC,PAL,8865a7272a2b0c17f0003e5cf7f097b4
356-U1462A-49X-CC-PAL-NANNO,0,10,459.03,459.13,,,G,C,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,C,,,,,,F,C,,,,,R,,,,R,,,,R,,,,,,,,,,,,,R,,,,,,,356,U1462,A,49,X,CC,PAL,b774c70bc6d9ce9650177a14640aa053
356-U1462A-51X-CC-PAL-NANNO,0,10,476.55,476.65,NN17,"NN17 - Discoaster pentaradiatus (Gradstein et al., 2012)",G,A,,,R,,,,,,,,,,P,,,,F,,,,,,,P,,,P,,,,R,,,,,,,,,,,,,,,C,,,,,,A,C,,,,,F,,,,R,,,,F,,,P,,,,,,,,,,F,,,,,,,356,U1462,A,51,X,CC,PAL,415752790bbd3cd795b4f22e94a6c253
356-U1462A-53X-CC-PAL-NANNO,0,10,498.72,498.82,,,G,A,,,F,,,,,,,,,,R,,,,R,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,C,,,,,,A,C,,,,,F,,,,,,,,R,,,,,,,,,P,,,,F,,,poor preservation of discoaster,,,,356,U1462,A,53,X,CC,PAL,b3d673f126f4b603e14f6a4925fd3220
356-U1462A-55X-CC-PAL-NANNO,0,10,515.82,515.92,,,G,C,,,R,,,,,,,,,,,,,,R,,,,,,,P,,,,R,,,R,,,,,,,,,,,,,,,F,,,,,,A,C,,,,,R,,,,,,,,R,,,,,,,,,,,,,R,,,overgrowth 6-rays discoaster,,,,356,U1462,A,55,X,CC,PAL,8ab307f028dcca01f010cd40a3da9934
356-U1462A-57X-CC-PAL-NANNO,0,9,539.88,539.97,NN16,"NN16 - Discoaster surculus (Gradstein et al., 2012)",G,C,,,R,,,,,,,,,,R,,,,R,,,,,,,P,R,,,R,,,R,,,,,,,,,,,,,,,F,,,,,,C,C,,,,,F,,,,,,,,F,,,,P,,,,,,P,,,,,,poor preservation of discoaster,,,,356,U1462,A,57,X,CC,PAL,e465e777805aa649378da7f654bb3ce7
356-U1462A-59X-CC-PAL-NANNO,0,12,558.92,559.04,,,G,C,,,F,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,,,C,C,,,,,F,,,,,,,,F,,,,P,,,,,P,,,,,,,,,,,356,U1462,A,59,X,CC,PAL,3b5837934bfca7942e6d76774a84cc18
356-U1462A-60X-CC-PAL-NANNO,0,10,569.28,569.38,,,G,A,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,C,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356,U1462,A,60,X,CC,PAL,6b9577153db52637d3dd30c6fc9cb787
356-U1462A-61X-CC-PAL-NANNO,0,13,580.97,581.1,NN15,"NN15 - Reticulofenestra pseudoumbilicus (Gradstein et al., 2012)",M,A,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,VA,,,,,,,,,,,,,,,C,,,,R,,C,A,,C,,,F,,,,,,,,F,,,,,,,,,R,,,,,,R,reworked R. umbilicus (R) and R. bisecta (R),,,,356,U1462,A,61,X,CC,PAL,50a2da14bbca8bbd77b221bcdac1e220
356-U1462A-62X-CC-PAL-NANNO,0,10,586.49,586.59,,,M,A,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,F,,,,R,,,A,,C,,P,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,356,U1462,A,62,X,CC,PAL,60dfbf4612fb37342f13b9c997dd60ab
356-U1462A-63X-CC-PAL-NANNO,0,10,594.44,594.54,,,G,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,R,,,,R,,,C,,C,,,P,,,,,,,,P,,,,,,,,,,,,,P,,,,,,,356,U1462,A,63,X,CC,PAL,d6e7713adb1123e618e0383998794350
356-U1462A-65X-CC-PAL-NANNO,0,10,615.31,615.41,,,M,C,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,C,,,,,F,,,,,,R,,,,,,,,,,,,,,,,poor preservation of larger placoliths,,,,356,U1462,A,65,X,CC,PAL,c9af24a7ffdb8040e4830c6b889f5c8a
356-U1462A-66X-CC-PAL-NANNO,0,3,621.0,621.03,,,G,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,VA,A,,C,,,,,,,,,,,P,,,,P,,,,,,,,,,,R,reworked R. bisecta (R),,,,356,U1462,A,66,X,CC,PAL,532dd27a91f2bdb8e30e7fc0c25b2ef8
356-U1462A-67X-CC-PAL-NANNO,0,10,629.34,629.44,,,G,F,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,lots of micrite nd dolomite,,,,356,U1462,A,67,X,CC,PAL,871091442cada5a14f22d20bb70c52da
356-U1462A-69X-CC-PAL-NANNO,0,10,639.09,639.19,,,G,A,,,F,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,,VA,VA,,C,,R,,,,,,,,,F,,,R,R,,,,,R,P,,P,P,,F,reworked R. umbilicus (F) and R. bisecta (R),,,,356,U1462,A,69,X,CC,PAL,b63706902db760c199f13dad051dab8c
356-U1462A-71X-CC-PAL-NANNO,0,10,650.66,650.76,,,G,A,,,F,,,,,,,,,,P,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,A,C,,C,,R,,,,,,,,,F,,,R,R,P,,,,,,,,R,,R,reworked R. bisecta,,,,356,U1462,A,71,X,CC,PAL,273b7d0192b10579893fdc1eaca2ebbf
356-U1462A-75X-CC-PAL-NANNO,0,10,671.6,671.7,,,G,A,,,F,,,,,,,,,,P,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,F,,A,C,,C,,,,,,,R,,,,F,,,R,P,,,,,R,,,,R,,R,reworked R. bisecta,,,,356,U1462,A,75,X,CC,PAL,f82ed9af32f471963c04929cb477f66b
356-U1462A-77X-CC-PAL-NANNO,0,10,689.71,689.81,,,G,A,,,F,,,,,,,,,,R,,,,F,,,,,,,,R,,P,R,,,,,,,,,,,,,,,,,,,,,,F,,A,C,,C,,,,,,,R,,,,F,,,F,R,P,,,P,R,,,,,,R,rare reworked R. bisecta,,,,356,U1462,A,77,X,CC,PAL,6eed8e7597cd25000c979a732613ffac
356-U1462A-79X-CC-PAL-NANNO,0,10,706.39,706.49,,,G,A,,,F,,,,,,,,,,P,,,,F,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,C,,A,C,,C,,,,,,,,,,,F,,,R,P,P,,,,R,,,,,,F,few reworked R. bisecta,,,,356,U1462,A,79,X,CC,PAL,70fbc0291fb03bd8ecfd5b6fa64656ad
356-U1462A-81X-CC-PAL-NANNO,0,10,727.37,727.47,,,M,A,,,P,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,C,C,,A,A,,C,,,P,,P,,,,,,F,,,P,P,P,,,,P,,,,P,,C,common reworked Paleogene: R. bisecta,,,,356,U1462,A,81,X,CC,PAL,f6f0f400c6cb95eac40bcb6fbceb0d8b
356-U1462A-83X-CC-PAL-NANNO,0,10,748.34,748.44,NN14,"NN14 - Discoaster asymmetricus (Gradstein et al., 2012)",G,D,,P,R,,,,,,,,,,,,,,R,,,,,,,,P,,P,R,,,,,,,,,,,,,,,,,,,,,F,F,,VA,VA,,F,,R,P,,P,,,,,,F,,,,R,,,,P,R,,,P,,,C,common reworked Paleogene: R. bisecta,,,,356,U1462,A,83,X,CC,PAL,14f870d0e3b11ba30639dc147a1361ca
356-U1462A-85X-CC-PAL-NANNO,0,10,767.79,767.89,,,G,D,,P,F,,,,,,,,,,,,,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,C,F,,VA,VA,,C,,,F,,,,,,,,F,,,,P,P,P,,,R,P,,,,,C,abundant-common reworked Paleogene: R. bisecta,,,,356,U1462,A,85,X,CC,PAL,7b5f73639a4f0241a2e207cb2472ffcc
356-U1462A-86X-CC-PAL-NANNO,0,10,777.46,777.56,,,G,D,,,,,,,,,,,,,P,,,,F,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,P,,,C,C,,VA,VA,,C,,,,,,,,,,,,,,,P,,,,,F,,,,,,,Discoaster fragments common,,,,356,U1462,A,86,X,CC,PAL,13fe739648d278a6d5caae584e99b406
356-U1462A-87X-CC-PAL-NANNO,0,5,777.3,777.35,,,G,C,,,R,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,A,F,,C,,,,,,,,,,,,,,,,,,,,,,,,,,F,"reworked R. bisecta, Cy. abisectus and Cy. floridanus",,,,356,U1462,A,87,X,CC,PAL,388f068f59b5d33657a627d7a442d2bd
356-U1462A-89X-CC-PAL-NANNO,0,3,796.7,796.73,,,G,A,,,R,,,,,,,,,,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,R,,C,C,,C,,,R,,,,F,,,,R,,,,,,,,,R,,,,,,F,"reworked R. bisecta, Cy. abisectus and Cy. floridanus",,,,356,U1462,A,89,X,CC,PAL,fdcd44b0d006bf0ab317edfe4e9fb5ad
356-U1462A-90X-CC-PAL-NANNO,0,10,801.65,801.75,,,G,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,F,,,A,C,,C,,,,,,,F,,,,F,,,,,,,,,,,,,,,F,Catinaster coalitus? (NN8-10: reworked?),,,,356,U1462,A,90,X,CC,PAL,6235eebe396b7edc4cffe155e309dc12
356-U1462A-91X-CC-PAL-NANNO,0,10,807.45,807.55,NN11,"NN11 - T Discoaster quinqueramus (Gradstein et al., 2012)",G,A,,P,R,,,,,,,,,,R,,,,R,,,,,,,,P,,,F,,,,,,,,,,,,,,,,,,,,,C,F,,A,C,,A,,,,,,,F,,,,R,,,,P,,,,,R,,,,,,F,"reworked R. bisecta, Cy. abisectus and Cy. floridanus",,,,356,U1462,A,91,X,CC,PAL,8f936c5d942d6ec916d40809d7487dd6
356-U1462A-93X-CC-PAL-NANNO,0,10,818.18,818.28,,,G,A,,,R,,,,,,,,,,R,,,,P,,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,,,,F,R,,A,C,,C,,,,,,,R,,,,R,,,R,,,,,R,,,,P,,,F,"reworked R. bisecta, Cy. abisectus and Cy. floridanus",,,,356,U1462,A,93,X,CC,PAL,40c8d4107af17102458b553afa6cb43b
356-U1462A-95X-CC-PAL-NANNO,0,10,827.46,827.56,,,G,A,,,R,,,,,,,,,,R,P,,,R,,,,,,R,,,,P,F,,,,,,,,,,,,,,,,,,,,,F,R,,A,C,,A,,,,,,,R,,,,F,,,R,,,,,,R,,,,,,F,"reworked R. bisecta, Cy. abisectus and Cy. floridanus",,,,356,U1462,A,95,X,CC,PAL,2ffb79bf99bb16b0f0b31f81a379b763
356-U1462A-98X-3-W 86/86-NANNO,0,0,843.64,843.64,,,G,R,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,dolomite,,,,356,U1462,A,98,X,3,W,463d003e40d09c43a06b28ae23232bad
356-U1462A-98X-CC-PAL-NANNO,0,11,844.12,844.23,,,G,R,,,,,,,,,,,,,,,P,,R,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lots of dolomite,,,,356,U1462,A,98,X,CC,PAL,e72b72a53f18930c79a4efde94a479b0
