Sample,Top [cm],Bottom [cm],Top Depth [m],Bottom Depth [m],Preservation,Group abundance,Percentage of benthic forams in total foram assemblage [%],"Reworking comment (1= <1%, 2= light 1-10%, 3= >10%)","PALEO WATER DEPTH (IS=inner shelf, MS=middle shelf, OS=outer shelf)",Temperature Range,Aspect comment (etching),Comment (general),Large Benthic Forams [%],Acervulina mabahethi,Agglutinated spp. (indeterminate),Ammodiscus sp.,Ammonia spp.,Amphicoryna scalaris,Amphicoryna separans,Amphicoryna spp.,Amphistegina hauerina,Amphistegina lessonii,Amphistegina lobifera,Amphistegina papillosa,Amphistegina radiata,Amphistegina spp.,Anomalinella rostrata,Anomalinoides globulosus,Anomalinoides spp.,Articulina alticostata,Articulina pacifica,Assilina ammonoides,Astacolus spp.,Asterorotalia concinna,Astrononion spp.,Astrororalia milletti,Bolivina pusilla,Bolivina robusta,Bolivina sp.,Bolivina striatula,Bolivinella elegans,Bolivinita quadrilatera,Borelis spp.,Brizalina semilineata,Brizalina spp.,Bulimina aculeata,Bulimina barbata,Bulimina marginata,Bulimina sp.,Bulimina striata,Buliminella spp.,Buliminoides spp.,Cancris auriculus,Cancris spp.,Cassidulina carinata,Cassidulina sp.,Cassidulinoides spp.,Cerebrina lacunata,Challengeria spp.,Chilostomella oolina,Chilostomella sp.,Chrysalidinella dimorpha,Cibicides mediocris,Cibicides praecinctus,Cibicides spp.,Cibicides tenuimargo,Cibicides wuellerstorfi,Cibicidoides bradyi,Cibicidoides globulosus,Cibicidoides mundula,Cibicidoides renzi,Cibicidoides sp.,Cibicidoides subhaidingerii,Clavulina subangularis,Cornuspira spp.,Cristellaria bradyi,Cycloclypeus? sp.,Cymbaloporetta sp. 1,Cymbaloporetta spp.,Discorbia spp.,Discorbinella sp. 1,Discorbinella spp.,Discorbis spp.,Eggerella bradyi,Ehrenbergina pacifica,Ehrenbergina spp.,Elhpidium craticulatum,Elongobula crispum,Elongobula parallela,Elphidium advenum limbatum,Elphidium excavatum,Elphidium hispidulum,Elphidium macellum,Elphidium spp.,Epistominella exigua,Epistominella spp.,Euloxostomum pseudobeyrichi,Eusphaeroidina inflata,Favocassidulina favus,Fissurina formosa,Fissurina marginata,Fissurina sp.,Frondricularia spp.,Gaudryina convexa,Gavelinopsis praegeri,Glabratella spp.,Glandulina spp.,Globobulimina affinis,Globocassidulina spp.,Globocassidulina subglobosa,Globogyroidina boninensis,Guttulina communis,Guttulina spp.,Guttulina yabei,Gyroidina neosoldanii,Gyroidinoides spp.,Hauerina spp.,Heterolepa bradyi,Heterostegina depressa,Hoeglundina elegans,Homotrema rubra,Hyalinea spp.,Inaequilina spp.,Karreriella bradyi,Laevidentalina communis,Laevidentalina inflexa,Laevidentalina spp.,Lagena sp.,Laticarinina pauperata,Lenticulina rotulata,Lenticulina sp.,Lobatula Lobatula,Marginopora spp.,Marginulina obesa,Martinotiella spp.,Martinottiella communis,Martinottiella hosoyaensis,Melonis barleeanus,Melonis pompilioides,Melonis spp.,Migros flintii,Miliolina spp.,Miliolinella oceanica,Miliolinella sp. 1,Miliolinella subrotunda,Monalysidium spp.,Mucronina compressa,Neoeponides margaritifer,Neoeponides procerus,Neoeponides spp.,Neorotalia spp.,Nephrolepidina ferrori,Nephrolepidina Spp.,Neugeborina longiscata,Nodosaria spp.,Nonionella sp.,Nonionoides grateloupi,Nonionoides spp.,Numullites spp.,Nuttallides umbonifera,Obesopleurostomella brevis,Olgia spp.,Oolina globosa,Oolina spp.,Operculina ammonoides,Operculina complanata,Operculina spp.,Operculinella venosa,Ophthalmidium circularis,Oridorsalis spp.,Oridorsalis umbonatus,Osangulariella bradyi,Parafissurina sp.,Parasorites spp.,Patellina spp.,Patellinella spp.,Peneroplis spp.,Pileolina spp.,Planispirinella spp.,Planogypsina sp. 1,Planorbulina spp.,Planorbulinella larvata,Planospirina spp.,Planularia gemmata,Planularia spp.,Planulina spp.,Pleurostomella acuminata,Pleurostomella acuta,Pleurostomella sp. A,Pleurostomella spp.,Procerolagena spp.,Pseudoclavulina juncea,Pseudonodosaria sp.,Pseudonodosaria spp.,Pseudorotalia angusta,Pseudorotalia annectens,Pseudorotalia globosa,Pseudorotalia indopacifica,Pseudorotalia inermis,Pseudorotalia schroetiana,Pseudorotalia spp.,Pullenia bulloides,Pullenia quinqueloba,Pullenia simplex,Pullenia sp.,Pyramidulina glanduliniformis,Pyrgo denticulata,Pyrgo lucernula,Pyrgo murrhina,Pyrgo spp.,Quinqueloculina exmouthensis,Quinqueloculina lamarckiana,Quinqueloculina neocostata,Quinqueloculina patagonica,Quinqueloculina philippinensis,Quinqueloculina spp.,Quinqueloculina subpolygona,Rectobolivina bifrons,Recurvoides sp.,Reophax spp.,Reusella spp.,Rhabdammina? sp.,Rhizammina sp.,"Rhizammina sp. (Kaiho, 1992)",Rosalina spp.,Rotalinoides gaimardii,Rotalinoides spp.,Rotliammina sp.,Rudigaudryina minor,Sagrinella jugosa,Sagrinella spp.,Sahulia barkeri,Saraceneria spp.,Semicassis craticulata,Septotextularia rugosa,Sigmoidella elegantissima,Sigmoidella spp.,Sigmoilopsis schlumbergeri,Siphogeneria raphana,Siphogenerina dimorpha,Siphogenerina indica,Siphonaperta spp.,Siphoniferoides siphonifera,Siphonina tubulosa,Siphouvigerina hispida,Siphouvigerina interrupta,Siphouvigerina porrecta,Siphouvigerina proboscidae,Sorites spp.,Sphaerogypsina globulus,Sphaeroidina bulloides,Spiroloculina sp. N/A,Spiroloculina spp.,Spirotextularia fistulosa,Spirotextularia spp.,Spirotextularia tubulosa,Sprioloculina corrugata,Stilostomella abyssorum,Stilostomella gracillima,Stilostomella lepidula,Stilostomella sp.,Textularia agglutinans,Textularia catenata,Textularia lateralis,Textularia spp.,Textularia sp. 1,Textulariella barrettii,Tosaia hanzawai,Tretomphaloides spp.,Tribliolepidina spp.,Trifarina spp.,Triloculina spp.,Tritaxis fusca,Unidentified benthic forams,Uvigerina graciliformis,Uvigerina hispidocostata,Uvigerina peregrina,Uvigerina senticosa,Uvigerina spp.,Vaginulinopsis bradyi,Vertebralina spp.,Wiesnerella spp.,Ship File Links,Shore File Links,File Data,Exp,Site,Hole,Core,Type,Section,A/W,eodp_id
356-U1461B-80X-CC-PAL-FORAM-150-2000,0,10,500.09,500.19,P,,17,,,,,Heavy encrustation,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,P,,,,P,,,,,,,,,,P,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30242911,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30242911,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30242911,",356,U1461,B,80,X,CC,PAL,ab537c7bb0f8a8ee8628aca7afb3d6d1
356-U1461B-83X-CC-PAL-FORAM-150-2000,0,10,521.92,522.02,P,,38,,,,,"Ostracods present, heavy encrustation",,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,F,,,,R,,,,,,,P,,,P,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,P,,,,,,R,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30250461,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30250461,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30250461,",356,U1461,B,83,X,CC,PAL,3db6cdefcb2116a0533a5d4a84685bf4
356-U1461B-85X-CC-PAL-FORAM-150-2000,0,10,543.06,543.16,P,,14,,,,,"Encrustation, slightly better preservation and foraminifer abundance, ostracods present",,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,P,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30254861,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30254861,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30254861,",356,U1461,B,85,X,CC,PAL,b6ae60d05988be45a05c80ebe5b13d8f
356-U1461B-87X-CC-PAL-FORAM-150-2000,0,10,562.33,562.43,P,R,13,,,,,Very poor preservation due to fragmentation and encrustation. Almost no benthics in sample. Ostracods present.,0,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30267331,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30267331,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30267331,",356,U1461,B,87,X,CC,PAL,47e153db295df00330b47aa703103ec3
356-U1461B-89X-CC-PAL-FORAM-150 2000,0,10,574.11,574.21,P,F,26,,,,,Ostracods present.,0,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,F,,P,,,,,P,,,,,,F,,,,,A,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,P,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30269851,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30269851,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30269851,",356,U1461,B,89,X,CC,PAL,22c5ac432d20782117ebed9d65d81dee
356-U1461B-91X-CC-PAL-FORAM-150-2000,0,10,591.38,591.48,P,F,37,,,,,Ostracods and glauconite present.,0,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,D,,,,,,,,,,P,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,A,,F,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30280631,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30280631,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30280631,",356,U1461,B,91,X,CC,PAL,f658ca9504076fbb08965075d944b33f
356-U1461B-93X-CC-PAL-150-2000,0,10,615.18,615.28,P,D,57,,,,,Ostracods present.,0,,,,,,,R,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,R,,,,,,,,,,,,,,,,,F,P,,,R,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,F,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,P,,,D,,F,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30281701,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30281701,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30281701,",356,U1461,B,93,X,CC,PAL,fbb0c6a88aabbd84f8090a1aa9f9781e
356-U1461B-95X-CC-PAL-FORAM-150-2000,0,5,631.72,631.77,P,F,22,,,,,High encrustation and fragmentation. Few benthics found.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,A,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,P,,R,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30283081,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30283081,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30283081,",356,U1461,B,95,X,CC,PAL,f2d32b28a28cd17ea59fc2d6a6e890fd
356-U1461B-97X-CC-PAL-FORAM-150-2000,0,5,656.59,656.64,P,F,15,,,,,High encrustation and fragmentation. Few benthics found.,0,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,F,,,F,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30285091,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30285091,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30285091,",356,U1461,B,97,X,CC,PAL,fd2d000ccce993dc70ae0dbd35ef01d0
356-U1461B-100X-CC-PAL-FORAM-150-2000,0,10,677.37,677.47,G,,15,,,,,"Sonicated, transported Ammonia from shallow water, ostracods present",0,,,,A,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,P,,,,,P,,,,R,,,,,,,,,P,,,P,,A,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30295101,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30295101,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30295101,",356,U1461,B,100,X,CC,PAL,52a6fdcfde5c3b214f16fa5da7ce04f3
356-U1461B-102X-CC-PAL-FORAM-150-2000,0,10,693.97,694.07,P,,11,,,,,"Sonicated sample, ostracods present",0,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,R,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30292771,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30292771,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30292771,",356,U1461,B,102,X,CC,PAL,a4ddb03372dadf7ce7c5aac7a96f0ff6
356-U1461B-104X-CC-PAL-FORAM-150-2000,0,10,704.84,704.94,G,,11,,,,,"Sonicated, ostracods present, deeper water species present: elongated uniserial forms",0,,,,,,P,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,P,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,,,,,,,,,,,,,,,,,R,,,,P,,,,,,,,,,,,P,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30301881,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30301881,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30301881,",356,U1461,B,104,X,CC,PAL,fea559bc61cd6f08daf3a2fc9c1224df
356-U1461B-106X-CC-PAL-FORAM-150-2000,0,10,717.27,717.37,M,C,9,,,,,ostracods and glauconite present.,0,,,,,,,P,,,,,,,,,,,,,,,,,,D,D,,,,,,R,,,,R,,,,,,P,,,,,,,,,,,,P,P,,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,,R,,,P,,,,,,,,,P,,,,,,,,,,,,,,,A,,,P,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,P,,R,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,R,,,,,,,,,P,,,,,,,,,P,,,A,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30319511,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30319511,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30319511,",356,U1461,B,106,X,CC,PAL,0ab1859550371266db2d6b8437e4d9b9
356-U1461B-108X-CC-PAL-150-2000,0,10,727.94,728.04,M,C,9,,,,,,0,,,,,,,P,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,P,,,,,,F,,,P,,,,,,,,,P,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,P,,,,,A,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30320911,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30320911,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30320911,",356,U1461,B,108,X,CC,PAL,38edbbe5dafe42d1a51770578292c6b7
356-U1461B-110X-CC-PAL-150-2000,0,10,745.68,745.78,M,C,9,,,,,,0,,,,,,,P,,,,,,,,,,,,,,,,,,R,F,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,P,,,,,,F,,,P,,,,,,,,,P,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,A,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30320971,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30320971,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30320971,",356,U1461,B,110,X,CC,PAL,52d5bfd465269bd93846d15480750599
356-U1461B-110X-CC-PAL-150-2000,0,10,745.68,745.78,P,F,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,P,,,,,P,,,,,,,,,,,,P,,,,,,P,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,P,,F,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30322801,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30322801,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30322801,",356,U1461,B,110,X,CC,PAL,50a048fb05672cce9cedf196be21a8c8
356-U1461B-112X-CC-PAL-FORAM-150 2000,0,10,763.95,764.05,P,F,14,,,,,Infilling and heavy encrustation by glauconite and other minerals.,0,,,,,,,P,,,,,,,,,,,,,,,,,,F,D,,,,,,P,,,,P,,,,,,P,,,,,,,,,,,,,F,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,P,,,,,,,,,,,,,,,,,P,F,,,P,,,,,,,,,P,,,,,,,,,,,,,,,R,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,R,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30327921,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30327921,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30327921,",356,U1461,B,112,X,CC,PAL,92cc29702531bf0deba8f07880c62589
356-U1461B-114X-CC-PAL-FORAM-150 2000,0,5,772.09,772.14,P,F,29,,,,,Ostracods present. Mortar and pestle needed to break up before H2O2 and sonication.,0,,,,,,,R,,,,,,,,,,,,,,,,,,,F,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,P,,,,,,,,,,,,,,,,,,F,,,R,,,,,,,,,P,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,F,,A,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30326481,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30326481,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30326481,",356,U1461,B,114,X,CC,PAL,31daa7c8c0e8e4a1010fcf640f5be082
356-U1461B-116X-CC-PAL-FORAM-150-2000,0,10,794.72,794.82,P,,21,,,,,"Sonicated. Sample extremely hard, had to be crushed with mortar and pestle before H2O2 and sonication. Ostracods present.",0,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,D,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,R,,,,,,,,,F,,,,,,,,,,,,356,U1461,B,116,X,CC,PAL,25b74312d62da4610d4bcc6aa5a6c8af
356-U1461B-118X-CC-PAL-FORAM-150-2000,0,10,810.67,810.77,G,,11,,,,,Sonicated,0,,,,,,,P,,,,,,,,,,,,,,,,,,,,,P,,,,,,,P,P,,,,,,,,,,,,,,,,,,P,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,,P,,,,,,,,,,,,,,P,,,,P,,,,,,,,,,,,,,,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30336111,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30336111,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30336111,",356,U1461,B,118,X,CC,PAL,da8bcf8e5e90f372ed67e49ff3351854
356-U1461B-120X-CC-PAL-FORAM-150-2000,0,10,826.17,826.27,M,,9,,,,,Sonicated,0,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,P,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,P,P,,,P,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,P,,,,,,,,,,P,,,,,,,,P,,,,http://web.ship.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30346881,http://web.iodp.tamu.edu/resteasy-asman/re?service=getFile&recordId=30346881,"http://web.ship.iodp.tamu.edu:80/resteasy-asman/re?service=getFile&recordId=30346881,",356,U1461,B,120,X,CC,PAL,7f52235faf0ad8d161eaf638ecb18829
